,home,away,home_points,away_points
553,Houston Rockets,Orlando Magic,116,98
554,Philadelphia 76ers,San Antonio Spurs,112,106
555,Washington Wizards,New York Knicks,121,103
556,Brooklyn Nets,Minnesota Timberwolves,98,97
557,Miami Heat,Detroit Pistons,111,104
558,Boston Celtics,Cleveland Cavaliers,102,88
559,Toronto Raptors,Chicago Bulls,124,115
560,Milwaukee Bucks,Indiana Pacers,122,101
561,Golden State Warriors,Dallas Mavericks,125,122
562,Denver Nuggets,Phoenix Suns,134,111
563,New Orleans Pelicans,Utah Jazz,108,98
564,Oklahoma City Thunder,Los Angeles Lakers,133,96
565,Golden State Warriors,Houston Rockets,124,114
566,Oklahoma City Thunder,Los Angeles Clippers,127,117
567,Miami Heat,New York Knicks,107,103
568,Philadelphia 76ers,Detroit Pistons,114,78
569,Boston Celtics,Minnesota Timberwolves,91,84
570,Toronto Raptors,Milwaukee Bucks,129,110
571,Chicago Bulls,Dallas Mavericks,127,124
572,San Antonio Spurs,Phoenix Suns,103,89
573,Denver Nuggets,Utah Jazz,99,91
574,Washington Wizards,Memphis Grizzlies,102,100
575,Portland Trail Blazers,Atlanta Hawks,110,89
576,Charlotte Hornets,Los Angeles Lakers,108,94
577,Golden State Warriors,Los Angeles Clippers,121,105
578,Boston Celtics,Brooklyn Nets,87,85
579,Detroit Pistons,Houston Rockets,108,101
580,Indiana Pacers,Chicago Bulls,125,86
581,Cleveland Cavaliers,Orlando Magic,131,127
582,Milwaukee Bucks,Washington Wizards,110,103
583,Minnesota Timberwolves,New Orleans Pelicans,116,98
584,Sacramento Kings,Denver Nuggets,106,98
585,Miami Heat,Utah Jazz,103,102
586,New York Knicks,Dallas Mavericks,100,96
587,Phoenix Suns,Oklahoma City Thunder,114,100
588,Portland Trail Blazers,San Antonio Spurs,111,110
589,Los Angeles Lakers,Atlanta Hawks,132,113
590,Indiana Pacers,Milwaukee Bucks,109,96
591,Toronto Raptors,Brooklyn Nets,114,113
592,Houston Rockets,Chicago Bulls,116,107
593,Minnesota Timberwolves,Cleveland Cavaliers,127,99
594,New Orleans Pelicans,Detroit Pistons,112,109
595,San Antonio Spurs,Sacramento Kings,107,100
596,Golden State Warriors,Denver Nuggets,124,114
597,Los Angeles Clippers,Atlanta Hawks,108,107
598,Miami Heat,Toronto Raptors,90,89
599,Portland Trail Blazers,Oklahoma City Thunder,117,106
600,Dallas Mavericks,Orlando Magic,114,99
601,Los Angeles Lakers,Sacramento Kings,99,86
602,Dallas Mavericks,Charlotte Hornets,115,111
603,Miami Heat,Indiana Pacers,114,106
604,Utah Jazz,Washington Wizards,107,104
605,Detroit Pistons,Brooklyn Nets,114,80
606,Chicago Bulls,New York Knicks,122,119
607,Houston Rockets,Portland Trail Blazers,121,112
608,Memphis Grizzlies,New Orleans Pelicans,105,102
609,Milwaukee Bucks,Orlando Magic,110,103
610,Minnesota Timberwolves,Oklahoma City Thunder,104,88
611,Atlanta Hawks,Denver Nuggets,110,97
612,Los Angeles Clippers,Golden State Warriors,125,106
613,Boston Celtics,Philadelphia 76ers,114,103
614,Toronto Raptors,Cleveland Cavaliers,133,99
615,Los Angeles Clippers,Sacramento Kings,121,115
616,Los Angeles Lakers,San Antonio Spurs,93,81
617,Charlotte Hornets,Utah Jazz,99,88
618,Indiana Pacers,Cleveland Cavaliers,97,95
619,Washington Wizards,Orlando Magic,125,119
620,Brooklyn Nets,Atlanta Hawks,110,105
621,Golden State Warriors,Milwaukee Bucks,108,94
622,Minnesota Timberwolves,New York Knicks,118,108
623,New Orleans Pelicans,Portland Trail Blazers,119,113
624,Denver Nuggets,Memphis Grizzlies,87,78
625,Houston Rockets,Phoenix Suns,112,95
626,Los Angeles Lakers,Dallas Mavericks,107,101
627,Los Angeles Clippers,Sacramento Kings,126,105
628,Oklahoma City Thunder,Charlotte Hornets,101,91
629,Washington Wizards,Brooklyn Nets,119,113
630,Golden State Warriors,Toronto Raptors,127,125
631,Chicago Bulls,Detroit Pistons,107,105
632,San Antonio Spurs,Denver Nuggets,112,80
633,Miami Heat,Milwaukee Bucks,97,79
634,New Orleans Pelicans,New York Knicks,123,118
635,Indiana Pacers,Phoenix Suns,120,97
636,Minnesota Timberwolves,Portland Trail Blazers,120,103
637,Charlotte Hornets,Detroit Pistons,118,107
638,Philadelphia 76ers,Toronto Raptors,117,111
639,Milwaukee Bucks,Washington Wizards,104,95
640,Atlanta Hawks,San Antonio Spurs,102,99
641,New York Knicks,Brooklyn Nets,119,104
642,Oklahoma City Thunder,Sacramento Kings,95,88
643,Chicago Bulls,Miami Heat,119,111
644,Memphis Grizzlies,Los Angeles Lakers,123,114
645,Golden State Warriors,Cleveland Cavaliers,118,108
646,Indiana Pacers,Utah Jazz,109,94
647,Los Angeles Clippers,Houston Rockets,113,102
648,Orlando Magic,Minnesota Timberwolves,108,102
649,New Orleans Pelicans,Boston Celtics,116,113
650,Denver Nuggets,Dallas Mavericks,105,102
651,Portland Trail Blazers,Phoenix Suns,118,111
652,Charlotte Hornets,Washington Wizards,133,109
653,Atlanta Hawks,New Orleans Pelicans,94,93
654,San Antonio Spurs,Brooklyn Nets,100,95
655,Toronto Raptors,Detroit Pistons,96,91
656,Golden State Warriors,Chicago Bulls,119,112
657,Memphis Grizzlies,New York Knicks,105,99
658,Miami Heat,Milwaukee Bucks,106,101
659,Oklahoma City Thunder,Los Angeles Lakers,114,90
660,Utah Jazz,Sacramento Kings,120,105
661,Los Angeles Clippers,Denver Nuggets,109,104
662,Philadelphia 76ers,Boston Celtics,89,80
663,Cleveland Cavaliers,Orlando Magic,104,103
664,Houston Rockets,Minnesota Timberwolves,116,98
665,Portland Trail Blazers,Indiana Pacers,100,86
666,Toronto Raptors,San Antonio Spurs,86,83
667,Brooklyn Nets,Miami Heat,101,95
668,Washington Wizards,Detroit Pistons,122,112
669,Memphis Grizzlies,Sacramento Kings,106,88
670,Phoenix Suns,Denver Nuggets,108,100
671,New York Knicks,Utah Jazz,117,115
672,Los Angeles Lakers,Indiana Pacers,99,86
673,Oklahoma City Thunder,Cleveland Cavaliers,148,124
674,Chicago Bulls,Atlanta Hawks,113,97
675,Miami Heat,Charlotte Hornets,106,105
676,New Orleans Pelicans,Memphis Grizzlies,111,104
677,Philadelphia 76ers,Milwaukee Bucks,116,94
678,Houston Rockets,Golden State Warriors,116,108
679,Minnesota Timberwolves,Toronto Raptors,115,109
680,Utah Jazz,Los Angeles Clippers,125,113
681,Portland Trail Blazers,Dallas Mavericks,117,108
682,Orlando Magic,Boston Celtics,103,95
683,Los Angeles Lakers,New York Knicks,127,107
684,Brooklyn Nets,Detroit Pistons,101,100
685,Indiana Pacers,San Antonio Spurs,94,86
686,Charlotte Hornets,Sacramento Kings,112,107
687,Atlanta Hawks,Utah Jazz,104,90
688,Houston Rockets,Miami Heat,99,90
689,Memphis Grizzlies,Philadelphia 76ers,105,101
690,Milwaukee Bucks,Phoenix Suns,109,105
691,New Orleans Pelicans,Chicago Bulls,132,128
692,Dallas Mavericks,Washington Wizards,98,75
693,Denver Nuggets,Portland Trail Blazers,104,101
694,Minnesota Timberwolves,Los Angeles Clippers,126,118
695,Sacramento Kings,Orlando Magic,105,99
696,Oklahoma City Thunder,Brooklyn Nets,109,108
697,San Antonio Spurs,Cleveland Cavaliers,114,102
698,Golden State Warriors,New York Knicks,123,112
699,Los Angeles Lakers,Boston Celtics,108,107
700,New Orleans Pelicans,Charlotte Hornets,101,96
701,Utah Jazz,Detroit Pistons,98,95
702,Indiana Pacers,Phoenix Suns,116,101
703,Philadelphia 76ers,Chicago Bulls,115,101
704,Toronto Raptors,Atlanta Hawks,108,93
705,Houston Rockets,Dallas Mavericks,104,97
706,San Antonio Spurs,Memphis Grizzlies,108,85
707,Portland Trail Blazers,Minnesota Timberwolves,123,114
708,Boston Celtics,Los Angeles Clippers,113,102
709,Sacramento Kings,Miami Heat,89,88
710,Oklahoma City Thunder,Washington Wizards,121,112
711,Denver Nuggets,New York Knicks,130,118
712,Golden State Warriors,Minnesota Timberwolves,126,113
713,Charlotte Hornets,Atlanta Hawks,121,110
714,Cleveland Cavaliers,Indiana Pacers,115,108
715,Utah Jazz,Toronto Raptors,97,93
716,Los Angeles Lakers,Chicago Bulls,108,103
717,Los Angeles Clippers,Memphis Grizzlies,109,100
718,Milwaukee Bucks,Brooklyn Nets,116,91
719,New Orleans Pelicans,Houston Rockets,115,113
720,Portland Trail Blazers,Dallas Mavericks,107,93
721,Philadelphia 76ers,San Antonio Spurs,97,78
722,New York Knicks,Phoenix Suns,107,85
723,Oklahoma City Thunder,Detroit Pistons,121,108
724,Indiana Pacers,Orlando Magic,114,112
725,Washington Wizards,Atlanta Hawks,129,104
726,Miami Heat,Charlotte Hornets,95,91
727,Golden State Warriors,Boston Celtics,109,105
728,Minnesota Timberwolves,Brooklyn Nets,111,97
729,Denver Nuggets,Dallas Mavericks,91,89
730,Milwaukee Bucks,Chicago Bulls,110,96
731,Houston Rockets,Phoenix Suns,113,102
732,Los Angeles Clippers,New Orleans Pelicans,112,103
733,Cleveland Cavaliers,Detroit Pistons,121,104
734,Toronto Raptors,Los Angeles Lakers,123,111
735,Oklahoma City Thunder,Philadelphia 76ers,122,112
736,San Antonio Spurs,Sacramento Kings,113,98
737,Indiana Pacers,Charlotte Hornets,105,96
738,Atlanta Hawks,Minnesota Timberwolves,105,100
739,Memphis Grizzlies,Phoenix Suns,120,109
740,Milwaukee Bucks,Philadelphia 76ers,107,95
741,Miami Heat,Dallas Mavericks,95,88
742,Boston Celtics,Denver Nuggets,111,110
743,Washington Wizards,Oklahoma City Thunder,102,96
744,New York Knicks,Brooklyn Nets,111,95
745,Toronto Raptors,Minnesota Timberwolves,109,104
746,Detroit Pistons,Cleveland Cavaliers,125,114
747,Houston Rockets,Orlando Magic,114,107
748,Sacramento Kings,New Orleans Pelicans,114,103
749,San Antonio Spurs,Denver Nuggets,106,104
750,Utah Jazz,Golden State Warriors,129,99
751,Portland Trail Blazers,Los Angeles Clippers,104,96
752,Indiana Pacers,Memphis Grizzlies,105,101
753,Orlando Magic,Los Angeles Lakers,127,105
754,Charlotte Hornets,Atlanta Hawks,123,110
755,Brooklyn Nets,Philadelphia 76ers,116,108
756,Cleveland Cavaliers,Miami Heat,91,89
757,Boston Celtics,New York Knicks,103,73
758,Portland Trail Blazers,Chicago Bulls,124,108
759,Phoenix Suns,Dallas Mavericks,102,88
760,Detroit Pistons,Memphis Grizzlies,104,102
761,Washington Wizards,Toronto Raptors,122,119
762,Minnesota Timberwolves,Milwaukee Bucks,108,89
763,Houston Rockets,San Antonio Spurs,102,91
764,Denver Nuggets,Oklahoma City Thunder,127,124
765,Charlotte Hornets,Indiana Pacers,133,126
766,Boston Celtics,Atlanta Hawks,119,110
767,Los Angeles Lakers,Brooklyn Nets,102,99
768,Toronto Raptors,Portland Trail Blazers,130,105
769,Philadelphia 76ers,Miami Heat,103,97
770,Milwaukee Bucks,New York Knicks,92,90
771,New Orleans Pelicans,Oklahoma City Thunder,114,100
772,Utah Jazz,Phoenix Suns,129,97
773,Golden State Warriors,Sacramento Kings,119,104
774,Los Angeles Clippers,Chicago Bulls,113,103
775,Detroit Pistons,Miami Heat,111,107
776,Indiana Pacers,Philadelphia 76ers,100,92
777,Washington Wizards,Orlando Magic,115,98
778,Houston Rockets,Cleveland Cavaliers,120,88
779,Minnesota Timberwolves,New Orleans Pelicans,118,107
780,Utah Jazz,San Antonio Spurs,120,111
781,Denver Nuggets,Golden State Warriors,115,108
782,Dallas Mavericks,Sacramento Kings,106,99
783,Boston Celtics,Portland Trail Blazers,97,96
784,Milwaukee Bucks,Brooklyn Nets,109,94
785,Atlanta Hawks,New York Knicks,99,96
786,Toronto Raptors,Memphis Grizzlies,101,86
787,Los Angeles Lakers,Oklahoma City Thunder,108,104
788,Charlotte Hornets,Phoenix Suns,115,110
789,Detroit Pistons,Portland Trail Blazers,111,91
790,Washington Wizards,Indiana Pacers,111,102
791,Orlando Magic,Miami Heat,111,109
792,Utah Jazz,New Orleans Pelicans,133,109
793,Denver Nuggets,Charlotte Hornets,121,104
794,Sacramento Kings,Chicago Bulls,104,98
795,Los Angeles Clippers,Dallas Mavericks,104,101
796,Orlando Magic,Cleveland Cavaliers,116,98
797,Toronto Raptors,Boston Celtics,111,91
798,Atlanta Hawks,Memphis Grizzlies,108,82
799,Houston Rockets,Brooklyn Nets,123,113
800,Milwaukee Bucks,New York Knicks,103,89
801,Philadelphia 76ers,Washington Wizards,115,102
802,Oklahoma City Thunder,Golden State Warriors,125,105
803,Los Angeles Lakers,Phoenix Suns,112,93
804,Detroit Pistons,Brooklyn Nets,115,106
805,Houston Rockets,Miami Heat,109,101
806,Cleveland Cavaliers,Minnesota Timberwolves,140,138
807,Utah Jazz,Memphis Grizzlies,92,88
808,San Antonio Spurs,Phoenix Suns,129,81
809,Orlando Magic,Atlanta Hawks,100,98
810,Toronto Raptors,New York Knicks,113,88
811,Boston Celtics,Washington Wizards,110,104
812,Portland Trail Blazers,Charlotte Hornets,109,103
813,Golden State Warriors,Dallas Mavericks,121,103
814,Los Angeles Lakers,Oklahoma City Thunder,106,81
815,Los Angeles Clippers,Detroit Pistons,108,95
816,Philadelphia 76ers,New Orleans Pelicans,100,82
817,Cleveland Cavaliers,Atlanta Hawks,123,107
818,Indiana Pacers,Boston Celtics,97,91
819,Miami Heat,Milwaukee Bucks,91,85
820,Chicago Bulls,Minnesota Timberwolves,114,113
821,Houston Rockets,Denver Nuggets,130,104
822,Utah Jazz,Charlotte Hornets,106,94
823,Portland Trail Blazers,Sacramento Kings,118,100
824,New Orleans Pelicans,Brooklyn Nets,138,128
825,Milwaukee Bucks,Orlando Magic,111,104
826,Philadelphia 76ers,Los Angeles Clippers,112,98
827,Washington Wizards,Chicago Bulls,101,90
828,Dallas Mavericks,Los Angeles Lakers,130,123
829,Golden State Warriors,San Antonio Spurs,122,105
830,Denver Nuggets,Phoenix Suns,123,113
831,Toronto Raptors,Charlotte Hornets,123,103
832,Atlanta Hawks,Detroit Pistons,118,115
833,Cleveland Cavaliers,Boston Celtics,121,99
834,Indiana Pacers,New York Knicks,121,113
835,Houston Rockets,Dallas Mavericks,104,97
836,Minnesota Timberwolves,Sacramento Kings,111,106
837,Oklahoma City Thunder,Memphis Grizzlies,110,92
838,Utah Jazz,Portland Trail Blazers,115,96
839,New Orleans Pelicans,Detroit Pistons,118,103
840,Philadelphia 76ers,New York Knicks,108,92
841,Los Angeles Clippers,Brooklyn Nets,114,101
842,Chicago Bulls,Orlando Magic,105,101
843,Utah Jazz,San Antonio Spurs,101,99
844,Golden State Warriors,Phoenix Suns,129,83
845,Toronto Raptors,Miami Heat,115,112
846,Milwaukee Bucks,Atlanta Hawks,97,92
847,Houston Rockets,Minnesota Timberwolves,126,108
848,Cleveland Cavaliers,Oklahoma City Thunder,120,112
849,Sacramento Kings,Dallas Mavericks,114,109
850,Denver Nuggets,San Antonio Spurs,117,109
851,Detroit Pistons,Atlanta Hawks,104,98
852,Charlotte Hornets,Orlando Magic,104,102
853,Philadelphia 76ers,Miami Heat,104,102
854,Indiana Pacers,Brooklyn Nets,108,103
855,Washington Wizards,New York Knicks,118,113
856,Los Angeles Clippers,Boston Celtics,129,119
857,Toronto Raptors,Chicago Bulls,122,98
858,Houston Rockets,Sacramento Kings,100,91
859,Oklahoma City Thunder,Memphis Grizzlies,121,114
860,New Orleans Pelicans,Los Angeles Lakers,139,117
861,Utah Jazz,Phoenix Suns,107,97
862,Portland Trail Blazers,Golden State Warriors,123,117
863,Denver Nuggets,Milwaukee Bucks,134,123
864,Minnesota Timberwolves,Los Angeles Lakers,119,111
865,Charlotte Hornets,Brooklyn Nets,111,96
866,New York Knicks,Orlando Magic,120,113
867,Washington Wizards,Cleveland Cavaliers,110,103
868,Philadelphia 76ers,Chicago Bulls,116,115
869,Oklahoma City Thunder,Sacramento Kings,110,107
870,Golden State Warriors,Los Angeles Clippers,134,127
871,Boston Celtics,Detroit Pistons,110,98
872,Indiana Pacers,Atlanta Hawks,116,93
873,Charlotte Hornets,Washington Wizards,122,105
874,Milwaukee Bucks,Toronto Raptors,122,119
875,Houston Rockets,Minnesota Timberwolves,120,102
876,Cleveland Cavaliers,Memphis Grizzlies,112,89
877,New Orleans Pelicans,Miami Heat,124,123
878,Denver Nuggets,San Antonio Spurs,122,119
879,Los Angeles Clippers,Phoenix Suns,128,117
880,Portland Trail Blazers,Utah Jazz,100,81
881,Los Angeles Lakers,Dallas Mavericks,124,102
882,Philadelphia 76ers,Orlando Magic,116,105
883,Miami Heat,Memphis Grizzlies,115,89
884,Boston Celtics,New York Knicks,121,112
885,Golden State Warriors,Oklahoma City Thunder,112,80
886,Minnesota Timberwolves,Chicago Bulls,122,104
887,Portland Trail Blazers,Phoenix Suns,106,104
888,Utah Jazz,Dallas Mavericks,97,90
889,Los Angeles Lakers,Sacramento Kings,113,108
890,Charlotte Hornets,Detroit Pistons,114,98
891,New Orleans Pelicans,Milwaukee Bucks,123,121
892,San Antonio Spurs,Cleveland Cavaliers,110,94
893,Washington Wizards,Philadelphia 76ers,109,94
894,Houston Rockets,Denver Nuggets,119,114
895,Los Angeles Lakers,Atlanta Hawks,123,104
896,Boston Celtics,Memphis Grizzlies,109,98
897,Brooklyn Nets,Chicago Bulls,104,87
898,Golden State Warriors,New York Knicks,125,111
899,Toronto Raptors,Detroit Pistons,123,94
900,New Orleans Pelicans,Phoenix Suns,125,116
901,Oklahoma City Thunder,Orlando Magic,112,105
902,Dallas Mavericks,Indiana Pacers,109,103
903,Houston Rockets,Utah Jazz,96,85
904,Minnesota Timberwolves,Sacramento Kings,118,100
905,Charlotte Hornets,Chicago Bulls,118,103
906,Cleveland Cavaliers,Brooklyn Nets,129,123
907,Miami Heat,Philadelphia 76ers,102,101
908,Washington Wizards,Milwaukee Bucks,107,104
909,Portland Trail Blazers,Sacramento Kings,116,99
910,Los Angeles Clippers,Denver Nuggets,122,120
911,Detroit Pistons,Milwaukee Bucks,110,87
912,Toronto Raptors,Orlando Magic,117,104
913,Atlanta Hawks,Indiana Pacers,107,102
914,Boston Celtics,Charlotte Hornets,134,106
915,Golden State Warriors,Washington Wizards,109,101
916,Phoenix Suns,Memphis Grizzlies,110,102
917,Oklahoma City Thunder,Dallas Mavericks,111,110
918,New Orleans Pelicans,San Antonio Spurs,121,116
919,Houston Rockets,Los Angeles Clippers,105,92
920,Los Angeles Lakers,Miami Heat,131,113
921,Philadelphia 76ers,Cleveland Cavaliers,108,97
922,Sacramento Kings,Brooklyn Nets,116,111
923,Portland Trail Blazers,Minnesota Timberwolves,108,99
924,Orlando Magic,Detroit Pistons,115,106
925,Philadelphia 76ers,Charlotte Hornets,110,99
926,Golden State Warriors,Atlanta Hawks,114,109
927,Toronto Raptors,Washington Wizards,102,95
928,Chicago Bulls,Dallas Mavericks,108,100
929,Denver Nuggets,Memphis Grizzlies,108,102
930,Indiana Pacers,Milwaukee Bucks,103,96
931,Oklahoma City Thunder,Phoenix Suns,124,116
932,Utah Jazz,Minnesota Timberwolves,116,108
933,Los Angeles Clippers,New York Knicks,128,105
934,Orlando Magic,Memphis Grizzlies,107,100
935,Denver Nuggets,Cleveland Cavaliers,126,117
936,Miami Heat,Detroit Pistons,105,96
937,Houston Rockets,Boston Celtics,123,120
938,Los Angeles Lakers,San Antonio Spurs,116,112
939,Portland Trail Blazers,Oklahoma City Thunder,108,100
940,Utah Jazz,Sacramento Kings,98,91
941,Atlanta Hawks,Phoenix Suns,113,112
942,Toronto Raptors,Charlotte Hornets,103,98
943,Indiana Pacers,Washington Wizards,98,95
944,New Orleans Pelicans,Dallas Mavericks,126,109
945,Milwaukee Bucks,Philadelphia 76ers,118,110
946,Los Angeles Clippers,Brooklyn Nets,123,120
947,Sacramento Kings,New York Knicks,102,99
948,Cleveland Cavaliers,Detroit Pistons,112,90
949,Indiana Pacers,Milwaukee Bucks,92,89
950,Miami Heat,Phoenix Suns,125,103
951,Boston Celtics,Chicago Bulls,105,89
952,San Antonio Spurs,Memphis Grizzlies,100,98
953,Utah Jazz,Orlando Magic,94,80
954,Portland Trail Blazers,Los Angeles Lakers,108,103
955,Philadelphia 76ers,Charlotte Hornets,128,114
956,Toronto Raptors,Atlanta Hawks,106,90
957,Washington Wizards,Miami Heat,117,113
958,Houston Rockets,Oklahoma City Thunder,122,112
959,Dallas Mavericks,Denver Nuggets,118,107
960,Portland Trail Blazers,New York Knicks,111,87
961,Golden State Warriors,Brooklyn Nets,114,101
962,New Orleans Pelicans,Los Angeles Clippers,121,116
963,Utah Jazz,Indiana Pacers,104,84
964,Toronto Raptors,Detroit Pistons,121,119
965,Chicago Bulls,Memphis Grizzlies,119,110
966,Houston Rockets,Milwaukee Bucks,110,99
967,New Orleans Pelicans,Sacramento Kings,114,101
968,Cleveland Cavaliers,Denver Nuggets,113,108
969,Los Angeles Lakers,Orlando Magic,108,107
970,Brooklyn Nets,Charlotte Hornets,125,111
971,Miami Heat,Philadelphia 76ers,108,99
972,Boston Celtics,Minnesota Timberwolves,117,109
973,Oklahoma City Thunder,Phoenix Suns,115,87
974,Golden State Warriors,San Antonio Spurs,110,107
975,Detroit Pistons,Chicago Bulls,99,83
976,Indiana Pacers,Atlanta Hawks,112,87
977,Toronto Raptors,Houston Rockets,108,105
978,Utah Jazz,Memphis Grizzlies,95,78
979,Milwaukee Bucks,New York Knicks,120,112
980,Washington Wizards,New Orleans Pelicans,116,97
981,Denver Nuggets,Los Angeles Lakers,125,116
982,Portland Trail Blazers,Golden State Warriors,125,108
983,Sacramento Kings,Orlando Magic,94,88
984,Los Angeles Clippers,Cleveland Cavaliers,116,102
985,Charlotte Hornets,Phoenix Suns,122,115
986,Miami Heat,Washington Wizards,129,102
987,Dallas Mavericks,Memphis Grizzlies,114,80
988,Oklahoma City Thunder,San Antonio Spurs,104,94
989,Los Angeles Clippers,Orlando Magic,113,105
990,Toronto Raptors,New York Knicks,132,106
991,Chicago Bulls,Atlanta Hawks,129,122
992,Minnesota Timberwolves,Golden State Warriors,109,103
993,Utah Jazz,New Orleans Pelicans,116,99
994,Denver Nuggets,Sacramento Kings,130,104
995,Houston Rockets,Dallas Mavericks,105,82
996,Indiana Pacers,Boston Celtics,99,97
997,Philadelphia 76ers,Brooklyn Nets,120,97
998,Los Angeles Lakers,Cleveland Cavaliers,127,113
999,Houston Rockets,San Antonio Spurs,109,93
1000,Milwaukee Bucks,Memphis Grizzlies,121,103
1001,Oklahoma City Thunder,Sacramento Kings,106,101
1002,Portland Trail Blazers,Miami Heat,115,99
1003,Indiana Pacers,Philadelphia 76ers,101,98
1004,Minnesota Timberwolves,Washington Wizards,116,111
1005,Oklahoma City Thunder,Atlanta Hawks,119,107
1006,Toronto Raptors,Brooklyn Nets,116,102
1007,Dallas Mavericks,New York Knicks,110,97
1008,Los Angeles Clippers,Chicago Bulls,112,106
1009,New Orleans Pelicans,Charlotte Hornets,119,115
1010,San Antonio Spurs,Orlando Magic,108,72
1011,Utah Jazz,Detroit Pistons,110,79
1012,Cleveland Cavaliers,Phoenix Suns,129,107
1013,Los Angeles Lakers,Denver Nuggets,112,103
1014,Orlando Magic,Milwaukee Bucks,126,117
1015,Washington Wizards,Boston Celtics,125,124
1016,Sacramento Kings,Miami Heat,123,119
1017,Golden State Warriors,Los Angeles Lakers,117,106
1018,Toronto Raptors,Indiana Pacers,106,99
1019,Charlotte Hornets,Atlanta Hawks,129,117
1020,Philadelphia 76ers,New York Knicks,118,110
1021,Houston Rockets,Los Angeles Clippers,101,96
1022,Chicago Bulls,Memphis Grizzlies,111,110
1023,San Antonio Spurs,New Orleans Pelicans,98,93
1024,Denver Nuggets,Detroit Pistons,120,113
1025,Utah Jazz,Phoenix Suns,116,88
1026,Portland Trail Blazers,Cleveland Cavaliers,113,105
1027,Boston Celtics,Orlando Magic,92,83
1028,Philadelphia 76ers,Brooklyn Nets,120,116
1029,Toronto Raptors,Dallas Mavericks,122,115
1030,Oklahoma City Thunder,Los Angeles Clippers,121,113
1031,Sacramento Kings,Golden State Warriors,98,93
1032,Miami Heat,Los Angeles Lakers,92,91
1033,Washington Wizards,Indiana Pacers,109,102
1034,Houston Rockets,New Orleans Pelicans,107,101
1035,Brooklyn Nets,Dallas Mavericks,114,106
1036,New York Knicks,Charlotte Hornets,124,101
1037,Cleveland Cavaliers,Chicago Bulls,114,109
1038,Memphis Grizzlies,Denver Nuggets,101,94
1039,Milwaukee Bucks,Atlanta Hawks,122,117
1040,San Antonio Spurs,Minnesota Timberwolves,117,101
1041,Utah Jazz,Sacramento Kings,103,97
1042,Golden State Warriors,Phoenix Suns,124,109
1043,Portland Trail Blazers,Detroit Pistons,100,87
1044,Oklahoma City Thunder,Toronto Raptors,132,125
1045,New Orleans Pelicans,Boston Celtics,108,89
1046,Houston Rockets,Minnesota Timberwolves,129,120
1047,Portland Trail Blazers,Los Angeles Clippers,122,109
1048,Cleveland Cavaliers,Milwaukee Bucks,124,117
1049,Indiana Pacers,Los Angeles Lakers,110,100
1050,Philadelphia 76ers,Charlotte Hornets,108,94
1051,Brooklyn Nets,Memphis Grizzlies,118,115
1052,Miami Heat,Denver Nuggets,149,141
1053,New York Knicks,Chicago Bulls,110,92
1054,San Antonio Spurs,Golden State Warriors,89,75
1055,Detroit Pistons,Sacramento Kings,106,90
1056,Toronto Raptors,Orlando Magic,93,86
1057,Boston Celtics,Oklahoma City Thunder,100,99
1058,Minnesota Timberwolves,Los Angeles Clippers,123,109
1059,New Orleans Pelicans,Dallas Mavericks,115,105
1060,Atlanta Hawks,Utah Jazz,99,94
1061,Detroit Pistons,Phoenix Suns,115,88
1062,Houston Rockets,Portland Trail Blazers,115,111
1063,New Orleans Pelicans,Indiana Pacers,96,92
1064,Cleveland Cavaliers,Toronto Raptors,132,129
1065,Philadelphia 76ers,Memphis Grizzlies,119,105
1066,Charlotte Hornets,Brooklyn Nets,111,105
1067,Miami Heat,New York Knicks,119,98
1068,Denver Nuggets,Chicago Bulls,135,102
1069,Los Angeles Clippers,Milwaukee Bucks,127,120
1070,San Antonio Spurs,Washington Wizards,98,90
1071,Charlotte Hornets,Memphis Grizzlies,140,79
1072,Philadelphia 76ers,Orlando Magic,118,98
1073,Houston Rockets,Detroit Pistons,100,96
1074,New Orleans Pelicans,Los Angeles Lakers,128,125
1075,Utah Jazz,Dallas Mavericks,119,112
1076,Sacramento Kings,Atlanta Hawks,105,90
1077,Indiana Pacers,Los Angeles Clippers,109,104
1078,Denver Nuggets,Washington Wizards,108,100
1079,Cleveland Cavaliers,Phoenix Suns,120,95
1080,Minnesota Timberwolves,New York Knicks,108,104
1081,Toronto Raptors,Brooklyn Nets,116,112
1082,Milwaukee Bucks,Chicago Bulls,118,105
1083,Oklahoma City Thunder,Miami Heat,105,99
1084,San Antonio Spurs,Utah Jazz,124,120
1085,Boston Celtics,Portland Trail Blazers,105,100
1086,Golden State Warriors,Atlanta Hawks,106,94
1087,Philadelphia 76ers,Minnesota Timberwolves,120,108
1088,Detroit Pistons,Chicago Bulls,117,95
1089,Orlando Magic,Phoenix Suns,105,99
1090,Houston Rockets,New Orleans Pelicans,114,91
1091,Los Angeles Lakers,Memphis Grizzlies,100,93
1092,Charlotte Hornets,Dallas Mavericks,102,98
1093,Cleveland Cavaliers,Brooklyn Nets,121,114
1094,Milwaukee Bucks,San Antonio Spurs,106,103
1095,Indiana Pacers,Miami Heat,113,107
1096,Los Angeles Clippers,Toronto Raptors,117,106
1097,New York Knicks,Washington Wizards,101,97
1098,Boston Celtics,Sacramento Kings,104,93
1099,Portland Trail Blazers,Oklahoma City Thunder,108,105
1100,Houston Rockets,Atlanta Hawks,118,99
1101,Utah Jazz,Golden State Warriors,110,91
