,home,away,home_points,away_points
552,Los Angeles Lakers,New York Knicks,117,87
553,San Antonio Spurs,Boston Celtics,129,114
554,Toronto Raptors,Charlotte Hornets,112,110
555,Miami Heat,Indiana Pacers,122,108
556,Orlando Magic,Washington Wizards,123,89
557,Houston Rockets,Atlanta Hawks,122,115
558,Denver Nuggets,Dallas Mavericks,107,106
559,New Orleans Pelicans,Chicago Bulls,123,108
560,Utah Jazz,New York Knicks,128,104
561,Milwaukee Bucks,Golden State Warriors,107,98
562,Cleveland Cavaliers,Detroit Pistons,115,112
563,Philadelphia 76ers,Boston Celtics,109,98
564,Minnesota Timberwolves,Portland Trail Blazers,116,102
565,Oklahoma City Thunder,Houston Rockets,113,92
566,Washington Wizards,Atlanta Hawks,111,101
567,Brooklyn Nets,Miami Heat,117,113
568,New Orleans Pelicans,New York Knicks,123,111
569,Indiana Pacers,Chicago Bulls,116,105
570,Memphis Grizzlies,San Antonio Spurs,134,121
571,Los Angeles Lakers,Dallas Mavericks,129,114
572,Phoenix Suns,Orlando Magic,98,94
573,Utah Jazz,Charlotte Hornets,109,92
574,Milwaukee Bucks,Sacramento Kings,127,106
575,Los Angeles Clippers,Golden State Warriors,109,100
576,Houston Rockets,Minnesota Timberwolves,139,109
577,Boston Celtics,New Orleans Pelicans,140,105
578,Chicago Bulls,Detroit Pistons,108,99
579,Los Angeles Lakers,Oklahoma City Thunder,125,110
580,Dallas Mavericks,Philadelphia 76ers,109,91
581,Cleveland Cavaliers,Denver Nuggets,111,103
582,Milwaukee Bucks,Portland Trail Blazers,122,101
583,New York Knicks,Miami Heat,124,121
584,Utah Jazz,Washington Wizards,127,116
585,Brooklyn Nets,Atlanta Hawks,108,86
586,San Antonio Spurs,Toronto Raptors,105,104
587,Memphis Grizzlies,Golden State Warriors,122,102
588,Denver Nuggets,Los Angeles Clippers,114,104
589,Phoenix Suns,Charlotte Hornets,100,92
590,New Orleans Pelicans,Detroit Pistons,117,110
591,Indiana Pacers,Philadelphia 76ers,101,95
592,Boston Celtics,Chicago Bulls,113,101
593,Oklahoma City Thunder,Minnesota Timberwolves,117,104
594,Portland Trail Blazers,Charlotte Hornets,115,112
595,Orlando Magic,Sacramento Kings,114,112
596,Los Angeles Lakers,Cleveland Cavaliers,128,99
597,Atlanta Hawks,Phoenix Suns,123,110
598,Utah Jazz,Brooklyn Nets,118,107
599,Memphis Grizzlies,Houston Rockets,121,110
600,Milwaukee Bucks,New York Knicks,128,102
601,Dallas Mavericks,Golden State Warriors,124,97
602,Los Angeles Clippers,Cleveland Cavaliers,128,103
603,Detroit Pistons,Boston Celtics,116,103
604,Philadelphia 76ers,Brooklyn Nets,117,106
605,Miami Heat,San Antonio Spurs,106,100
606,Chicago Bulls,Washington Wizards,115,106
607,Indiana Pacers,Minnesota Timberwolves,104,99
608,Toronto Raptors,Oklahoma City Thunder,130,121
609,Denver Nuggets,Charlotte Hornets,100,86
610,Portland Trail Blazers,Houston Rockets,117,107
611,Dallas Mavericks,Sacramento Kings,127,123
612,Orlando Magic,Los Angeles Lakers,119,118
613,Phoenix Suns,New York Knicks,121,98
614,Milwaukee Bucks,Boston Celtics,128,123
615,New Orleans Pelicans,Utah Jazz,138,132
616,Denver Nuggets,Golden State Warriors,134,131
617,Los Angeles Clippers,Orlando Magic,122,95
618,Indiana Pacers,Minnesota Timberwolves,116,114
619,Philadelphia 76ers,Chicago Bulls,100,89
620,Toronto Raptors,Washington Wizards,140,111
621,Memphis Grizzlies,Cleveland Cavaliers,113,109
622,Miami Heat,Oklahoma City Thunder,115,108
623,Atlanta Hawks,San Antonio Spurs,121,120
624,Dallas Mavericks,Portland Trail Blazers,120,112
625,Los Angeles Clippers,New Orleans Pelicans,133,130
626,Milwaukee Bucks,Brooklyn Nets,117,97
627,Phoenix Suns,Boston Celtics,123,119
628,Detroit Pistons,Atlanta Hawks,136,103
629,Philadelphia 76ers,New York Knicks,90,87
630,Chicago Bulls,Cleveland Cavaliers,118,116
631,Toronto Raptors,Minnesota Timberwolves,122,112
632,Los Angeles Lakers,Houston Rockets,124,115
633,Golden State Warriors,Orlando Magic,109,95
634,Oklahoma City Thunder,Portland Trail Blazers,119,106
635,Utah Jazz,Sacramento Kings,123,101
636,San Antonio Spurs,Miami Heat,107,102
637,Indiana Pacers,Denver Nuggets,115,107
638,Washington Wizards,Detroit Pistons,106,100
639,Toronto Raptors,Atlanta Hawks,122,117
640,Philadelphia 76ers,Brooklyn Nets,117,111
641,Orlando Magic,Charlotte Hornets,106,83
642,New York Knicks,Cleveland Cavaliers,106,86
643,Miami Heat,Sacramento Kings,118,113
644,Oklahoma City Thunder,Houston Rockets,112,107
645,New Orleans Pelicans,Memphis Grizzlies,126,116
646,Milwaukee Bucks,Chicago Bulls,111,98
647,Boston Celtics,Los Angeles Lakers,139,107
648,Denver Nuggets,Minnesota Timberwolves,107,100
649,San Antonio Spurs,Phoenix Suns,120,118
650,Utah Jazz,Indiana Pacers,118,88
651,Portland Trail Blazers,Golden State Warriors,129,124
652,Los Angeles Clippers,Dallas Mavericks,110,107
653,Detroit Pistons,Sacramento Kings,127,106
654,Oklahoma City Thunder,Orlando Magic,120,114
655,Atlanta Hawks,Los Angeles Clippers,102,95
656,Boston Celtics,Memphis Grizzlies,119,95
657,Miami Heat,Washington Wizards,134,129
658,Los Angeles Lakers,New York Knicks,100,92
659,Toronto Raptors,Philadelphia 76ers,107,95
660,Chicago Bulls,Minnesota Timberwolves,117,110
661,Houston Rockets,Denver Nuggets,121,105
662,San Antonio Spurs,New Orleans Pelicans,121,117
663,Indiana Pacers,Phoenix Suns,112,87
664,Utah Jazz,Golden State Warriors,129,96
665,Washington Wizards,Cleveland Cavaliers,124,112
666,Los Angeles Lakers,Brooklyn Nets,128,113
667,Dallas Mavericks,Portland Trail Blazers,133,125
668,Milwaukee Bucks,Charlotte Hornets,116,103
669,Memphis Grizzlies,Detroit Pistons,125,112
670,Boston Celtics,Orlando Magic,109,98
671,Toronto Raptors,New York Knicks,118,112
672,Los Angeles Clippers,Miami Heat,122,117
673,Sacramento Kings,Chicago Bulls,98,81
674,Houston Rockets,Minnesota Timberwolves,131,124
675,Denver Nuggets,New Orleans Pelicans,113,106
676,Oklahoma City Thunder,Atlanta Hawks,140,111
677,Phoenix Suns,San Antonio Spurs,103,99
678,Indiana Pacers,Golden State Warriors,129,118
679,Utah Jazz,Dallas Mavericks,112,107
680,Brooklyn Nets,Detroit Pistons,121,111
681,Chicago Bulls,Cleveland Cavaliers,118,106
682,Oklahoma City Thunder,Minnesota Timberwolves,113,104
683,Philadelphia 76ers,Los Angeles Lakers,108,91
684,Denver Nuggets,Houston Rockets,117,110
685,Toronto Raptors,San Antonio Spurs,110,106
686,Atlanta Hawks,Washington Wizards,152,133
687,New York Knicks,Brooklyn Nets,110,97
688,Los Angeles Clippers,Orlando Magic,112,97
689,Memphis Grizzlies,Phoenix Suns,114,109
690,New Orleans Pelicans,Boston Celtics,123,108
691,Portland Trail Blazers,Indiana Pacers,139,129
692,Cleveland Cavaliers,Detroit Pistons,115,100
693,Miami Heat,Orlando Magic,113,92
694,Chicago Bulls,San Antonio Spurs,110,109
695,Sacramento Kings,Minnesota Timberwolves,133,129
696,Dallas Mavericks,Oklahoma City Thunder,107,97
697,Houston Rockets,Utah Jazz,126,117
698,Charlotte Hornets,New York Knicks,97,92
699,New Orleans Pelicans,Cleveland Cavaliers,125,111
700,Boston Celtics,Miami Heat,109,101
701,Philadelphia 76ers,Golden State Warriors,115,104
702,Toronto Raptors,Atlanta Hawks,130,114
703,Memphis Grizzlies,Denver Nuggets,104,96
704,Milwaukee Bucks,Washington Wizards,151,131
705,Phoenix Suns,Dallas Mavericks,133,104
706,Indiana Pacers,Chicago Bulls,115,106
707,Brooklyn Nets,Detroit Pistons,125,115
708,Memphis Grizzlies,New York Knicks,127,106
709,San Antonio Spurs,Utah Jazz,127,120
710,Portland Trail Blazers,Houston Rockets,125,112
711,Oklahoma City Thunder,Sacramento Kings,120,100
712,Toronto Raptors,Cleveland Cavaliers,115,109
713,Washington Wizards,Charlotte Hornets,121,107
714,Atlanta Hawks,Philadelphia 76ers,127,117
715,Boston Celtics,Golden State Warriors,119,104
716,Denver Nuggets,Utah Jazz,106,100
717,Sacramento Kings,Los Angeles Clippers,124,103
718,Toronto Raptors,Detroit Pistons,105,92
719,Brooklyn Nets,Chicago Bulls,133,118
720,Houston Rockets,Dallas Mavericks,128,121
721,New Orleans Pelicans,Memphis Grizzlies,139,111
722,Denver Nuggets,Milwaukee Bucks,127,115
723,Oklahoma City Thunder,Phoenix Suns,111,107
724,Portland Trail Blazers,Los Angeles Lakers,127,119
725,Los Angeles Clippers,Minnesota Timberwolves,118,106
726,New York Knicks,Indiana Pacers,92,85
727,Miami Heat,Orlando Magic,102,89
728,Golden State Warriors,Cleveland Cavaliers,131,112
729,Washington Wizards,Brooklyn Nets,113,107
730,Boston Celtics,Philadelphia 76ers,116,95
731,Dallas Mavericks,Atlanta Hawks,123,100
732,San Antonio Spurs,Charlotte Hornets,114,90
733,Portland Trail Blazers,Utah Jazz,124,107
734,Los Angeles Lakers,Sacramento Kings,129,113
735,Detroit Pistons,Denver Nuggets,128,123
736,Houston Rockets,New Orleans Pelicans,117,109
737,Milwaukee Bucks,Phoenix Suns,129,108
738,Toronto Raptors,Chicago Bulls,129,102
739,Orlando Magic,Charlotte Hornets,112,100
740,New York Knicks,Cleveland Cavaliers,139,134
741,Dallas Mavericks,Indiana Pacers,112,103
742,Golden State Warriors,Washington Wizards,125,117
743,Boston Celtics,Atlanta Hawks,123,115
744,Brooklyn Nets,Phoenix Suns,119,97
745,Miami Heat,Philadelphia 76ers,137,106
746,Memphis Grizzlies,Detroit Pistons,96,82
747,Sacramento Kings,Minnesota Timberwolves,113,109
748,Los Angeles Clippers,San Antonio Spurs,108,105
749,Milwaukee Bucks,New Orleans Pelicans,120,108
750,Houston Rockets,Charlotte Hornets,125,110
751,Denver Nuggets,Portland Trail Blazers,127,99
752,Los Angeles Lakers,San Antonio Spurs,129,102
753,Detroit Pistons,Phoenix Suns,116,108
754,Boston Celtics,Orlando Magic,116,100
755,Brooklyn Nets,Golden State Warriors,129,88
756,Toronto Raptors,Indiana Pacers,119,118
757,Atlanta Hawks,Minnesota Timberwolves,127,120
758,Oklahoma City Thunder,Cleveland Cavaliers,109,103
759,Memphis Grizzlies,Dallas Mavericks,121,107
760,Denver Nuggets,Utah Jazz,98,95
761,Los Angeles Clippers,Miami Heat,128,111
762,New York Knicks,Orlando Magic,105,103
763,New Orleans Pelicans,Chicago Bulls,125,119
764,Milwaukee Bucks,Philadelphia 76ers,112,101
765,Portland Trail Blazers,San Antonio Spurs,125,117
766,Houston Rockets,Los Angeles Lakers,121,111
767,Philadelphia 76ers,Memphis Grizzlies,119,107
768,Washington Wizards,Dallas Mavericks,119,118
769,Boston Celtics,Atlanta Hawks,112,107
770,Toronto Raptors,Indiana Pacers,115,106
771,Oklahoma City Thunder,Detroit Pistons,108,101
772,Phoenix Suns,Houston Rockets,127,91
773,Sacramento Kings,Miami Heat,105,97
774,Utah Jazz,Portland Trail Blazers,117,114
775,Milwaukee Bucks,Orlando Magic,111,95
776,Dallas Mavericks,Charlotte Hornets,116,100
777,New York Knicks,Detroit Pistons,95,92
778,New Orleans Pelicans,Indiana Pacers,124,117
779,Toronto Raptors,Brooklyn Nets,119,118
780,Minnesota Timberwolves,Los Angeles Clippers,142,115
781,Los Angeles Lakers,Golden State Warriors,125,120
782,Denver Nuggets,Phoenix Suns,117,108
783,Sacramento Kings,San Antonio Spurs,122,102
784,Boston Celtics,Oklahoma City Thunder,112,111
785,Atlanta Hawks,New York Knicks,140,135
786,Philadelphia 76ers,Chicago Bulls,118,111
787,Memphis Grizzlies,Washington Wizards,106,99
788,Utah Jazz,Houston Rockets,114,113
789,Los Angeles Clippers,Cleveland Cavaliers,133,92
790,Portland Trail Blazers,Miami Heat,115,109
791,Charlotte Hornets,Detroit Pistons,87,76
792,Brooklyn Nets,Indiana Pacers,106,105
793,Orlando Magic,Atlanta Hawks,135,126
794,Toronto Raptors,Minnesota Timberwolves,137,126
795,Milwaukee Bucks,Sacramento Kings,123,111
796,Utah Jazz,Dallas Mavericks,123,119
797,Denver Nuggets,San Antonio Spurs,127,120
798,Miami Heat,Golden State Warriors,113,101
799,Los Angeles Lakers,Phoenix Suns,125,100
800,Philadelphia 76ers,Los Angeles Clippers,110,103
801,Washington Wizards,Chicago Bulls,126,114
802,New Orleans Pelicans,Portland Trail Blazers,138,117
803,San Antonio Spurs,Oklahoma City Thunder,114,106
804,Houston Rockets,Boston Celtics,116,105
805,Cleveland Cavaliers,Atlanta Hawks,127,105
806,Orlando Magic,Detroit Pistons,116,112
807,Brooklyn Nets,Toronto Raptors,101,91
808,Indiana Pacers,Milwaukee Bucks,118,111
809,Washington Wizards,New York Knicks,114,96
810,Memphis Grizzlies,Portland Trail Blazers,111,104
811,Charlotte Hornets,Minnesota Timberwolves,115,108
812,Dallas Mavericks,Sacramento Kings,130,111
813,Phoenix Suns,Golden State Warriors,112,106
814,Utah Jazz,Miami Heat,116,101
815,Los Angeles Lakers,Denver Nuggets,120,116
816,Boston Celtics,Los Angeles Clippers,141,133
817,Oklahoma City Thunder,New Orleans Pelicans,123,118
818,Milwaukee Bucks,Detroit Pistons,126,106
819,Atlanta Hawks,Miami Heat,129,124
820,Philadelphia 76ers,Brooklyn Nets,112,104
821,Charlotte Hornets,Chicago Bulls,103,93
822,Sacramento Kings,Memphis Grizzlies,129,125
823,Houston Rockets,Golden State Warriors,135,105
824,Dallas Mavericks,Orlando Magic,122,106
825,Cleveland Cavaliers,Washington Wizards,113,108
826,Indiana Pacers,New York Knicks,106,98
827,Toronto Raptors,Phoenix Suns,118,101
828,Boston Celtics,Minnesota Timberwolves,127,117
829,Oklahoma City Thunder,Denver Nuggets,113,101
830,San Antonio Spurs,Utah Jazz,113,104
831,Los Angeles Lakers,Memphis Grizzlies,117,105
832,New Orleans Pelicans,Portland Trail Blazers,128,115
833,Sacramento Kings,Los Angeles Clippers,112,103
834,Brooklyn Nets,Charlotte Hornets,115,86
835,Atlanta Hawks,Dallas Mavericks,111,107
836,Miami Heat,Cleveland Cavaliers,124,105
837,Phoenix Suns,Chicago Bulls,112,104
838,Milwaukee Bucks,Philadelphia 76ers,119,98
839,Houston Rockets,Utah Jazz,120,110
840,Los Angeles Lakers,Boston Celtics,114,112
841,Toronto Raptors,Indiana Pacers,127,81
842,Denver Nuggets,Minnesota Timberwolves,128,116
843,Chicago Bulls,Washington Wizards,126,117
844,Oklahoma City Thunder,San Antonio Spurs,131,103
845,New Orleans Pelicans,Golden State Warriors,115,101
846,Portland Trail Blazers,Detroit Pistons,107,104
847,Cleveland Cavaliers,Miami Heat,125,119
848,Philadelphia 76ers,Atlanta Hawks,129,112
849,Milwaukee Bucks,Washington Wizards,137,134
850,Orlando Magic,Brooklyn Nets,115,113
851,Houston Rockets,New York Knicks,123,112
852,Dallas Mavericks,Minnesota Timberwolves,139,123
853,Phoenix Suns,Utah Jazz,131,111
854,Los Angeles Clippers,Memphis Grizzlies,124,97
855,Indiana Pacers,Charlotte Hornets,119,80
856,Milwaukee Bucks,Toronto Raptors,108,97
857,Oklahoma City Thunder,Chicago Bulls,124,122
858,Denver Nuggets,Detroit Pistons,115,98
859,Los Angeles Lakers,New Orleans Pelicans,118,109
860,Boston Celtics,Portland Trail Blazers,118,106
861,Sacramento Kings,Golden State Warriors,112,94
862,Charlotte Hornets,New York Knicks,107,101
863,Cleveland Cavaliers,Philadelphia 76ers,108,94
864,Washington Wizards,Brooklyn Nets,110,106
865,Orlando Magic,Atlanta Hawks,130,120
866,Minnesota Timberwolves,Miami Heat,129,126
867,Dallas Mavericks,San Antonio Spurs,109,103
868,Houston Rockets,Memphis Grizzlies,140,112
869,Los Angeles Clippers,Phoenix Suns,102,92
870,Boston Celtics,Utah Jazz,114,103
871,Philadelphia 76ers,New York Knicks,115,106
872,Indiana Pacers,Portland Trail Blazers,106,100
873,Oklahoma City Thunder,Sacramento Kings,112,108
874,Los Angeles Lakers,Golden State Warriors,116,86
875,Orlando Magic,Minnesota Timberwolves,136,125
876,Atlanta Hawks,Brooklyn Nets,141,118
877,Charlotte Hornets,Toronto Raptors,99,96
878,Miami Heat,Dallas Mavericks,126,118
879,Sacramento Kings,Memphis Grizzlies,104,101
880,Milwaukee Bucks,Oklahoma City Thunder,133,86
881,New Orleans Pelicans,Cleveland Cavaliers,116,104
882,Detroit Pistons,Phoenix Suns,113,111
883,Utah Jazz,Washington Wizards,129,119
884,Los Angeles Clippers,Denver Nuggets,132,103
885,New York Knicks,Chicago Bulls,125,115
886,Atlanta Hawks,Portland Trail Blazers,129,117
887,Miami Heat,Brooklyn Nets,116,113
888,Indiana Pacers,Cleveland Cavaliers,113,104
889,Memphis Grizzlies,Los Angeles Lakers,105,88
890,Houston Rockets,Boston Celtics,111,110
891,San Antonio Spurs,Orlando Magic,114,113
892,Golden State Warriors,Phoenix Suns,115,99
893,Milwaukee Bucks,Charlotte Hornets,93,85
894,Dallas Mavericks,Minnesota Timberwolves,111,91
895,Los Angeles Clippers,Philadelphia 76ers,136,130
896,Denver Nuggets,Toronto Raptors,133,118
897,Sacramento Kings,Detroit Pistons,106,100
898,Los Angeles Lakers,New Orleans Pelicans,122,114
899,Washington Wizards,Golden State Warriors,124,110
900,Utah Jazz,Cleveland Cavaliers,126,113
901,New York Knicks,Houston Rockets,125,123
902,Portland Trail Blazers,Orlando Magic,130,107
903,Memphis Grizzlies,Atlanta Hawks,127,88
904,Miami Heat,Milwaukee Bucks,105,89
905,Chicago Bulls,Dallas Mavericks,109,107
906,Indiana Pacers,San Antonio Spurs,116,111
907,San Antonio Spurs,Charlotte Hornets,104,103
908,Brooklyn Nets,Boston Celtics,129,120
909,Minnesota Timberwolves,New Orleans Pelicans,139,134
910,Los Angeles Clippers,Oklahoma City Thunder,109,94
911,Golden State Warriors,Denver Nuggets,116,100
912,Toronto Raptors,Phoenix Suns,123,114
913,Los Angeles Lakers,Philadelphia 76ers,120,107
914,Sacramento Kings,Washington Wizards,133,126
915,Boston Celtics,Cleveland Cavaliers,112,106
916,Oklahoma City Thunder,Detroit Pistons,114,107
917,Miami Heat,Orlando Magic,116,113
918,Memphis Grizzlies,Brooklyn Nets,118,79
919,Utah Jazz,New York Knicks,112,104
920,Minnesota Timberwolves,Chicago Bulls,115,108
921,Dallas Mavericks,New Orleans Pelicans,127,123
922,Milwaukee Bucks,Indiana Pacers,119,100
923,Portland Trail Blazers,Washington Wizards,125,104
924,Denver Nuggets,Charlotte Hornets,114,112
925,Los Angeles Clippers,Houston Rockets,120,105
926,Philadelphia 76ers,Sacramento Kings,125,108
927,Toronto Raptors,Golden State Warriors,121,113
928,Washington Wizards,Atlanta Hawks,118,112
929,Brooklyn Nets,San Antonio Spurs,139,120
930,Oklahoma City Thunder,New York Knicks,126,103
931,Utah Jazz,Boston Celtics,99,94
932,Indiana Pacers,Chicago Bulls,108,102
933,Orlando Magic,Minnesota Timberwolves,132,118
934,New Orleans Pelicans,Miami Heat,110,104
935,Dallas Mavericks,Memphis Grizzlies,121,96
936,Phoenix Suns,Portland Trail Blazers,127,117
937,Los Angeles Lakers,Milwaukee Bucks,113,103
938,Charlotte Hornets,Houston Rockets,108,99
939,Utah Jazz,Detroit Pistons,111,105
940,Cleveland Cavaliers,Denver Nuggets,104,102
941,Memphis Grizzlies,Atlanta Hawks,118,101
942,Golden State Warriors,Philadelphia 76ers,118,114
943,Sacramento Kings,Portland Trail Blazers,123,111
944,Brooklyn Nets,Chicago Bulls,110,107
945,New Orleans Pelicans,Minnesota Timberwolves,120,107
946,Los Angeles Lakers,Los Angeles Clippers,112,103
947,Oklahoma City Thunder,Boston Celtics,105,104
948,Phoenix Suns,Milwaukee Bucks,140,131
949,Miami Heat,Washington Wizards,100,89
950,Indiana Pacers,Dallas Mavericks,112,109
951,Orlando Magic,Houston Rockets,126,106
952,Cleveland Cavaliers,San Antonio Spurs,132,129
953,New York Knicks,Detroit Pistons,96,84
954,Toronto Raptors,Sacramento Kings,118,113
955,Atlanta Hawks,Charlotte Hornets,143,138
956,Denver Nuggets,Milwaukee Bucks,109,95
957,Toronto Raptors,Utah Jazz,101,92
958,Boston Celtics,Indiana Pacers,114,111
959,Washington Wizards,New York Knicks,122,115
960,Chicago Bulls,Cleveland Cavaliers,108,103
961,Houston Rockets,Minnesota Timberwolves,117,111
962,Orlando Magic,Memphis Grizzlies,120,115
963,San Antonio Spurs,Dallas Mavericks,119,109
964,Portland Trail Blazers,Phoenix Suns,121,105
965,Los Angeles Clippers,Golden State Warriors,131,107
966,Brooklyn Nets,Los Angeles Lakers,104,102
967,New York Knicks,Atlanta Hawks,136,131
968,Charlotte Hornets,Miami Heat,109,98
969,Philadelphia 76ers,Detroit Pistons,124,106
970,Dallas Mavericks,Denver Nuggets,113,97
971,Los Angeles Lakers,Los Angeles Clippers,103,101
972,Utah Jazz,New Orleans Pelicans,106,104
973,Milwaukee Bucks,Boston Celtics,119,112
974,Portland Trail Blazers,Memphis Grizzlies,140,135
975,Orlando Magic,Brooklyn Nets,128,118
976,Houston Rockets,Dallas Mavericks,153,149
977,Phoenix Suns,Washington Wizards,125,112
978,San Antonio Spurs,Sacramento Kings,129,120
979,Oklahoma City Thunder,Utah Jazz,110,94
980,Indiana Pacers,Philadelphia 76ers,127,121
981,Los Angeles Clippers,New Orleans Pelicans,126,103
982,Toronto Raptors,Los Angeles Lakers,107,92
983,Miami Heat,Denver Nuggets,125,105
984,Phoenix Suns,Dallas Mavericks,117,115
985,San Antonio Spurs,Memphis Grizzlies,108,106
986,Brooklyn Nets,Washington Wizards,118,110
987,Orlando Magic,Sacramento Kings,132,116
988,Houston Rockets,Milwaukee Bucks,120,116
989,Boston Celtics,Portland Trail Blazers,128,124
990,Los Angeles Lakers,Utah Jazz,116,108
991,Denver Nuggets,Oklahoma City Thunder,121,113
992,New Orleans Pelicans,Memphis Grizzlies,109,99
993,Indiana Pacers,Washington Wizards,111,100
994,Philadelphia 76ers,San Antonio Spurs,132,130
995,Toronto Raptors,Miami Heat,107,103
996,Portland Trail Blazers,Houston Rockets,110,102
997,Dallas Mavericks,Sacramento Kings,114,110
998,Phoenix Suns,Los Angeles Clippers,117,115
999,Miami Heat,Boston Celtics,112,106
1000,Brooklyn Nets,Milwaukee Bucks,119,116
1001,Indiana Pacers,Orlando Magic,120,109
1002,Utah Jazz,Memphis Grizzlies,124,115
1003,Philadelphia 76ers,Washington Wizards,107,98
1004,Boston Celtics,Brooklyn Nets,149,115
1005,Denver Nuggets,San Antonio Spurs,132,126
1006,Oklahoma City Thunder,Los Angeles Lakers,105,86
1007,Toronto Raptors,Orlando Magic,109,99
1008,Sacramento Kings,New Orleans Pelicans,140,125
1009,Houston Rockets,Los Angeles Lakers,113,97
1010,Milwaukee Bucks,Miami Heat,130,116
1011,Los Angeles Clippers,Dallas Mavericks,126,111
1012,Phoenix Suns,Indiana Pacers,114,99
1013,Portland Trail Blazers,Denver Nuggets,125,115
1014,Brooklyn Nets,Sacramento Kings,119,106
1015,Memphis Grizzlies,Oklahoma City Thunder,121,92
1016,Boston Celtics,Toronto Raptors,122,100
1017,San Antonio Spurs,Utah Jazz,119,111
1018,New Orleans Pelicans,Washington Wizards,118,107
1019,Philadelphia 76ers,Orlando Magic,108,101
1020,Phoenix Suns,Miami Heat,119,112
1021,Dallas Mavericks,Milwaukee Bucks,136,132
1022,Indiana Pacers,Los Angeles Lakers,116,111
1023,Denver Nuggets,Utah Jazz,134,132
1024,Los Angeles Clippers,Portland Trail Blazers,122,117
1025,Oklahoma City Thunder,Washington Wizards,121,103
1026,Houston Rockets,Sacramento Kings,129,112
1027,Brooklyn Nets,Los Angeles Clippers,129,120
1028,Toronto Raptors,Memphis Grizzlies,108,99
1029,Portland Trail Blazers,Philadelphia 76ers,124,121
1030,Boston Celtics,Orlando Magic,122,119
1031,San Antonio Spurs,New Orleans Pelicans,122,113
1032,Los Angeles Lakers,Denver Nuggets,124,121
1033,Dallas Mavericks,Utah Jazz,122,114
1034,Phoenix Suns,Oklahoma City Thunder,128,101
1035,Toronto Raptors,Milwaukee Bucks,114,106
1036,Miami Heat,Indiana Pacers,114,92
1037,Portland Trail Blazers,Dallas Mavericks,134,131
1038,Milwaukee Bucks,Washington Wizards,126,113
1039,Sacramento Kings,New Orleans Pelicans,112,106
1040,Boston Celtics,Memphis Grizzlies,122,107
1041,Phoenix Suns,Philadelphia 76ers,130,117
1042,Brooklyn Nets,Orlando Magic,108,96
1043,San Antonio Spurs,Houston Rockets,123,105
1044,Toronto Raptors,Philadelphia 76ers,125,121
1045,Los Angeles Clippers,Denver Nuggets,124,111
1046,Oklahoma City Thunder,Miami Heat,116,115
1047,Indiana Pacers,Houston Rockets,108,104
1048,Washington Wizards,Boston Celtics,96,90
1049,Memphis Grizzlies,Milwaukee Bucks,119,106
1050,Phoenix Suns,Dallas Mavericks,128,102
1051,Utah Jazz,San Antonio Spurs,118,112
1052,Orlando Magic,New Orleans Pelicans,133,127
1053,Portland Trail Blazers,Brooklyn Nets,134,133
1054,Sacramento Kings,Los Angeles Lakers,136,122
1055,Indiana Pacers,Miami Heat,109,92
1056,Toronto Raptors,Denver Nuggets,117,109
1057,Philadelphia 76ers,Houston Rockets,134,96
1058,Los Angeles Clippers,Oklahoma City Thunder,107,103
1059,Portland Trail Blazers,Memphis Grizzlies,126,122
1060,Toronto Raptors,Brooklyn Nets,134,110
1061,Boston Celtics,Philadelphia 76ers,109,101
1062,Denver Nuggets,Utah Jazz,135,125
1063,Los Angeles Clippers,Dallas Mavericks,118,110
1064,Orlando Magic,Milwaukee Bucks,122,110
1065,Miami Heat,Indiana Pacers,113,101
1066,Houston Rockets,Oklahoma City Thunder,123,108
1067,Portland Trail Blazers,Los Angeles Lakers,100,93
1068,Toronto Raptors,Brooklyn Nets,104,99
1069,Boston Celtics,Philadelphia 76ers,128,101
1070,Utah Jazz,Denver Nuggets,124,105
1071,Dallas Mavericks,Los Angeles Clippers,127,114
1072,Milwaukee Bucks,Orlando Magic,111,96
1073,Miami Heat,Indiana Pacers,109,100
1074,Houston Rockets,Oklahoma City Thunder,111,98
1075,Los Angeles Lakers,Portland Trail Blazers,111,88
1076,Toronto Raptors,Brooklyn Nets,117,92
1077,Boston Celtics,Philadelphia 76ers,102,94
1078,Utah Jazz,Denver Nuggets,124,87
1079,Los Angeles Clippers,Dallas Mavericks,130,122
1080,Milwaukee Bucks,Orlando Magic,121,107
1081,Miami Heat,Indiana Pacers,124,115
1082,Oklahoma City Thunder,Houston Rockets,119,107
1083,Los Angeles Lakers,Portland Trail Blazers,116,108
1084,Toronto Raptors,Brooklyn Nets,150,122
1085,Boston Celtics,Philadelphia 76ers,110,106
1086,Utah Jazz,Denver Nuggets,129,127
1087,Dallas Mavericks,Los Angeles Clippers,135,133
1088,Milwaukee Bucks,Orlando Magic,121,106
1089,Miami Heat,Indiana Pacers,99,87
1090,Oklahoma City Thunder,Houston Rockets,117,114
1091,Los Angeles Lakers,Portland Trail Blazers,135,115
1092,Denver Nuggets,Utah Jazz,117,107
1093,Los Angeles Clippers,Dallas Mavericks,154,111
1094,Milwaukee Bucks,Orlando Magic,118,104
1095,Houston Rockets,Oklahoma City Thunder,114,80
1096,Los Angeles Lakers,Portland Trail Blazers,131,122
1097,Denver Nuggets,Utah Jazz,119,107
1098,Los Angeles Clippers,Dallas Mavericks,111,97
1099,Boston Celtics,Toronto Raptors,112,94
1100,Oklahoma City Thunder,Houston Rockets,104,100
1101,Miami Heat,Milwaukee Bucks,115,104
