,home,away,home_points,away_points
52,Dallas Mavericks,Denver Nuggets,109,106
53,Los Angeles Lakers,Memphis Grizzlies,120,91
54,Cleveland Cavaliers,Chicago Bulls,117,111
55,Orlando Magic,New York Knicks,95,83
56,Philadelphia 76ers,Minnesota Timberwolves,117,95
57,Boston Celtics,Milwaukee Bucks,116,105
58,Indiana Pacers,Brooklyn Nets,118,108
59,Toronto Raptors,Detroit Pistons,125,113
60,Houston Rockets,Washington Wizards,159,158
61,Portland Trail Blazers,Oklahoma City Thunder,102,99
62,Utah Jazz,Los Angeles Clippers,110,96
63,Charlotte Hornets,Sacramento Kings,118,111
64,Phoenix Suns,Golden State Warriors,121,110
65,Miami Heat,Atlanta Hawks,106,97
66,New Orleans Pelicans,Denver Nuggets,122,107
67,Los Angeles Clippers,San Antonio Spurs,103,97
68,Brooklyn Nets,Houston Rockets,123,116
69,Indiana Pacers,Cleveland Cavaliers,102,95
70,Milwaukee Bucks,Orlando Magic,123,91
71,Boston Celtics,New York Knicks,104,102
72,Chicago Bulls,Detroit Pistons,112,106
73,Los Angeles Lakers,Dallas Mavericks,119,110
74,Sacramento Kings,Utah Jazz,102,101
75,San Antonio Spurs,Golden State Warriors,127,110
76,Oklahoma City Thunder,New Orleans Pelicans,115,104
77,Detroit Pistons,Brooklyn Nets,113,109
78,Denver Nuggets,Orlando Magic,91,87
79,Minnesota Timberwolves,Washington Wizards,131,109
80,Phoenix Suns,Memphis Grizzlies,114,105
81,Milwaukee Bucks,Toronto Raptors,115,105
82,Charlotte Hornets,Golden State Warriors,93,87
83,Philadelphia 76ers,Portland Trail Blazers,129,128
84,Indiana Pacers,Chicago Bulls,108,95
85,Miami Heat,Houston Rockets,129,100
86,Sacramento Kings,New York Knicks,113,92
87,Los Angeles Lakers,San Antonio Spurs,103,96
88,Dallas Mavericks,Cleveland Cavaliers,131,111
89,Los Angeles Clippers,Utah Jazz,105,94
90,Washington Wizards,Detroit Pistons,115,99
91,Brooklyn Nets,New Orleans Pelicans,135,125
92,Houston Rockets,Memphis Grizzlies,107,100
93,Milwaukee Bucks,Minnesota Timberwolves,134,106
94,Phoenix Suns,Philadelphia 76ers,114,109
95,Golden State Warriors,Portland Trail Blazers,127,118
96,Charlotte Hornets,Indiana Pacers,122,120
97,Boston Celtics,Cleveland Cavaliers,119,113
98,Atlanta Hawks,San Antonio Spurs,108,100
99,Los Angeles Lakers,Chicago Bulls,118,112
100,Oklahoma City Thunder,Orlando Magic,102,94
101,Denver Nuggets,Miami Heat,109,89
102,Detroit Pistons,New York Knicks,122,102
103,Indiana Pacers,Washington Wizards,121,106
104,Chicago Bulls,Atlanta Hawks,113,93
105,Toronto Raptors,Sacramento Kings,124,120
106,Houston Rockets,Golden State Warriors,129,112
107,Memphis Grizzlies,Minnesota Timberwolves,137,121
108,Dallas Mavericks,Orlando Magic,107,106
109,Utah Jazz,Philadelphia 76ers,106,104
110,Milwaukee Bucks,Los Angeles Clippers,129,124
111,Boston Celtics,Charlotte Hornets,108,87
112,San Antonio Spurs,Oklahoma City Thunder,121,112
113,Miami Heat,Phoenix Suns,124,108
114,Los Angeles Clippers,Portland Trail Blazers,107,101
115,Indiana Pacers,Detroit Pistons,112,106
116,Orlando Magic,Memphis Grizzlies,118,86
117,Cleveland Cavaliers,Washington Wizards,113,100
118,Sacramento Kings,Atlanta Hawks,121,109
119,Minnesota Timberwolves,Golden State Warriors,125,119
120,Toronto Raptors,New Orleans Pelicans,122,104
121,New York Knicks,Dallas Mavericks,106,102
122,Denver Nuggets,Philadelphia 76ers,100,97
123,Utah Jazz,Milwaukee Bucks,103,100
124,Brooklyn Nets,Portland Trail Blazers,119,115
125,Los Angeles Lakers,Miami Heat,95,80
126,Boston Celtics,San Antonio Spurs,135,115
127,New Orleans Pelicans,Charlotte Hornets,115,110
128,Houston Rockets,Chicago Bulls,117,94
129,Dallas Mavericks,Memphis Grizzlies,138,122
130,Oklahoma City Thunder,Golden State Warriors,114,108
131,Denver Nuggets,Minnesota Timberwolves,100,98
132,Indiana Pacers,Orlando Magic,109,102
133,Philadelphia 76ers,Charlotte Hornets,114,106
134,Milwaukee Bucks,Oklahoma City Thunder,121,119
135,Cleveland Cavaliers,New York Knicks,108,87
136,Phoenix Suns,Brooklyn Nets,138,112
137,Portland Trail Blazers,Atlanta Hawks,124,113
138,Toronto Raptors,Los Angeles Lakers,113,104
139,Minnesota Timberwolves,Detroit Pistons,120,114
140,Boston Celtics,Dallas Mavericks,116,106
141,Houston Rockets,New Orleans Pelicans,122,116
142,Memphis Grizzlies,San Antonio Spurs,113,109
143,Utah Jazz,Golden State Warriors,122,108
144,Los Angeles Clippers,Toronto Raptors,98,88
145,Indiana Pacers,Oklahoma City Thunder,111,85
146,Philadelphia 76ers,Cleveland Cavaliers,98,97
147,Miami Heat,Detroit Pistons,117,108
148,Chicago Bulls,New York Knicks,120,102
149,Atlanta Hawks,Denver Nuggets,125,121
150,Los Angeles Lakers,Phoenix Suns,123,115
151,Utah Jazz,Brooklyn Nets,119,114
152,Sacramento Kings,Portland Trail Blazers,107,99
153,Memphis Grizzlies,Charlotte Hornets,119,117
154,Orlando Magic,Philadelphia 76ers,112,97
155,Boston Celtics,Washington Wizards,140,133
156,Houston Rockets,Los Angeles Clippers,102,93
157,Minnesota Timberwolves,San Antonio Spurs,129,114
158,Los Angeles Lakers,Golden State Warriors,120,94
159,Toronto Raptors,Portland Trail Blazers,114,106
160,Miami Heat,Cleveland Cavaliers,108,97
161,New York Knicks,Dallas Mavericks,106,103
162,Milwaukee Bucks,Chicago Bulls,124,115
163,New Orleans Pelicans,Los Angeles Clippers,132,127
164,Phoenix Suns,Atlanta Hawks,128,112
165,Denver Nuggets,Brooklyn Nets,101,93
166,Charlotte Hornets,Detroit Pistons,109,106
167,Orlando Magic,San Antonio Spurs,111,109
168,Houston Rockets,Indiana Pacers,111,102
169,Memphis Grizzlies,Utah Jazz,107,106
170,Washington Wizards,Minnesota Timberwolves,137,116
171,Oklahoma City Thunder,Philadelphia 76ers,127,119
172,Boston Celtics,Golden State Warriors,105,100
173,Los Angeles Lakers,Sacramento Kings,99,97
174,Brooklyn Nets,Chicago Bulls,117,111
175,Milwaukee Bucks,Indiana Pacers,102,83
176,Charlotte Hornets,New York Knicks,103,102
177,Miami Heat,New Orleans Pelicans,109,94
178,Houston Rockets,Minnesota Timberwolves,125,105
179,Dallas Mavericks,Toronto Raptors,110,102
180,Portland Trail Blazers,San Antonio Spurs,121,116
181,Los Angeles Clippers,Atlanta Hawks,150,101
182,Philadelphia 76ers,Cleveland Cavaliers,114,95
183,Sacramento Kings,Boston Celtics,100,99
184,Orlando Magic,Washington Wizards,125,121
185,Denver Nuggets,Memphis Grizzlies,131,114
186,New Orleans Pelicans,Golden State Warriors,108,100
187,Los Angeles Lakers,Atlanta Hawks,122,101
188,New York Knicks,Cleveland Cavaliers,123,105
189,Indiana Pacers,Brooklyn Nets,115,86
190,Toronto Raptors,Charlotte Hornets,132,96
191,Milwaukee Bucks,Chicago Bulls,115,101
192,Houston Rockets,Portland Trail Blazers,132,108
193,Dallas Mavericks,San Antonio Spurs,117,110
194,Boston Celtics,Phoenix Suns,99,85
195,Minnesota Timberwolves,Utah Jazz,112,102
196,Los Angeles Clippers,Oklahoma City Thunder,90,88
197,Golden State Warriors,Memphis Grizzlies,114,95
198,New Orleans Pelicans,Portland Trail Blazers,115,104
199,Sacramento Kings,Phoenix Suns,120,116
200,Los Angeles Lakers,Oklahoma City Thunder,112,107
201,Philadelphia 76ers,New York Knicks,109,104
202,Washington Wizards,San Antonio Spurs,138,132
203,Milwaukee Bucks,Atlanta Hawks,135,127
204,Brooklyn Nets,Charlotte Hornets,101,91
205,Miami Heat,Cleveland Cavaliers,124,100
206,Toronto Raptors,Orlando Magic,113,97
207,Dallas Mavericks,Golden State Warriors,142,94
208,Chicago Bulls,Detroit Pistons,109,89
209,Utah Jazz,Minnesota Timberwolves,103,95
210,Denver Nuggets,Houston Rockets,105,95
211,Los Angeles Clippers,Boston Celtics,107,104
212,Milwaukee Bucks,Portland Trail Blazers,137,129
213,New Orleans Pelicans,Phoenix Suns,124,121
214,Detroit Pistons,Atlanta Hawks,128,103
215,Washington Wizards,Charlotte Hornets,125,118
216,Brooklyn Nets,Sacramento Kings,116,97
217,Philadelphia 76ers,San Antonio Spurs,115,104
218,Miami Heat,Chicago Bulls,116,108
219,Los Angeles Lakers,Oklahoma City Thunder,130,127
220,Dallas Mavericks,Cleveland Cavaliers,143,101
221,Denver Nuggets,Boston Celtics,96,92
222,Utah Jazz,Golden State Warriors,113,109
223,Los Angeles Clippers,Houston Rockets,122,119
224,Phoenix Suns,Minnesota Timberwolves,100,98
225,Chicago Bulls,Charlotte Hornets,116,115
226,Indiana Pacers,Orlando Magic,111,106
227,Toronto Raptors,Atlanta Hawks,119,116
228,San Antonio Spurs,New York Knicks,111,104
229,Philadelphia 76ers,Miami Heat,113,86
230,Cleveland Cavaliers,Portland Trail Blazers,110,104
231,Los Angeles Lakers,Memphis Grizzlies,109,108
232,Milwaukee Bucks,Detroit Pistons,104,90
233,Utah Jazz,New Orleans Pelicans,128,120
234,Dallas Mavericks,Houston Rockets,137,123
235,Brooklyn Nets,New York Knicks,103,101
236,Sacramento Kings,Washington Wizards,113,106
237,Denver Nuggets,Phoenix Suns,116,104
238,Los Angeles Clippers,New Orleans Pelicans,134,109
239,Brooklyn Nets,Cleveland Cavaliers,108,106
240,Detroit Pistons,Orlando Magic,103,88
241,Indiana Pacers,Memphis Grizzlies,126,114
242,Minnesota Timberwolves,Atlanta Hawks,125,113
243,Boston Celtics,Sacramento Kings,103,102
244,Miami Heat,Charlotte Hornets,117,100
245,Toronto Raptors,Philadelphia 76ers,101,96
246,Portland Trail Blazers,Chicago Bulls,117,94
247,Milwaukee Bucks,Utah Jazz,122,118
248,Los Angeles Lakers,San Antonio Spurs,114,104
249,Oklahoma City Thunder,Golden State Warriors,100,97
250,Los Angeles Clippers,Dallas Mavericks,114,99
251,Denver Nuggets,Washington Wizards,117,104
252,Boston Celtics,Brooklyn Nets,121,110
253,Charlotte Hornets,Detroit Pistons,102,101
254,Orlando Magic,Cleveland Cavaliers,116,104
255,Indiana Pacers,Utah Jazz,121,102
256,Philadelphia 76ers,Sacramento Kings,97,91
257,Toronto Raptors,New York Knicks,126,98
258,Houston Rockets,Miami Heat,117,108
259,Los Angeles Clippers,Memphis Grizzlies,121,119
260,Milwaukee Bucks,Atlanta Hawks,111,102
261,Minnesota Timberwolves,San Antonio Spurs,113,101
262,Washington Wizards,Phoenix Suns,140,132
263,Los Angeles Lakers,New Orleans Pelicans,114,110
264,Portland Trail Blazers,Oklahoma City Thunder,136,119
265,Golden State Warriors,Chicago Bulls,104,90
266,Brooklyn Nets,Boston Celtics,112,107
267,Charlotte Hornets,Detroit Pistons,110,107
268,Toronto Raptors,Orlando Magic,90,83
269,Milwaukee Bucks,Cleveland Cavaliers,119,110
270,Philadelphia 76ers,New York Knicks,101,95
271,Indiana Pacers,Atlanta Hawks,105,104
272,Miami Heat,Golden State Warriors,122,105
273,Utah Jazz,Memphis Grizzlies,103,94
274,Oklahoma City Thunder,New Orleans Pelicans,109,104
275,San Antonio Spurs,Los Angeles Clippers,107,97
276,Dallas Mavericks,Phoenix Suns,120,113
277,Portland Trail Blazers,Chicago Bulls,107,103
278,Los Angeles Lakers,Washington Wizards,125,103
279,Sacramento Kings,Denver Nuggets,100,97
280,Philadelphia 76ers,Indiana Pacers,119,116
281,Houston Rockets,Atlanta Hawks,158,111
282,Milwaukee Bucks,Charlotte Hornets,137,96
283,Miami Heat,Brooklyn Nets,109,106
284,Boston Celtics,New York Knicks,113,104
285,Memphis Grizzlies,Minnesota Timberwolves,115,107
286,Dallas Mavericks,Los Angeles Lakers,114,100
287,Detroit Pistons,San Antonio Spurs,132,98
288,Oklahoma City Thunder,New Orleans Pelicans,107,104
289,Orlando Magic,Golden State Warriors,100,96
290,Toronto Raptors,Utah Jazz,130,110
291,Los Angeles Clippers,Washington Wizards,150,125
292,Phoenix Suns,Charlotte Hornets,109,104
293,Philadelphia 76ers,Utah Jazz,103,94
294,Atlanta Hawks,Golden State Warriors,104,79
295,Indiana Pacers,Memphis Grizzlies,117,104
296,Milwaukee Bucks,New York Knicks,132,88
297,Chicago Bulls,Sacramento Kings,113,106
298,Detroit Pistons,Cleveland Cavaliers,127,94
299,Orlando Magic,Washington Wizards,127,120
300,Miami Heat,Toronto Raptors,121,110
301,Dallas Mavericks,New Orleans Pelicans,118,97
302,San Antonio Spurs,Houston Rockets,135,133
303,Los Angeles Lakers,Denver Nuggets,105,96
304,Los Angeles Clippers,Portland Trail Blazers,117,97
305,Charlotte Hornets,Golden State Warriors,106,91
306,Milwaukee Bucks,Detroit Pistons,127,103
307,Orlando Magic,Phoenix Suns,128,114
308,Brooklyn Nets,Atlanta Hawks,130,118
309,Boston Celtics,Miami Heat,112,93
310,Chicago Bulls,Memphis Grizzlies,106,99
311,Indiana Pacers,Oklahoma City Thunder,107,100
312,Dallas Mavericks,Minnesota Timberwolves,121,114
313,Los Angeles Lakers,Utah Jazz,121,96
314,Portland Trail Blazers,Sacramento Kings,127,116
315,Washington Wizards,Philadelphia 76ers,119,113
316,Denver Nuggets,New York Knicks,129,92
317,Houston Rockets,Toronto Raptors,119,109
318,Phoenix Suns,New Orleans Pelicans,139,132
319,Brooklyn Nets,Charlotte Hornets,111,104
320,Orlando Magic,Cleveland Cavaliers,93,87
321,Detroit Pistons,Indiana Pacers,108,101
322,Boston Celtics,Denver Nuggets,108,95
323,Miami Heat,Washington Wizards,112,103
324,Golden State Warriors,Chicago Bulls,100,98
325,Oklahoma City Thunder,Minnesota Timberwolves,139,127
326,Milwaukee Bucks,Los Angeles Clippers,119,91
327,San Antonio Spurs,Sacramento Kings,105,104
328,Los Angeles Lakers,Portland Trail Blazers,136,113
329,Dallas Mavericks,New Orleans Pelicans,130,84
330,Indiana Pacers,New York Knicks,104,103
331,Philadelphia 76ers,Cleveland Cavaliers,141,94
332,Houston Rockets,Phoenix Suns,115,109
333,Utah Jazz,Memphis Grizzlies,126,112
334,Brooklyn Nets,Denver Nuggets,105,102
335,Atlanta Hawks,Charlotte Hornets,122,107
336,Miami Heat,Chicago Bulls,110,105
337,Philadelphia 76ers,Toronto Raptors,110,104
338,Los Angeles Clippers,Washington Wizards,135,119
339,Sacramento Kings,Dallas Mavericks,110,106
340,Oklahoma City Thunder,Portland Trail Blazers,108,96
341,Los Angeles Lakers,Minnesota Timberwolves,142,125
342,Los Angeles Clippers,Indiana Pacers,110,99
343,Boston Celtics,Cleveland Cavaliers,110,88
344,Toronto Raptors,Chicago Bulls,93,92
345,Sacramento Kings,Houston Rockets,119,118
346,Milwaukee Bucks,Orlando Magic,110,101
347,Detroit Pistons,New Orleans Pelicans,105,103
348,Phoenix Suns,Minnesota Timberwolves,125,109
349,Oklahoma City Thunder,Utah Jazz,104,90
350,Memphis Grizzlies,Golden State Warriors,110,102
351,Charlotte Hornets,Washington Wizards,114,107
352,Philadelphia 76ers,Denver Nuggets,97,92
353,Miami Heat,Atlanta Hawks,135,121
354,Portland Trail Blazers,New York Knicks,115,87
355,Houston Rockets,Cleveland Cavaliers,116,110
356,Indiana Pacers,Boston Celtics,122,117
357,Los Angeles Lakers,Orlando Magic,96,87
358,Los Angeles Clippers,Toronto Raptors,112,92
359,Charlotte Hornets,Brooklyn Nets,113,108
360,Chicago Bulls,Atlanta Hawks,136,102
361,Utah Jazz,Minnesota Timberwolves,127,116
362,Memphis Grizzlies,Phoenix Suns,115,108
363,Milwaukee Bucks,New Orleans Pelicans,127,112
364,Sacramento Kings,Oklahoma City Thunder,94,93
365,New York Knicks,Golden State Warriors,124,122
366,Philadelphia 76ers,Boston Celtics,115,109
367,Cleveland Cavaliers,San Antonio Spurs,117,109
368,Dallas Mavericks,Detroit Pistons,122,111
369,Denver Nuggets,Portland Trail Blazers,114,99
370,Houston Rockets,Orlando Magic,130,107
371,Philadelphia 76ers,New Orleans Pelicans,116,109
372,Indiana Pacers,Atlanta Hawks,110,100
373,Los Angeles Lakers,Miami Heat,113,110
374,Charlotte Hornets,Chicago Bulls,83,73
375,Milwaukee Bucks,Memphis Grizzlies,127,114
376,Los Angeles Clippers,Minnesota Timberwolves,124,117
377,New York Knicks,Sacramento Kings,103,101
378,Utah Jazz,Golden State Warriors,114,106
379,San Antonio Spurs,Phoenix Suns,121,119
380,Toronto Raptors,Brooklyn Nets,110,102
381,Chicago Bulls,Los Angeles Clippers,109,106
382,Memphis Grizzlies,Washington Wizards,128,111
383,Miami Heat,Dallas Mavericks,122,118
384,Milwaukee Bucks,Cleveland Cavaliers,125,108
385,Detroit Pistons,Houston Rockets,115,107
386,Denver Nuggets,Oklahoma City Thunder,110,102
387,Orlando Magic,New Orleans Pelicans,130,119
388,Indiana Pacers,Charlotte Hornets,107,85
389,Los Angeles Lakers,Atlanta Hawks,101,96
390,Brooklyn Nets,Philadelphia 76ers,109,89
391,Denver Nuggets,New York Knicks,111,105
392,Sacramento Kings,Golden State Warriors,100,79
393,Washington Wizards,Detroit Pistons,133,119
394,Toronto Raptors,Cleveland Cavaliers,133,113
395,Houston Rockets,San Antonio Spurs,109,107
396,Memphis Grizzlies,Miami Heat,118,111
397,Dallas Mavericks,Milwaukee Bucks,120,116
398,Oklahoma City Thunder,Chicago Bulls,109,106
399,Portland Trail Blazers,Phoenix Suns,111,110
400,Charlotte Hornets,Sacramento Kings,110,102
401,Indiana Pacers,Los Angeles Lakers,105,102
402,New York Knicks,Atlanta Hawks,143,120
403,Brooklyn Nets,New Orleans Pelicans,108,101
404,Utah Jazz,Orlando Magic,109,102
405,Los Angeles Clippers,Phoenix Suns,120,99
406,Cleveland Cavaliers,Charlotte Hornets,100,98
407,Toronto Raptors,Detroit Pistons,112,99
408,Chicago Bulls,Washington Wizards,110,109
409,Miami Heat,Philadelphia 76ers,108,104
410,New Orleans Pelicans,Minnesota Timberwolves,107,99
411,Oklahoma City Thunder,Memphis Grizzlies,126,122
412,Boston Celtics,Dallas Mavericks,109,103
413,Denver Nuggets,Orlando Magic,113,104
414,Portland Trail Blazers,Golden State Warriors,122,112
415,Utah Jazz,Atlanta Hawks,111,106
416,Milwaukee Bucks,Los Angeles Lakers,111,104
417,San Antonio Spurs,Brooklyn Nets,118,105
418,Houston Rockets,Los Angeles Clippers,122,117
419,Cleveland Cavaliers,Memphis Grizzlies,114,107
420,Indiana Pacers,Sacramento Kings,119,105
421,Boston Celtics,Detroit Pistons,114,93
422,Toronto Raptors,Washington Wizards,122,118
423,Miami Heat,New York Knicks,129,114
424,Dallas Mavericks,Philadelphia 76ers,117,98
425,Oklahoma City Thunder,Phoenix Suns,126,108
426,Denver Nuggets,Minnesota Timberwolves,109,100
427,Portland Trail Blazers,Orlando Magic,118,103
428,Golden State Warriors,New Orleans Pelicans,106,102
429,Utah Jazz,Charlotte Hornets,114,107
430,Brooklyn Nets,Atlanta Hawks,122,112
431,Chicago Bulls,Detroit Pistons,119,107
432,Philadelphia 76ers,Washington Wizards,125,108
433,Milwaukee Bucks,New York Knicks,123,102
434,Memphis Grizzlies,Sacramento Kings,119,115
435,Los Angeles Clippers,San Antonio Spurs,134,109
436,Houston Rockets,Phoenix Suns,139,125
437,Portland Trail Blazers,Minnesota Timberwolves,113,106
438,Toronto Raptors,Dallas Mavericks,110,107
439,Boston Celtics,Charlotte Hornets,119,93
440,Milwaukee Bucks,Indiana Pacers,117,89
441,Oklahoma City Thunder,Los Angeles Clippers,118,112
442,Denver Nuggets,Los Angeles Lakers,128,104
443,Cleveland Cavaliers,Atlanta Hawks,121,118
444,Philadelphia 76ers,Detroit Pistons,125,109
445,Indiana Pacers,Toronto Raptors,120,115
446,Washington Wizards,New York Knicks,121,115
447,Orlando Magic,Chicago Bulls,103,95
448,Miami Heat,Utah Jazz,107,104
449,San Antonio Spurs,Memphis Grizzlies,145,115
450,Denver Nuggets,Phoenix Suns,113,111
451,New Orleans Pelicans,Portland Trail Blazers,102,94
452,Houston Rockets,Sacramento Kings,113,104
453,Golden State Warriors,Minnesota Timberwolves,113,104
454,Boston Celtics,Toronto Raptors,118,102
455,Philadelphia 76ers,Milwaukee Bucks,121,109
456,Golden State Warriors,Houston Rockets,116,104
457,Los Angeles Clippers,Los Angeles Lakers,111,106
458,New Orleans Pelicans,Denver Nuggets,112,100
459,Detroit Pistons,Washington Wizards,132,102
460,New York Knicks,Brooklyn Nets,94,82
461,Memphis Grizzlies,Oklahoma City Thunder,110,97
462,Dallas Mavericks,San Antonio Spurs,102,98
463,Minnesota Timberwolves,Sacramento Kings,105,104
464,Utah Jazz,Portland Trail Blazers,121,115
465,Boston Celtics,Cleveland Cavaliers,129,117
466,Oklahoma City Thunder,Charlotte Hornets,104,102
467,Orlando Magic,Philadelphia 76ers,98,97
468,Milwaukee Bucks,Atlanta Hawks,112,86
469,Miami Heat,Indiana Pacers,113,112
470,Golden State Warriors,Phoenix Suns,105,96
471,Denver Nuggets,Memphis Grizzlies,119,110
472,Toronto Raptors,Boston Celtics,113,97
473,New Orleans Pelicans,Indiana Pacers,120,98
474,Miami Heat,Philadelphia 76ers,117,116
475,New York Knicks,Washington Wizards,107,100
476,Chicago Bulls,Atlanta Hawks,116,81
477,Houston Rockets,Brooklyn Nets,108,98
478,Cleveland Cavaliers,Minnesota Timberwolves,94,88
479,Milwaukee Bucks,Orlando Magic,111,100
480,San Antonio Spurs,Detroit Pistons,136,109
481,Dallas Mavericks,Golden State Warriors,141,121
482,Phoenix Suns,Sacramento Kings,112,110
483,Los Angeles Lakers,Portland Trail Blazers,128,120
484,Utah Jazz,Los Angeles Clippers,120,107
485,Oklahoma City Thunder,Toronto Raptors,98,97
486,Memphis Grizzlies,Charlotte Hornets,117,104
487,New Orleans Pelicans,Houston Rockets,127,112
488,Denver Nuggets,Sacramento Kings,120,115
489,Los Angeles Lakers,Dallas Mavericks,108,95
490,Atlanta Hawks,Orlando Magic,101,93
491,Washington Wizards,Miami Heat,123,105
492,Milwaukee Bucks,Chicago Bulls,123,102
493,Minnesota Timberwolves,Brooklyn Nets,122,115
494,Utah Jazz,Detroit Pistons,104,81
495,Phoenix Suns,Portland Trail Blazers,122,116
496,Boston Celtics,Charlotte Hornets,109,92
497,Indiana Pacers,Philadelphia 76ers,115,97
498,Los Angeles Clippers,Sacramento Kings,105,87
499,Toronto Raptors,Cleveland Cavaliers,117,97
500,Houston Rockets,Denver Nuggets,130,104
501,San Antonio Spurs,Golden State Warriors,117,113
502,Oklahoma City Thunder,Dallas Mavericks,106,101
503,Orlando Magic,Washington Wizards,122,101
504,New York Knicks,Portland Trail Blazers,117,93
505,Milwaukee Bucks,Minnesota Timberwolves,106,104
506,Los Angeles Lakers,Phoenix Suns,117,107
507,Charlotte Hornets,Cleveland Cavaliers,109,106
508,Denver Nuggets,Indiana Pacers,124,116
509,Miami Heat,Toronto Raptors,84,76
510,Utah Jazz,Chicago Bulls,102,98
511,Minnesota Timberwolves,Golden State Warriors,99,84
512,Dallas Mavericks,Brooklyn Nets,123,111
513,Oklahoma City Thunder,San Antonio Spurs,109,103
514,Sacramento Kings,Memphis Grizzlies,128,123
515,Los Angeles Clippers,Detroit Pistons,126,112
516,Boston Celtics,Atlanta Hawks,109,106
517,Orlando Magic,Miami Heat,105,85
518,Portland Trail Blazers,Washington Wizards,122,103
519,Houston Rockets,Philadelphia 76ers,118,108
520,Phoenix Suns,New York Knicks,120,112
521,Los Angeles Lakers,New Orleans Pelicans,123,113
522,Memphis Grizzlies,Los Angeles Clippers,140,114
523,Toronto Raptors,Brooklyn Nets,121,102
524,Utah Jazz,Orlando Magic,109,96
525,Atlanta Hawks,Indiana Pacers,116,111
526,Oklahoma City Thunder,Cleveland Cavaliers,121,106
527,Washington Wizards,Denver Nuggets,128,114
528,Boston Celtics,Chicago Bulls,111,104
529,Charlotte Hornets,Dallas Mavericks,123,120
530,Milwaukee Bucks,San Antonio Spurs,127,118
531,Detroit Pistons,Golden State Warriors,111,104
532,New Orleans Pelicans,Sacramento Kings,117,115
533,Los Angeles Clippers,New York Knicks,135,132
534,Miami Heat,Portland Trail Blazers,122,111
535,Minnesota Timberwolves,Cleveland Cavaliers,118,103
536,Memphis Grizzlies,Phoenix Suns,121,114
537,Los Angeles Lakers,Detroit Pistons,106,99
538,Indiana Pacers,Charlotte Hornets,115,104
539,Orlando Magic,Brooklyn Nets,101,89
540,Philadelphia 76ers,Oklahoma City Thunder,120,113
541,Washington Wizards,Boston Celtics,99,94
542,Denver Nuggets,Atlanta Hawks,123,115
543,Utah Jazz,New Orleans Pelicans,128,126
544,Dallas Mavericks,Chicago Bulls,118,110
545,San Antonio Spurs,Milwaukee Bucks,126,104
546,Sacramento Kings,Golden State Warriors,111,98
547,Detroit Pistons,Cleveland Cavaliers,115,113
548,Portland Trail Blazers,Toronto Raptors,101,99
549,Oklahoma City Thunder,Brooklyn Nets,111,103
550,Memphis Grizzlies,Minnesota Timberwolves,119,112
551,Sacramento Kings,Phoenix Suns,114,103
