,home,away,home_points,away_points
250,Oklahoma City Thunder,Detroit Pistons,99,79
251,Miami Heat,Cleveland Cavaliers,92,85
252,Portland Trail Blazers,Memphis Grizzlies,97,84
253,New York Knicks,Charlotte Bobcats,111,78
254,Orlando Magic,Indiana Pacers,102,83
255,Toronto Raptors,Phoenix Suns,99,96
256,Denver Nuggets,Sacramento Kings,122,93
257,Miami Heat,Detroit Pistons,101,98
258,Minnesota Timberwolves,Dallas Mavericks,105,90
259,Oklahoma City Thunder,New Orleans Hornets,101,91
260,Cleveland Cavaliers,New York Knicks,91,81
261,Golden State Warriors,Portland Trail Blazers,101,93
262,Washington Wizards,Charlotte Bobcats,92,75
263,Indiana Pacers,Chicago Bulls,95,90
264,Los Angeles Lakers,Los Angeles Clippers,96,91
265,New Jersey Nets,Philadelphia 76ers,97,90
266,San Antonio Spurs,Atlanta Hawks,105,83
267,Milwaukee Bucks,Houston Rockets,105,99
268,Toronto Raptors,Utah Jazz,111,106
269,Boston Celtics,Orlando Magic,91,83
270,Los Angeles Clippers,Memphis Grizzlies,98,91
271,Atlanta Hawks,Detroit Pistons,107,101
272,Philadelphia 76ers,Charlotte Bobcats,89,72
273,Boston Celtics,Indiana Pacers,94,87
274,New Jersey Nets,Cleveland Cavaliers,99,96
275,Miami Heat,New York Knicks,99,89
276,Oklahoma City Thunder,Golden State Warriors,120,109
277,Portland Trail Blazers,Phoenix Suns,109,71
278,Minnesota Timberwolves,San Antonio Spurs,87,79
279,Dallas Mavericks,Utah Jazz,116,101
280,Chicago Bulls,Milwaukee Bucks,107,100
281,New Orleans Hornets,Orlando Magic,93,67
282,Denver Nuggets,Toronto Raptors,96,81
283,Houston Rockets,Washington Wizards,103,76
284,Philadelphia 76ers,Detroit Pistons,95,74
285,Phoenix Suns,Memphis Grizzlies,86,84
286,Utah Jazz,Sacramento Kings,96,93
287,Washington Wizards,Charlotte Bobcats,102,99
288,Milwaukee Bucks,Los Angeles Lakers,100,89
289,Houston Rockets,New York Knicks,97,84
290,Miami Heat,Chicago Bulls,97,93
291,Cleveland Cavaliers,Boston Celtics,88,87
292,Indiana Pacers,Orlando Magic,106,85
293,Los Angeles Clippers,Denver Nuggets,109,105
294,Los Angeles Lakers,Minnesota Timberwolves,106,101
295,Dallas Mavericks,San Antonio Spurs,101,100
296,Toronto Raptors,New Jersey Nets,94,73
297,Atlanta Hawks,New Orleans Hornets,94,72
298,Chicago Bulls,Washington Wizards,98,88
299,Dallas Mavericks,Phoenix Suns,122,99
300,Minnesota Timberwolves,Houston Rockets,120,108
301,Los Angeles Clippers,Oklahoma City Thunder,112,100
302,Philadelphia 76ers,Orlando Magic,74,69
303,Milwaukee Bucks,Detroit Pistons,103,82
304,Utah Jazz,Portland Trail Blazers,93,89
305,San Antonio Spurs,Memphis Grizzlies,83,73
306,Miami Heat,New Orleans Hornets,109,95
307,Atlanta Hawks,Toronto Raptors,100,77
308,Boston Celtics,Cleveland Cavaliers,93,90
309,Memphis Grizzlies,Denver Nuggets,100,97
310,New York Knicks,Detroit Pistons,113,86
311,Indiana Pacers,New Jersey Nets,106,99
312,Golden State Warriors,Sacramento Kings,93,90
313,Los Angeles Lakers,Charlotte Bobcats,106,73
314,Philadelphia 76ers,Chicago Bulls,98,82
315,New Jersey Nets,Detroit Pistons,99,96
316,Los Angeles Clippers,Utah Jazz,107,105
317,Milwaukee Bucks,Miami Heat,105,97
318,Oklahoma City Thunder,Dallas Mavericks,95,86
319,Phoenix Suns,New Orleans Hornets,120,103
320,San Antonio Spurs,Houston Rockets,99,91
321,Boston Celtics,Toronto Raptors,100,64
322,Orlando Magic,Washington Wizards,109,103
323,Portland Trail Blazers,Charlotte Bobcats,112,68
324,Indiana Pacers,Minnesota Timberwolves,109,99
325,Chicago Bulls,New York Knicks,105,102
326,Denver Nuggets,Los Angeles Clippers,112,91
327,Sacramento Kings,Portland Trail Blazers,95,92
328,Golden State Warriors,Utah Jazz,119,101
329,San Antonio Spurs,New Orleans Hornets,93,81
330,Memphis Grizzlies,Atlanta Hawks,96,77
331,Orlando Magic,Cleveland Cavaliers,102,94
332,Los Angeles Lakers,Denver Nuggets,93,89
333,Oklahoma City Thunder,Memphis Grizzlies,101,94
334,Miami Heat,Philadelphia 76ers,99,79
335,Houston Rockets,Phoenix Suns,99,81
336,Toronto Raptors,Washington Wizards,106,89
337,Detroit Pistons,Milwaukee Bucks,88,80
338,Boston Celtics,New York Knicks,91,89
339,Indiana Pacers,Dallas Mavericks,98,87
340,Minnesota Timberwolves,New Jersey Nets,108,105
341,Minnesota Timberwolves,Houston Rockets,100,91
342,Utah Jazz,Los Angeles Lakers,96,87
343,San Antonio Spurs,Oklahoma City Thunder,107,96
344,Orlando Magic,Indiana Pacers,85,81
345,Philadelphia 76ers,Atlanta Hawks,98,87
346,Chicago Bulls,Milwaukee Bucks,113,90
347,Portland Trail Blazers,Denver Nuggets,117,97
348,Sacramento Kings,Golden State Warriors,114,106
349,New York Knicks,New Jersey Nets,99,92
350,Phoenix Suns,Charlotte Bobcats,95,89
351,Cleveland Cavaliers,Dallas Mavericks,91,88
352,Los Angeles Clippers,Washington Wizards,107,81
353,Detroit Pistons,New Orleans Hornets,89,87
354,Miami Heat,Toronto Raptors,95,89
355,Boston Celtics,Memphis Grizzlies,98,80
356,Chicago Bulls,New Jersey Nets,108,87
357,Houston Rockets,Denver Nuggets,99,90
358,Sacramento Kings,New Orleans Hornets,100,92
359,Washington Wizards,Toronto Raptors,111,108
360,Oklahoma City Thunder,Portland Trail Blazers,111,107
361,San Antonio Spurs,Memphis Grizzlies,89,84
362,Los Angeles Clippers,Orlando Magic,107,102
363,Philadelphia 76ers,Los Angeles Lakers,95,90
364,Phoenix Suns,Atlanta Hawks,99,90
365,New York Knicks,Utah Jazz,99,88
366,Boston Celtics,Charlotte Bobcats,94,84
367,Miami Heat,Cleveland Cavaliers,107,91
368,Oklahoma City Thunder,Golden State Warriors,119,116
369,Minnesota Timberwolves,Sacramento Kings,86,84
370,Phoenix Suns,Milwaukee Bucks,107,105
371,Indiana Pacers,Utah Jazz,104,99
372,Dallas Mavericks,Denver Nuggets,105,95
373,Detroit Pistons,New Jersey Nets,99,92
374,Houston Rockets,Portland Trail Blazers,103,96
375,Atlanta Hawks,Indiana Pacers,97,87
376,Milwaukee Bucks,Toronto Raptors,105,99
377,Memphis Grizzlies,Minnesota Timberwolves,85,80
378,New York Knicks,Washington Wizards,107,93
379,Orlando Magic,Miami Heat,102,89
380,Chicago Bulls,New Orleans Hornets,90,67
381,Cleveland Cavaliers,Los Angeles Clippers,99,92
382,San Antonio Spurs,Philadelphia 76ers,100,90
383,Golden State Warriors,Denver Nuggets,109,101
384,Houston Rockets,Phoenix Suns,96,89
385,Sacramento Kings,Oklahoma City Thunder,106,101
386,Los Angeles Lakers,Boston Celtics,88,87
387,Chicago Bulls,Charlotte Bobcats,95,64
388,Dallas Mavericks,Minnesota Timberwolves,104,97
389,Detroit Pistons,New Jersey Nets,109,92
390,Portland Trail Blazers,New Orleans Hornets,94,86
391,Atlanta Hawks,Orlando Magic,89,87
392,Toronto Raptors,Boston Celtics,86,74
393,Miami Heat,Washington Wizards,106,89
394,Milwaukee Bucks,Cleveland Cavaliers,113,112
395,Oklahoma City Thunder,Utah Jazz,101,87
396,Memphis Grizzlies,Indiana Pacers,98,92
397,Los Angeles Clippers,Philadelphia 76ers,78,77
398,New York Knicks,Los Angeles Lakers,92,85
399,Orlando Magic,Milwaukee Bucks,99,94
400,Philadelphia 76ers,Cleveland Cavaliers,99,84
401,Dallas Mavericks,Portland Trail Blazers,97,94
402,Phoenix Suns,Sacramento Kings,98,84
403,Denver Nuggets,Indiana Pacers,113,109
404,Los Angeles Clippers,Charlotte Bobcats,111,86
405,New York Knicks,Minnesota Timberwolves,100,98
406,San Antonio Spurs,New Jersey Nets,103,89
407,Boston Celtics,Chicago Bulls,95,91
408,Golden State Warriors,Houston Rockets,106,97
409,Utah Jazz,Memphis Grizzlies,98,88
410,Washington Wizards,Detroit Pistons,98,77
411,Miami Heat,Atlanta Hawks,107,87
412,Los Angeles Lakers,Toronto Raptors,94,92
413,Dallas Mavericks,Los Angeles Clippers,96,92
414,Miami Heat,Milwaukee Bucks,114,96
415,Philadelphia 76ers,Charlotte Bobcats,98,89
416,New Orleans Hornets,Utah Jazz,86,80
417,Golden State Warriors,Phoenix Suns,102,96
418,Orlando Magic,Minnesota Timberwolves,102,89
419,Miami Heat,Indiana Pacers,105,90
420,Denver Nuggets,Phoenix Suns,109,92
421,Memphis Grizzlies,Houston Rockets,93,83
422,New York Knicks,Toronto Raptors,90,87
423,Oklahoma City Thunder,Utah Jazz,111,85
424,Los Angeles Lakers,Atlanta Hawks,86,78
425,San Antonio Spurs,Detroit Pistons,99,95
426,Chicago Bulls,Sacramento Kings,121,115
427,Washington Wizards,Portland Trail Blazers,124,109
428,Dallas Mavericks,Denver Nuggets,102,84
429,Detroit Pistons,Boston Celtics,98,88
430,Houston Rockets,Oklahoma City Thunder,96,95
431,Orlando Magic,Philadelphia 76ers,103,87
432,Portland Trail Blazers,Golden State Warriors,93,91
433,Cleveland Cavaliers,Indiana Pacers,98,87
434,Atlanta Hawks,Phoenix Suns,101,99
435,Minnesota Timberwolves,Charlotte Bobcats,102,90
436,Memphis Grizzlies,New Jersey Nets,105,100
437,New Orleans Hornets,Milwaukee Bucks,92,89
438,San Antonio Spurs,Toronto Raptors,113,106
439,New York Knicks,Sacramento Kings,100,85
440,Los Angeles Clippers,Washington Wizards,102,84
441,Chicago Bulls,Boston Celtics,89,80
442,Los Angeles Clippers,Portland Trail Blazers,74,71
443,Indiana Pacers,New Jersey Nets,93,88
444,Charlotte Bobcats,Toronto Raptors,98,91
445,Memphis Grizzlies,Denver Nuggets,103,102
446,Oklahoma City Thunder,Golden State Warriors,110,87
447,Miami Heat,Cleveland Cavaliers,111,87
448,Orlando Magic,Milwaukee Bucks,94,85
449,Minnesota Timberwolves,Houston Rockets,111,98
450,Los Angeles Lakers,Phoenix Suns,111,99
451,Dallas Mavericks,Philadelphia 76ers,82,75
452,New Orleans Hornets,New York Knicks,89,85
453,Detroit Pistons,Sacramento Kings,114,108
454,Utah Jazz,Washington Wizards,114,100
455,Memphis Grizzlies,Golden State Warriors,104,103
456,New Jersey Nets,Chicago Bulls,97,85
457,San Antonio Spurs,Los Angeles Clippers,103,100
458,Portland Trail Blazers,Atlanta Hawks,97,77
459,Detroit Pistons,Boston Celtics,96,81
460,Indiana Pacers,Charlotte Bobcats,108,73
461,Milwaukee Bucks,New Jersey Nets,92,85
462,Houston Rockets,Utah Jazz,101,85
463,Oklahoma City Thunder,Denver Nuggets,124,118
464,Phoenix Suns,Los Angeles Lakers,102,90
465,Miami Heat,Orlando Magic,90,78
466,New York Knicks,Dallas Mavericks,104,97
467,Minnesota Timberwolves,Philadelphia 76ers,92,91
468,Cleveland Cavaliers,Sacramento Kings,93,92
469,Chicago Bulls,Atlanta Hawks,90,79
470,Oklahoma City Thunder,New Orleans Hornets,101,93
471,Orlando Magic,Milwaukee Bucks,93,90
472,Los Angeles Lakers,Portland Trail Blazers,103,92
473,San Antonio Spurs,Utah Jazz,106,102
474,Golden State Warriors,Los Angeles Clippers,104,97
475,Houston Rockets,Memphis Grizzlies,97,93
476,Denver Nuggets,Minnesota Timberwolves,103,101
477,New Jersey Nets,New York Knicks,100,92
478,Dallas Mavericks,Boston Celtics,89,73
479,Phoenix Suns,Washington Wizards,104,88
480,Portland Trail Blazers,San Antonio Spurs,137,97
481,Cleveland Cavaliers,Detroit Pistons,101,100
482,Indiana Pacers,New Orleans Hornets,117,108
483,Memphis Grizzlies,Philadelphia 76ers,89,76
484,Miami Heat,Sacramento Kings,120,108
485,New York Knicks,Atlanta Hawks,99,82
486,Los Angeles Clippers,Denver Nuggets,103,95
487,Toronto Raptors,Detroit Pistons,103,93
488,Indiana Pacers,Charlotte Bobcats,102,88
489,Los Angeles Lakers,Dallas Mavericks,96,91
490,Orlando Magic,New Jersey Nets,108,91
491,Golden State Warriors,Phoenix Suns,106,104
492,Chicago Bulls,Milwaukee Bucks,110,91
493,Minnesota Timberwolves,Utah Jazz,100,98
494,Oklahoma City Thunder,Boston Celtics,119,104
495,New Orleans Hornets,Cleveland Cavaliers,89,84
496,Houston Rockets,Philadelphia 76ers,93,87
497,Sacramento Kings,Washington Wizards,115,107
498,Oklahoma City Thunder,Los Angeles Lakers,100,85
499,Miami Heat,New York Knicks,102,88
500,San Antonio Spurs,Denver Nuggets,114,99
501,Atlanta Hawks,Orlando Magic,83,78
502,Boston Celtics,Cleveland Cavaliers,86,83
503,Minnesota Timberwolves,Los Angeles Clippers,109,97
504,Philadelphia 76ers,Detroit Pistons,97,68
505,Sacramento Kings,Utah Jazz,103,96
506,Milwaukee Bucks,Washington Wizards,119,118
507,Indiana Pacers,Golden State Warriors,102,78
508,New Jersey Nets,Dallas Mavericks,93,92
509,Chicago Bulls,New Orleans Hornets,99,95
510,Houston Rockets,Toronto Raptors,88,85
511,Detroit Pistons,Charlotte Bobcats,109,94
512,New York Knicks,Cleveland Cavaliers,120,103
513,Utah Jazz,Houston Rockets,104,83
514,Boston Celtics,Milwaukee Bucks,102,96
515,Los Angeles Lakers,Minnesota Timberwolves,104,85
516,Memphis Grizzlies,Dallas Mavericks,96,85
517,Orlando Magic,Washington Wizards,102,95
518,Denver Nuggets,Portland Trail Blazers,104,95
519,Chicago Bulls,San Antonio Spurs,96,89
520,Golden State Warriors,Atlanta Hawks,85,82
521,Oklahoma City Thunder,Philadelphia 76ers,92,88
522,Toronto Raptors,New Orleans Hornets,95,84
523,Phoenix Suns,Minnesota Timberwolves,104,95
524,Los Angeles Clippers,Sacramento Kings,108,100
525,Miami Heat,Portland Trail Blazers,107,93
526,Oklahoma City Thunder,Orlando Magic,105,102
527,Denver Nuggets,Houston Rockets,117,105
528,Atlanta Hawks,Milwaukee Bucks,99,94
529,Chicago Bulls,Cleveland Cavaliers,112,91
530,New Orleans Hornets,Dallas Mavericks,97,92
531,Phoenix Suns,Los Angeles Clippers,81,78
532,Boston Celtics,New Jersey Nets,107,94
533,Los Angeles Lakers,Sacramento Kings,115,107
534,San Antonio Spurs,Charlotte Bobcats,102,72
535,Philadelphia 76ers,Golden State Warriors,105,83
536,Memphis Grizzlies,Toronto Raptors,102,99
537,Utah Jazz,Miami Heat,99,98
538,Washington Wizards,Cleveland Cavaliers,101,98
539,Orlando Magic,Milwaukee Bucks,114,98
540,Dallas Mavericks,Utah Jazz,102,96
541,Minnesota Timberwolves,Portland Trail Blazers,122,110
542,Memphis Grizzlies,Detroit Pistons,100,83
543,Indiana Pacers,New Orleans Hornets,102,84
544,Atlanta Hawks,Oklahoma City Thunder,97,90
545,Chicago Bulls,Philadelphia 76ers,96,91
546,Denver Nuggets,San Antonio Spurs,99,94
547,Los Angeles Clippers,Houston Rockets,105,103
548,New Jersey Nets,Charlotte Bobcats,104,101
549,Boston Celtics,New York Knicks,115,111
550,Phoenix Suns,Sacramento Kings,96,88
551,Toronto Raptors,Golden State Warriors,83,75
552,Los Angeles Lakers,Miami Heat,93,83
553,Oklahoma City Thunder,Dallas Mavericks,95,91
