,home,away,home_points,away_points
552,Detroit Pistons,Brooklyn Nets,103,89
553,Toronto Raptors,Philadelphia 76ers,108,95
554,Utah Jazz,Miami Heat,98,83
555,Golden State Warriors,Sacramento Kings,128,116
556,Dallas Mavericks,Minnesota Timberwolves,93,87
557,Los Angeles Clippers,New Orleans Pelicans,114,111
558,Cleveland Cavaliers,Philadelphia 76ers,95,85
559,Memphis Grizzlies,Boston Celtics,101,98
560,Houston Rockets,Indiana Pacers,107,103
561,New York Knicks,Milwaukee Bucks,100,88
562,Denver Nuggets,Charlotte Hornets,95,92
563,Portland Trail Blazers,Oklahoma City Thunder,115,110
564,Utah Jazz,Los Angeles Lakers,86,74
565,San Antonio Spurs,Brooklyn Nets,106,79
566,Washington Wizards,Chicago Bulls,114,100
567,Golden State Warriors,Miami Heat,111,103
568,Indiana Pacers,Phoenix Suns,116,97
569,San Antonio Spurs,Detroit Pistons,109,99
570,New York Knicks,Boston Celtics,120,114
571,Houston Rockets,Memphis Grizzlies,107,91
572,Milwaukee Bucks,Chicago Bulls,106,101
573,Oklahoma City Thunder,Minnesota Timberwolves,101,96
574,Cleveland Cavaliers,Dallas Mavericks,110,107
575,Los Angeles Lakers,New Orleans Pelicans,95,91
576,Charlotte Hornets,Atlanta Hawks,107,84
577,Washington Wizards,Milwaukee Bucks,106,101
578,Brooklyn Nets,New York Knicks,110,104
579,Boston Celtics,Indiana Pacers,103,94
580,Houston Rockets,Minnesota Timberwolves,107,104
581,Oklahoma City Thunder,Dallas Mavericks,108,89
582,Denver Nuggets,Golden State Warriors,112,110
583,Portland Trail Blazers,Utah Jazz,99,85
584,New Orleans Pelicans,Sacramento Kings,109,97
585,Los Angeles Clippers,Miami Heat,104,90
586,Toronto Raptors,Orlando Magic,106,103
587,Chicago Bulls,Philadelphia 76ers,115,111
588,Memphis Grizzlies,Detroit Pistons,103,101
589,San Antonio Spurs,Cleveland Cavaliers,99,95
590,Sacramento Kings,Utah Jazz,103,101
591,Golden State Warriors,Los Angeles Lakers,116,98
592,Washington Wizards,Indiana Pacers,118,104
593,Oklahoma City Thunder,Minnesota Timberwolves,113,93
594,Boston Celtics,Phoenix Suns,117,103
595,Portland Trail Blazers,Brooklyn Nets,116,104
596,Dallas Mavericks,Chicago Bulls,83,77
597,New Orleans Pelicans,Charlotte Hornets,109,107
598,Milwaukee Bucks,Atlanta Hawks,108,101
599,Miami Heat,Denver Nuggets,98,95
600,Cleveland Cavaliers,Houston Rockets,91,77
601,Milwaukee Bucks,Charlotte Hornets,105,92
602,Boston Celtics,Washington Wizards,119,117
603,Atlanta Hawks,Brooklyn Nets,114,86
604,Detroit Pistons,Golden State Warriors,113,95
605,Philadelphia 76ers,Portland Trail Blazers,114,89
606,Memphis Grizzlies,New York Knicks,103,95
607,Utah Jazz,Los Angeles Lakers,109,82
608,Sacramento Kings,Los Angeles Clippers,110,103
609,Minnesota Timberwolves,Phoenix Suns,117,87
610,Oklahoma City Thunder,Miami Heat,99,74
611,San Antonio Spurs,Dallas Mavericks,112,83
612,Denver Nuggets,Indiana Pacers,129,126
613,Houston Rockets,Los Angeles Lakers,112,95
614,New York Knicks,Philadelphia 76ers,119,113
615,Charlotte Hornets,Utah Jazz,124,119
616,Portland Trail Blazers,Washington Wizards,108,98
617,Memphis Grizzlies,New Orleans Pelicans,101,99
618,Chicago Bulls,Detroit Pistons,111,101
619,Atlanta Hawks,Orlando Magic,98,81
620,Toronto Raptors,Brooklyn Nets,112,100
621,Golden State Warriors,Cleveland Cavaliers,132,98
622,Dallas Mavericks,Boston Celtics,118,113
623,Los Angeles Clippers,Houston Rockets,140,132
624,Milwaukee Bucks,Miami Heat,91,79
625,New Orleans Pelicans,Minnesota Timberwolves,114,99
626,Oklahoma City Thunder,Denver Nuggets,110,104
627,Indiana Pacers,Phoenix Suns,97,94
628,Philadelphia 76ers,Orlando Magic,96,87
629,Washington Wizards,Miami Heat,106,87
630,Cleveland Cavaliers,Brooklyn Nets,91,78
631,New York Knicks,Utah Jazz,118,111
632,Toronto Raptors,Boston Celtics,115,109
633,Golden State Warriors,Chicago Bulls,125,94
634,Detroit Pistons,Houston Rockets,123,114
635,Oklahoma City Thunder,Charlotte Hornets,109,95
636,Dallas Mavericks,Minnesota Timberwolves,106,94
637,Sacramento Kings,Los Angeles Lakers,112,93
638,Atlanta Hawks,Portland Trail Blazers,104,98
639,Cleveland Cavaliers,Los Angeles Clippers,115,102
640,New Orleans Pelicans,Detroit Pistons,115,99
641,Memphis Grizzlies,Denver Nuggets,102,101
642,Sacramento Kings,Atlanta Hawks,91,88
643,San Antonio Spurs,Phoenix Suns,117,89
644,Charlotte Hornets,Orlando Magic,120,116
645,Boston Celtics,Chicago Bulls,110,101
646,Utah Jazz,Brooklyn Nets,108,86
647,Los Angeles Clippers,New York Knicks,116,88
648,Toronto Raptors,Miami Heat,101,81
649,Houston Rockets,Milwaukee Bucks,102,98
650,Oklahoma City Thunder,Dallas Mavericks,109,106
651,Golden State Warriors,Indiana Pacers,122,110
652,San Antonio Spurs,Los Angeles Lakers,108,95
653,Charlotte Hornets,New York Knicks,97,84
654,New Orleans Pelicans,Milwaukee Bucks,116,99
655,Minnesota Timberwolves,Memphis Grizzlies,106,101
656,Chicago Bulls,Cleveland Cavaliers,96,83
657,Phoenix Suns,Atlanta Hawks,98,95
658,Denver Nuggets,Detroit Pistons,104,101
659,Portland Trail Blazers,Los Angeles Lakers,121,103
660,Sacramento Kings,Indiana Pacers,108,97
661,Boston Celtics,Philadelphia 76ers,112,92
662,Brooklyn Nets,Oklahoma City Thunder,116,106
663,Houston Rockets,Dallas Mavericks,115,104
664,Toronto Raptors,Los Angeles Clippers,112,94
665,Cleveland Cavaliers,Minnesota Timberwolves,114,107
666,Boston Celtics,Washington Wizards,116,91
667,Miami Heat,Chicago Bulls,89,84
668,Memphis Grizzlies,Orlando Magic,108,102
669,Houston Rockets,New Orleans Pelicans,112,111
670,Atlanta Hawks,Denver Nuggets,119,105
671,Detroit Pistons,Utah Jazz,95,92
672,Charlotte Hornets,Sacramento Kings,129,128
673,Golden State Warriors,San Antonio Spurs,120,90
674,Los Angeles Clippers,Indiana Pacers,91,89
675,Philadelphia 76ers,Phoenix Suns,113,103
676,Miami Heat,Brooklyn Nets,102,98
677,Oklahoma City Thunder,New York Knicks,128,122
678,Toronto Raptors,Washington Wizards,106,89
679,Milwaukee Bucks,Orlando Magic,107,100
680,Portland Trail Blazers,Sacramento Kings,112,97
681,Dallas Mavericks,Los Angeles Lakers,92,90
682,Cleveland Cavaliers,Phoenix Suns,115,93
683,Boston Celtics,Denver Nuggets,111,103
684,Detroit Pistons,Philadelphia 76ers,110,97
685,Los Angeles Clippers,Atlanta Hawks,85,83
686,Oklahoma City Thunder,Minnesota Timberwolves,126,123
687,San Antonio Spurs,Houston Rockets,130,99
688,Utah Jazz,Charlotte Hornets,102,73
689,Golden State Warriors,Dallas Mavericks,127,107
690,Indiana Pacers,Atlanta Hawks,111,92
691,Denver Nuggets,Washington Wizards,117,113
692,Toronto Raptors,New York Knicks,103,93
693,Memphis Grizzlies,Milwaukee Bucks,103,83
694,New Orleans Pelicans,Sacramento Kings,114,105
695,Chicago Bulls,Los Angeles Lakers,114,91
696,Boston Celtics,Orlando Magic,113,94
697,Cleveland Cavaliers,Detroit Pistons,114,106
698,New York Knicks,Phoenix Suns,102,84
699,Oklahoma City Thunder,Houston Rockets,116,108
700,Miami Heat,Milwaukee Bucks,107,103
701,Dallas Mavericks,Brooklyn Nets,91,79
702,Utah Jazz,Minnesota Timberwolves,103,90
703,Portland Trail Blazers,Charlotte Hornets,109,91
704,Los Angeles Clippers,Los Angeles Lakers,105,93
705,Golden State Warriors,Philadelphia 76ers,108,105
706,Toronto Raptors,Detroit Pistons,111,107
707,Indiana Pacers,Denver Nuggets,109,105
708,New Orleans Pelicans,Brooklyn Nets,105,103
709,Washington Wizards,Houston Rockets,123,122
710,Memphis Grizzlies,Sacramento Kings,121,117
711,Cleveland Cavaliers,San Antonio Spurs,117,103
712,Los Angeles Clippers,Chicago Bulls,120,93
713,Miami Heat,Atlanta Hawks,105,87
714,Orlando Magic,Boston Celtics,119,114
715,Dallas Mavericks,Phoenix Suns,91,78
716,Golden State Warriors,New York Knicks,116,95
717,Portland Trail Blazers,Minnesota Timberwolves,96,93
718,Charlotte Hornets,Los Angeles Lakers,101,82
719,Cleveland Cavaliers,Indiana Pacers,111,106
720,Detroit Pistons,Brooklyn Nets,105,100
721,Atlanta Hawks,Dallas Mavericks,112,97
722,Memphis Grizzlies,New Orleans Pelicans,110,95
723,Oklahoma City Thunder,Washington Wizards,114,98
724,San Antonio Spurs,Orlando Magic,107,92
725,Denver Nuggets,Toronto Raptors,112,93
726,Utah Jazz,Chicago Bulls,105,96
727,Sacramento Kings,Milwaukee Bucks,111,104
728,Boston Celtics,New York Knicks,97,89
729,Houston Rockets,Miami Heat,115,102
730,Toronto Raptors,Phoenix Suns,104,97
731,Portland Trail Blazers,Milwaukee Bucks,107,95
732,Los Angeles Lakers,Minnesota Timberwolves,119,115
733,Charlotte Hornets,Cleveland Cavaliers,106,97
734,Atlanta Hawks,Philadelphia 76ers,124,86
735,Boston Celtics,Detroit Pistons,102,95
736,Indiana Pacers,Brooklyn Nets,114,100
737,Golden State Warriors,Washington Wizards,134,121
738,Oklahoma City Thunder,Orlando Magic,117,114
739,Miami Heat,Dallas Mavericks,93,90
740,San Antonio Spurs,New Orleans Pelicans,110,97
741,Utah Jazz,Denver Nuggets,85,81
742,Chicago Bulls,Sacramento Kings,107,102
743,Minnesota Timberwolves,Los Angeles Clippers,108,102
744,Detroit Pistons,New York Knicks,111,105
745,Los Angeles Lakers,New Orleans Pelicans,99,96
746,Toronto Raptors,Portland Trail Blazers,110,103
747,Houston Rockets,Phoenix Suns,111,105
748,Atlanta Hawks,Indiana Pacers,102,96
749,Miami Heat,Charlotte Hornets,98,95
750,Los Angeles Clippers,Orlando Magic,107,93
751,Washington Wizards,Philadelphia 76ers,106,94
752,Brooklyn Nets,Sacramento Kings,128,119
753,Boston Celtics,Cleveland Cavaliers,104,103
754,Memphis Grizzlies,New York Knicks,91,85
755,Denver Nuggets,Chicago Bulls,115,110
756,Utah Jazz,Milwaukee Bucks,84,81
757,San Antonio Spurs,Dallas Mavericks,116,90
758,Portland Trail Blazers,Houston Rockets,96,79
759,Charlotte Hornets,Washington Wizards,108,104
760,Indiana Pacers,Detroit Pistons,112,104
761,Cleveland Cavaliers,New Orleans Pelicans,99,84
762,Philadelphia 76ers,Brooklyn Nets,103,98
763,Dallas Mavericks,Memphis Grizzlies,114,110
764,Minnesota Timberwolves,Chicago Bulls,112,105
765,San Antonio Spurs,Los Angeles Lakers,106,102
766,Utah Jazz,Phoenix Suns,98,89
767,Golden State Warriors,Oklahoma City Thunder,116,108
768,Denver Nuggets,New York Knicks,101,96
769,Orlando Magic,Atlanta Hawks,96,94
770,Boston Celtics,Sacramento Kings,128,119
771,Los Angeles Clippers,Miami Heat,100,93
772,Charlotte Hornets,Chicago Bulls,108,91
773,Cleveland Cavaliers,Sacramento Kings,120,100
774,Indiana Pacers,Los Angeles Lakers,89,87
775,Los Angeles Clippers,Philadelphia 76ers,98,92
776,Brooklyn Nets,Denver Nuggets,105,104
777,Toronto Raptors,Detroit Pistons,103,89
778,Orlando Magic,Atlanta Hawks,117,110
779,Portland Trail Blazers,Memphis Grizzlies,112,106
780,New Orleans Pelicans,Minnesota Timberwolves,116,102
781,Oklahoma City Thunder,Phoenix Suns,122,106
782,San Antonio Spurs,Miami Heat,119,101
783,Washington Wizards,New York Knicks,111,108
784,Milwaukee Bucks,Boston Celtics,112,111
785,Utah Jazz,Dallas Mavericks,121,119
786,Golden State Warriors,Houston Rockets,123,110
787,Charlotte Hornets,Indiana Pacers,117,95
788,San Antonio Spurs,Orlando Magic,98,96
789,Sacramento Kings,Philadelphia 76ers,114,110
790,Boston Celtics,Los Angeles Clippers,139,134
791,Memphis Grizzlies,Brooklyn Nets,109,90
792,Denver Nuggets,Detroit Pistons,103,92
793,Cleveland Cavaliers,Los Angeles Lakers,120,111
794,Atlanta Hawks,Chicago Bulls,113,90
795,Minnesota Timberwolves,Toronto Raptors,117,112
796,New Orleans Pelicans,Utah Jazz,100,96
797,Golden State Warriors,Phoenix Suns,112,104
798,Portland Trail Blazers,Houston Rockets,116,103
799,Milwaukee Bucks,Washington Wizards,99,92
800,Oklahoma City Thunder,New Orleans Pelicans,121,95
801,Washington Wizards,Utah Jazz,103,89
802,Cleveland Cavaliers,Chicago Bulls,106,95
803,Los Angeles Clippers,San Antonio Spurs,105,86
804,Orlando Magic,Dallas Mavericks,110,104
805,Washington Wizards,Detroit Pistons,98,86
806,Brooklyn Nets,New York Knicks,109,98
807,Miami Heat,Atlanta Hawks,115,111
808,Chicago Bulls,Toronto Raptors,116,106
809,Memphis Grizzlies,Minnesota Timberwolves,109,104
810,New Orleans Pelicans,Philadelphia 76ers,121,114
811,Indiana Pacers,Oklahoma City Thunder,101,98
812,Charlotte Hornets,Milwaukee Bucks,98,95
813,Houston Rockets,Phoenix Suns,116,100
814,Portland Trail Blazers,Golden State Warriors,137,105
815,Sacramento Kings,Denver Nuggets,116,110
816,Utah Jazz,Boston Celtics,111,93
817,San Antonio Spurs,Los Angeles Lakers,119,113
818,Milwaukee Bucks,Atlanta Hawks,117,109
819,Miami Heat,Washington Wizards,114,94
820,New York Knicks,Minnesota Timberwolves,103,95
821,Golden State Warriors,Los Angeles Clippers,115,112
822,New Orleans Pelicans,Detroit Pistons,111,106
823,Cleveland Cavaliers,Oklahoma City Thunder,115,92
824,Boston Celtics,Denver Nuggets,121,101
825,San Antonio Spurs,Phoenix Suns,118,111
826,Charlotte Hornets,Brooklyn Nets,104,96
827,Indiana Pacers,Orlando Magic,105,102
828,Toronto Raptors,Memphis Grizzlies,98,85
829,Dallas Mavericks,Philadelphia 76ers,129,103
830,Chicago Bulls,Los Angeles Lakers,126,115
831,Portland Trail Blazers,Utah Jazz,115,111
832,Detroit Pistons,Cleveland Cavaliers,96,88
833,Miami Heat,Indiana Pacers,101,93
834,Toronto Raptors,New York Knicks,122,95
835,Golden State Warriors,Atlanta Hawks,102,92
836,Milwaukee Bucks,Los Angeles Lakers,108,101
837,Minnesota Timberwolves,Boston Celtics,124,122
838,Los Angeles Clippers,Phoenix Suns,124,84
839,Orlando Magic,Philadelphia 76ers,124,115
840,Washington Wizards,New Orleans Pelicans,109,89
841,Sacramento Kings,Denver Nuggets,114,110
842,Utah Jazz,Houston Rockets,117,114
843,Portland Trail Blazers,Brooklyn Nets,112,104
844,Cleveland Cavaliers,Charlotte Hornets,114,103
845,Indiana Pacers,New York Knicks,108,105
846,Detroit Pistons,Philadelphia 76ers,111,91
847,Golden State Warriors,Miami Heat,118,112
848,Toronto Raptors,Minnesota Timberwolves,114,105
849,Chicago Bulls,Washington Wizards,109,104
850,Memphis Grizzlies,Los Angeles Lakers,128,119
851,Oklahoma City Thunder,Dallas Mavericks,116,103
852,Denver Nuggets,Los Angeles Clippers,87,81
853,San Antonio Spurs,Sacramento Kings,108,92
854,Golden State Warriors,Orlando Magic,130,114
855,Boston Celtics,Milwaukee Bucks,112,107
856,New Orleans Pelicans,Oklahoma City Thunder,123,119
857,Brooklyn Nets,Phoenix Suns,116,106
858,Houston Rockets,Portland Trail Blazers,119,105
859,San Antonio Spurs,Utah Jazz,96,78
860,Charlotte Hornets,Indiana Pacers,96,95
861,Washington Wizards,Philadelphia 76ers,103,94
862,New York Knicks,Orlando Magic,108,95
863,Toronto Raptors,Cleveland Cavaliers,99,97
864,Atlanta Hawks,Chicago Bulls,103,88
865,Dallas Mavericks,Denver Nuggets,122,116
866,Los Angeles Clippers,Sacramento Kings,117,107
867,Memphis Grizzlies,Los Angeles Lakers,112,95
868,Boston Celtics,Miami Heat,101,89
869,Minnesota Timberwolves,New Orleans Pelicans,112,110
870,Portland Trail Blazers,Chicago Bulls,103,95
871,San Antonio Spurs,Houston Rockets,104,94
872,Detroit Pistons,Milwaukee Bucks,102,91
873,Golden State Warriors,Oklahoma City Thunder,121,118
874,Phoenix Suns,Memphis Grizzlies,111,106
875,Brooklyn Nets,Utah Jazz,98,96
876,Washington Wizards,Cleveland Cavaliers,113,99
877,Atlanta Hawks,Charlotte Hornets,87,76
878,Detroit Pistons,Toronto Raptors,114,101
879,Portland Trail Blazers,Indiana Pacers,111,102
880,Orlando Magic,Philadelphia 76ers,130,116
881,Dallas Mavericks,Minnesota Timberwolves,128,101
882,Miami Heat,New York Knicks,98,81
883,Cleveland Cavaliers,Indiana Pacers,100,96
884,Washington Wizards,Philadelphia 76ers,116,108
885,Boston Celtics,Utah Jazz,100,95
886,Milwaukee Bucks,Houston Rockets,128,121
887,Memphis Grizzlies,Denver Nuggets,103,96
888,Oklahoma City Thunder,Sacramento Kings,131,116
889,Los Angeles Clippers,Brooklyn Nets,105,95
890,Charlotte Hornets,Phoenix Suns,126,92
891,Miami Heat,Chicago Bulls,129,111
892,Portland Trail Blazers,New York Knicks,104,85
893,Dallas Mavericks,Orlando Magic,121,108
894,Golden State Warriors,Atlanta Hawks,109,105
895,Los Angeles Lakers,Brooklyn Nets,107,101
896,Orlando Magic,Chicago Bulls,102,89
897,Charlotte Hornets,Philadelphia 76ers,119,99
898,Boston Celtics,Portland Trail Blazers,116,93
899,Toronto Raptors,Utah Jazz,104,94
900,Houston Rockets,New Orleans Pelicans,100,95
901,Memphis Grizzlies,Sacramento Kings,104,98
902,Indiana Pacers,Milwaukee Bucks,104,99
903,Washington Wizards,Minnesota Timberwolves,104,98
904,San Antonio Spurs,Detroit Pistons,97,81
905,Denver Nuggets,Los Angeles Lakers,117,107
906,Los Angeles Clippers,Oklahoma City Thunder,103,98
907,Miami Heat,Phoenix Suns,108,92
908,San Antonio Spurs,New Orleans Pelicans,94,86
909,Sacramento Kings,Dallas Mavericks,104,101
910,Golden State Warriors,Oklahoma City Thunder,121,106
911,Charlotte Hornets,Indiana Pacers,108,101
912,Phoenix Suns,Orlando Magic,102,84
913,Miami Heat,Philadelphia 76ers,112,102
914,Boston Celtics,New York Knicks,105,104
915,Toronto Raptors,Portland Trail Blazers,117,115
916,Cleveland Cavaliers,Washington Wizards,108,83
917,Memphis Grizzlies,Utah Jazz,94,88
918,Milwaukee Bucks,Minnesota Timberwolves,116,101
919,Brooklyn Nets,Denver Nuggets,121,120
920,Atlanta Hawks,Los Angeles Lakers,106,77
921,Cleveland Cavaliers,Boston Celtics,120,103
922,New York Knicks,Detroit Pistons,102,89
923,Indiana Pacers,Washington Wizards,100,99
924,Utah Jazz,New Orleans Pelicans,106,94
925,Minnesota Timberwolves,Brooklyn Nets,132,118
926,Chicago Bulls,Houston Rockets,108,100
927,San Antonio Spurs,Sacramento Kings,104,94
928,Atlanta Hawks,Los Angeles Clippers,107,97
929,Oklahoma City Thunder,Milwaukee Bucks,104,96
930,Los Angeles Lakers,Golden State Warriors,112,95
931,Phoenix Suns,Memphis Grizzlies,109,100
932,Denver Nuggets,Dallas Mavericks,116,114
933,Detroit Pistons,Portland Trail Blazers,123,103
934,Miami Heat,Philadelphia 76ers,103,98
935,Houston Rockets,Toronto Raptors,113,107
936,Charlotte Hornets,Minnesota Timberwolves,108,103
937,Memphis Grizzlies,Cleveland Cavaliers,106,103
938,Indiana Pacers,San Antonio Spurs,99,91
939,Chicago Bulls,Milwaukee Bucks,100,90
940,New Orleans Pelicans,Sacramento Kings,115,112
941,Los Angeles Clippers,Dallas Mavericks,109,90
942,Golden State Warriors,Orlando Magic,119,113
943,Toronto Raptors,Brooklyn Nets,104,99
944,San Antonio Spurs,Minnesota Timberwolves,116,91
945,Denver Nuggets,New York Knicks,110,94
946,Atlanta Hawks,Utah Jazz,91,84
947,Portland Trail Blazers,Washington Wizards,116,109
948,Los Angeles Lakers,Orlando Magic,107,98
949,Charlotte Hornets,New Orleans Pelicans,122,113
950,Houston Rockets,Philadelphia 76ers,118,104
951,Milwaukee Bucks,Miami Heat,114,108
952,Boston Celtics,Memphis Grizzlies,116,96
953,Detroit Pistons,Dallas Mavericks,102,96
954,Oklahoma City Thunder,Los Angeles Clippers,120,108
955,New York Knicks,Phoenix Suns,128,97
956,Cleveland Cavaliers,Sacramento Kings,120,111
957,Golden State Warriors,Utah Jazz,115,94
958,Toronto Raptors,Atlanta Hawks,104,96
959,San Antonio Spurs,Chicago Bulls,109,101
960,Denver Nuggets,Phoenix Suns,116,98
961,Cleveland Cavaliers,Los Angeles Lakers,120,108
962,Charlotte Hornets,Detroit Pistons,118,103
963,Philadelphia 76ers,Brooklyn Nets,95,89
964,Houston Rockets,Boston Celtics,102,98
965,Miami Heat,Chicago Bulls,118,96
966,Memphis Grizzlies,New Orleans Pelicans,121,114
967,Minnesota Timberwolves,Oklahoma City Thunder,99,96
968,Utah Jazz,Washington Wizards,114,93
969,Orlando Magic,Sacramento Kings,107,100
970,Golden State Warriors,Portland Trail Blazers,128,112
971,Los Angeles Clippers,New York Knicks,101,94
972,Indiana Pacers,Dallas Mavericks,112,105
973,Charlotte Hornets,Houston Rockets,125,109
974,Detroit Pistons,Philadelphia 76ers,125,111
975,Toronto Raptors,Miami Heat,112,104
976,Atlanta Hawks,Memphis Grizzlies,95,83
977,Milwaukee Bucks,New Orleans Pelicans,103,92
978,San Antonio Spurs,Oklahoma City Thunder,93,85
979,Denver Nuggets,Washington Wizards,116,100
980,Golden State Warriors,Phoenix Suns,123,116
981,Portland Trail Blazers,Orlando Magic,121,84
982,Cleveland Cavaliers,Los Angeles Clippers,114,90
983,Atlanta Hawks,Indiana Pacers,104,75
984,Milwaukee Bucks,Brooklyn Nets,109,100
985,Utah Jazz,Sacramento Kings,108,99
986,New York Knicks,Los Angeles Lakers,90,87
987,Dallas Mavericks,Charlotte Hornets,107,96
988,Washington Wizards,Detroit Pistons,124,81
989,Miami Heat,Denver Nuggets,124,119
990,Chicago Bulls,Toronto Raptors,109,107
991,Houston Rockets,Memphis Grizzlies,130,81
992,Oklahoma City Thunder,Portland Trail Blazers,128,94
993,Utah Jazz,Cleveland Cavaliers,94,85
994,Phoenix Suns,Minnesota Timberwolves,107,104
995,Golden State Warriors,New Orleans Pelicans,125,107
996,Indiana Pacers,Boston Celtics,103,98
997,Orlando Magic,Denver Nuggets,116,110
998,Brooklyn Nets,Philadelphia 76ers,131,114
999,Toronto Raptors,Milwaukee Bucks,107,89
1000,San Antonio Spurs,Los Angeles Clippers,108,87
1001,Sacramento Kings,Los Angeles Lakers,106,98
1002,Oklahoma City Thunder,Boston Celtics,130,109
1003,Charlotte Hornets,Orlando Magic,107,99
1004,Cleveland Cavaliers,Dallas Mavericks,99,98
1005,Washington Wizards,Chicago Bulls,117,96
1006,Atlanta Hawks,Detroit Pistons,118,114
1007,Minnesota Timberwolves,Memphis Grizzlies,114,108
1008,Los Angeles Clippers,Houston Rockets,122,106
1009,New Orleans Pelicans,Sacramento Kings,123,108
1010,Golden State Warriors,New York Knicks,121,85
1011,Toronto Raptors,Indiana Pacers,101,94
1012,Washington Wizards,Philadelphia 76ers,99,94
1013,Charlotte Hornets,Miami Heat,109,106
1014,Atlanta Hawks,Denver Nuggets,116,98
1015,Chicago Bulls,Brooklyn Nets,118,102
1016,Milwaukee Bucks,Memphis Grizzlies,96,86
1017,San Antonio Spurs,Portland Trail Blazers,118,110
1018,Utah Jazz,Phoenix Suns,103,69
1019,Cleveland Cavaliers,Orlando Magic,109,103
1020,Oklahoma City Thunder,Philadelphia 76ers,111,97
1021,Detroit Pistons,Sacramento Kings,115,108
1022,Toronto Raptors,Boston Celtics,105,91
1023,Houston Rockets,Minnesota Timberwolves,116,111
1024,Portland Trail Blazers,New Orleans Pelicans,117,112
1025,Golden State Warriors,Dallas Mavericks,130,112
1026,Phoenix Suns,Los Angeles Lakers,95,90
1027,Denver Nuggets,Charlotte Hornets,101,93
1028,Detroit Pistons,Brooklyn Nets,115,103
1029,Oklahoma City Thunder,Indiana Pacers,115,111
1030,Washington Wizards,New York Knicks,99,89
1031,Atlanta Hawks,Houston Rockets,109,97
1032,Miami Heat,Cleveland Cavaliers,122,101
1033,Chicago Bulls,Utah Jazz,92,85
1034,Memphis Grizzlies,Los Angeles Clippers,113,102
1035,San Antonio Spurs,Golden State Warriors,87,79
1036,Dallas Mavericks,Portland Trail Blazers,132,120
1037,Toronto Raptors,Orlando Magic,105,100
1038,Boston Celtics,Philadelphia 76ers,120,105
1039,New Orleans Pelicans,Los Angeles Clippers,109,105
1040,Utah Jazz,Milwaukee Bucks,94,85
1041,Sacramento Kings,New York Knicks,88,80
1042,Charlotte Hornets,San Antonio Spurs,91,88
1043,Cleveland Cavaliers,Denver Nuggets,124,91
1044,Indiana Pacers,Philadelphia 76ers,91,75
1045,Boston Celtics,Orlando Magic,107,96
1046,Detroit Pistons,Milwaukee Bucks,92,91
1047,Washington Wizards,Atlanta Hawks,117,102
1048,Chicago Bulls,Sacramento Kings,109,102
1049,Golden State Warriors,Minnesota Timberwolves,109,104
1050,Memphis Grizzlies,Phoenix Suns,103,97
1051,Charlotte Hornets,Brooklyn Nets,105,100
1052,Miami Heat,New Orleans Pelicans,113,99
1053,Oklahoma City Thunder,Houston Rockets,111,107
1054,Los Angeles Lakers,Memphis Grizzlies,107,100
1055,Atlanta Hawks,Washington Wizards,122,101
1056,Boston Celtics,Toronto Raptors,91,79
1057,Detroit Pistons,Orlando Magic,118,102
1058,Cleveland Cavaliers,Milwaukee Bucks,113,104
1059,New York Knicks,Chicago Bulls,115,107
1060,Utah Jazz,Houston Rockets,89,87
1061,Minnesota Timberwolves,Sacramento Kings,113,104
1062,San Antonio Spurs,Miami Heat,112,88
1063,Denver Nuggets,Philadelphia 76ers,104,103
1064,Phoenix Suns,Los Angeles Lakers,119,107
1065,Golden State Warriors,Los Angeles Clippers,114,98
1066,Portland Trail Blazers,Dallas Mavericks,109,103
1067,Indiana Pacers,New Orleans Pelicans,92,84
1068,Brooklyn Nets,Cleveland Cavaliers,104,95
1069,New York Knicks,Chicago Bulls,106,94
1070,Oklahoma City Thunder,Utah Jazz,113,91
1071,Los Angeles Clippers,Portland Trail Blazers,96,94
1072,Minnesota Timberwolves,Washington Wizards,132,129
1073,Detroit Pistons,Charlotte Hornets,112,105
1074,Miami Heat,Orlando Magic,108,97
1075,Atlanta Hawks,Milwaukee Bucks,101,90
1076,Houston Rockets,Toronto Raptors,112,109
1077,San Antonio Spurs,Memphis Grizzlies,110,104
1078,Sacramento Kings,Phoenix Suns,116,94
1079,Golden State Warriors,Dallas Mavericks,128,120
1080,Denver Nuggets,Los Angeles Lakers,116,105
1081,Brooklyn Nets,Indiana Pacers,120,110
1082,Orlando Magic,Chicago Bulls,111,89
1083,Toronto Raptors,New Orleans Pelicans,115,91
1084,Atlanta Hawks,Detroit Pistons,112,95
1085,Cleveland Cavaliers,New York Knicks,107,93
1086,Utah Jazz,Minnesota Timberwolves,93,84
1087,Oklahoma City Thunder,San Antonio Spurs,111,92
1088,Charlotte Hornets,Milwaukee Bucks,115,91
1089,Boston Celtics,Phoenix Suns,102,99
1090,Portland Trail Blazers,Philadelphia 76ers,108,105
1091,Los Angeles Clippers,Denver Nuggets,105,90
1092,Indiana Pacers,Houston Rockets,104,101
1093,Sacramento Kings,Dallas Mavericks,133,111
1094,Golden State Warriors,Philadelphia 76ers,117,105
1095,Washington Wizards,Los Angeles Lakers,101,88
1096,Miami Heat,Brooklyn Nets,110,99
1097,Oklahoma City Thunder,Toronto Raptors,119,100
1098,Atlanta Hawks,Chicago Bulls,102,100
1099,San Antonio Spurs,Memphis Grizzlies,101,87
1100,Minnesota Timberwolves,Phoenix Suns,121,116
