,home,away,home_points,away_points
62,Cleveland Cavaliers,New York Knicks,96,86
63,Houston Rockets,Orlando Magic,119,114
64,Milwaukee Bucks,Philadelphia 76ers,91,87
65,Toronto Raptors,Oklahoma City Thunder,103,98
66,Phoenix Suns,Sacramento Kings,118,97
67,Portland Trail Blazers,Utah Jazz,108,92
68,Golden State Warriors,Los Angeles Clippers,112,108
69,Chicago Bulls,Oklahoma City Thunder,104,98
70,Miami Heat,Minnesota Timberwolves,96,84
71,Charlotte Hornets,Dallas Mavericks,108,94
72,Utah Jazz,Denver Nuggets,96,84
73,Portland Trail Blazers,Memphis Grizzlies,115,96
74,Orlando Magic,Toronto Raptors,92,87
75,Boston Celtics,Washington Wizards,118,98
76,Los Angeles Lakers,Brooklyn Nets,104,98
77,Cleveland Cavaliers,Philadelphia 76ers,108,102
78,Milwaukee Bucks,New York Knicks,99,92
79,Indiana Pacers,Miami Heat,90,87
80,Atlanta Hawks,New Orleans Pelicans,121,115
81,Detroit Pistons,Phoenix Suns,100,92
82,Golden State Warriors,Denver Nuggets,119,104
83,Houston Rockets,Sacramento Kings,116,110
84,Minnesota Timberwolves,Chicago Bulls,102,93
85,Orlando Magic,Philadelphia 76ers,105,97
86,Atlanta Hawks,Washington Wizards,114,99
87,Dallas Mavericks,New Orleans Pelicans,107,98
88,Milwaukee Bucks,Brooklyn Nets,94,86
89,San Antonio Spurs,Charlotte Hornets,114,94
90,Utah Jazz,Memphis Grizzlies,89,79
91,Golden State Warriors,Sacramento Kings,103,94
92,Houston Rockets,Los Angeles Clippers,109,105
93,Cleveland Cavaliers,Indiana Pacers,101,97
94,New York Knicks,Los Angeles Lakers,99,95
95,Miami Heat,Toronto Raptors,96,76
96,Oklahoma City Thunder,Phoenix Suns,124,103
97,Detroit Pistons,Portland Trail Blazers,120,103
98,Indiana Pacers,Orlando Magic,97,84
99,Chicago Bulls,Philadelphia 76ers,111,88
100,Minnesota Timberwolves,Atlanta Hawks,117,107
101,Denver Nuggets,Portland Trail Blazers,108,104
102,San Antonio Spurs,Sacramento Kings,106,88
103,Golden State Warriors,Detroit Pistons,109,95
104,Los Angeles Clippers,Memphis Grizzlies,94,92
105,Cleveland Cavaliers,Utah Jazz,118,114
106,Oklahoma City Thunder,Washington Wizards,125,101
107,Miami Heat,Los Angeles Lakers,101,88
108,New York Knicks,Toronto Raptors,111,109
109,Boston Celtics,Milwaukee Bucks,99,83
110,Charlotte Hornets,Minnesota Timberwolves,104,95
111,New Orleans Pelicans,Dallas Mavericks,120,105
112,Charlotte Hornets,New York Knicks,95,93
113,Orlando Magic,Los Angeles Lakers,101,99
114,Toronto Raptors,Philadelphia 76ers,119,103
115,Indiana Pacers,Boston Celtics,102,91
116,Atlanta Hawks,New Orleans Pelicans,106,98
117,Dallas Mavericks,Los Angeles Clippers,118,108
118,Brooklyn Nets,Houston Rockets,106,98
119,Golden State Warriors,Memphis Grizzlies,100,84
120,Denver Nuggets,Milwaukee Bucks,103,102
121,Sacramento Kings,Detroit Pistons,101,92
122,San Antonio Spurs,Portland Trail Blazers,113,101
123,Miami Heat,Utah Jazz,92,91
124,Golden State Warriors,Minnesota Timberwolves,129,116
125,Phoenix Suns,Los Angeles Clippers,118,104
126,Indiana Pacers,Minnesota Timberwolves,107,103
127,Orlando Magic,Utah Jazz,102,93
128,Boston Celtics,Atlanta Hawks,106,93
129,Cleveland Cavaliers,New York Knicks,90,84
130,Toronto Raptors,New Orleans Pelicans,100,81
131,Chicago Bulls,Charlotte Hornets,102,97
132,Memphis Grizzlies,Portland Trail Blazers,101,100
133,Oklahoma City Thunder,Philadelphia 76ers,102,85
134,Dallas Mavericks,Los Angeles Lakers,90,82
135,Denver Nuggets,Houston Rockets,107,98
136,Sacramento Kings,Brooklyn Nets,111,109
137,Los Angeles Clippers,Detroit Pistons,101,96
138,Washington Wizards,Orlando Magic,108,99
139,Dallas Mavericks,Houston Rockets,110,98
140,Milwaukee Bucks,Cleveland Cavaliers,108,105
141,San Antonio Spurs,Philadelphia 76ers,92,83
142,Phoenix Suns,Denver Nuggets,105,81
143,Golden State Warriors,Brooklyn Nets,107,99
144,New York Knicks,New Orleans Pelicans,95,87
145,Memphis Grizzlies,Minnesota Timberwolves,114,106
146,Charlotte Hornets,Portland Trail Blazers,106,94
147,Utah Jazz,Atlanta Hawks,97,96
148,Boston Celtics,Oklahoma City Thunder,100,85
149,Sacramento Kings,Toronto Raptors,107,101
150,Los Angeles Lakers,Detroit Pistons,97,85
151,Dallas Mavericks,Philadelphia 76ers,92,86
152,Chicago Bulls,Indiana Pacers,96,95
153,Boston Celtics,Houston Rockets,111,95
154,Memphis Grizzlies,Oklahoma City Thunder,122,114
155,San Antonio Spurs,Portland Trail Blazers,93,80
156,Phoenix Suns,Los Angeles Lakers,120,101
157,Washington Wizards,Milwaukee Bucks,115,86
158,Brooklyn Nets,Atlanta Hawks,90,88
159,Detroit Pistons,Cleveland Cavaliers,104,99
160,Minnesota Timberwolves,Miami Heat,103,91
161,New York Knicks,Charlotte Hornets,102,94
162,Denver Nuggets,New Orleans Pelicans,115,98
163,Golden State Warriors,Toronto Raptors,115,110
164,Charlotte Hornets,Brooklyn Nets,116,111
165,Orlando Magic,Minnesota Timberwolves,104,101
166,Indiana Pacers,Philadelphia 76ers,112,85
167,Dallas Mavericks,Boston Celtics,106,102
168,Atlanta Hawks,Sacramento Kings,103,97
169,Houston Rockets,Portland Trail Blazers,108,103
170,Oklahoma City Thunder,New Orleans Pelicans,110,103
171,San Antonio Spurs,Denver Nuggets,109,98
172,Utah Jazz,Toronto Raptors,93,89
173,Chicago Bulls,Phoenix Suns,103,97
174,Miami Heat,Sacramento Kings,116,109
175,Cleveland Cavaliers,Milwaukee Bucks,115,100
176,Golden State Warriors,Los Angeles Clippers,124,117
177,Charlotte Hornets,Philadelphia 76ers,113,88
178,Boston Celtics,Brooklyn Nets,120,95
179,Memphis Grizzlies,Houston Rockets,96,84
180,Detroit Pistons,Minnesota Timberwolves,96,86
181,New Orleans Pelicans,San Antonio Spurs,104,90
182,New York Knicks,Oklahoma City Thunder,93,90
183,Dallas Mavericks,Utah Jazz,102,93
184,Phoenix Suns,Denver Nuggets,114,107
185,Portland Trail Blazers,Los Angeles Clippers,102,91
186,Golden State Warriors,Chicago Bulls,106,94
187,Toronto Raptors,Los Angeles Lakers,102,91
188,Sacramento Kings,Orlando Magic,97,91
189,Indiana Pacers,Milwaukee Bucks,123,86
190,Cleveland Cavaliers,Atlanta Hawks,109,97
191,Washington Wizards,Detroit Pistons,97,95
192,Miami Heat,Philadelphia 76ers,96,91
193,New York Knicks,Houston Rockets,107,102
194,San Antonio Spurs,Memphis Grizzlies,92,82
195,Toronto Raptors,Los Angeles Clippers,91,80
196,Brooklyn Nets,Boston Celtics,111,101
197,New Orleans Pelicans,Phoenix Suns,122,116
198,Oklahoma City Thunder,Dallas Mavericks,117,114
199,Golden State Warriors,Denver Nuggets,118,105
200,Portland Trail Blazers,Los Angeles Lakers,107,93
201,Charlotte Hornets,Sacramento Kings,127,122
202,Cleveland Cavaliers,Orlando Magic,117,103
203,Miami Heat,New York Knicks,95,78
204,Milwaukee Bucks,Detroit Pistons,109,88
205,Minnesota Timberwolves,Philadelphia 76ers,100,95
206,San Antonio Spurs,Phoenix Suns,98,84
207,Oklahoma City Thunder,Utah Jazz,111,89
208,Indiana Pacers,Washington Wizards,123,106
209,Atlanta Hawks,Boston Celtics,121,97
210,Memphis Grizzlies,Dallas Mavericks,110,96
211,Los Angeles Clippers,Denver Nuggets,111,94
212,Chicago Bulls,Portland Trail Blazers,93,88
213,Golden State Warriors,Los Angeles Lakers,111,77
214,Charlotte Hornets,Washington Wizards,101,87
215,Orlando Magic,New York Knicks,100,91
216,Boston Celtics,Philadelphia 76ers,84,80
217,Detroit Pistons,Miami Heat,104,81
218,Toronto Raptors,Cleveland Cavaliers,103,99
219,Memphis Grizzlies,Houston Rockets,102,93
220,Sacramento Kings,Milwaukee Bucks,129,118
221,Minnesota Timberwolves,Atlanta Hawks,99,95
222,Oklahoma City Thunder,Brooklyn Nets,110,99
223,San Antonio Spurs,Dallas Mavericks,88,83
224,New Orleans Pelicans,Phoenix Suns,120,114
225,Utah Jazz,Los Angeles Clippers,102,91
226,Cleveland Cavaliers,Charlotte Hornets,95,90
227,Orlando Magic,Milwaukee Bucks,114,90
228,Boston Celtics,Washington Wizards,111,78
229,Miami Heat,New York Knicks,97,78
230,Indiana Pacers,Chicago Bulls,104,92
231,Houston Rockets,Philadelphia 76ers,116,114
232,Atlanta Hawks,Memphis Grizzlies,116,101
233,Oklahoma City Thunder,Detroit Pistons,103,87
234,San Antonio Spurs,Denver Nuggets,91,80
235,Golden State Warriors,Phoenix Suns,135,116
236,Minnesota Timberwolves,Sacramento Kings,101,91
237,Los Angeles Clippers,New Orleans Pelicans,111,90
238,Toronto Raptors,Washington Wizards,84,82
239,Cleveland Cavaliers,Brooklyn Nets,90,88
240,Dallas Mavericks,Denver Nuggets,92,81
241,San Antonio Spurs,Atlanta Hawks,108,88
242,Utah Jazz,New Orleans Pelicans,101,87
243,Portland Trail Blazers,Los Angeles Lakers,108,96
244,Golden State Warriors,Sacramento Kings,120,101
245,Charlotte Hornets,Milwaukee Bucks,87,82
246,Los Angeles Clippers,Minnesota Timberwolves,107,99
247,Brooklyn Nets,Detroit Pistons,87,83
248,Orlando Magic,Boston Celtics,110,91
249,Phoenix Suns,Toronto Raptors,107,102
250,Memphis Grizzlies,Philadelphia 76ers,92,84
251,Houston Rockets,New York Knicks,116,111
252,Indiana Pacers,Los Angeles Lakers,107,103
253,Detroit Pistons,Houston Rockets,116,105
254,Boston Celtics,Miami Heat,105,95
255,Atlanta Hawks,Oklahoma City Thunder,106,100
256,Chicago Bulls,San Antonio Spurs,92,89
257,Milwaukee Bucks,Denver Nuggets,92,74
258,Golden State Warriors,Utah Jazz,106,103
259,Sacramento Kings,Dallas Mavericks,112,98
260,Los Angeles Clippers,Portland Trail Blazers,102,87
261,Washington Wizards,Cleveland Cavaliers,97,85
262,Philadelphia 76ers,Los Angeles Lakers,103,91
263,Brooklyn Nets,Phoenix Suns,94,91
264,Orlando Magic,Minnesota Timberwolves,96,93
265,Memphis Grizzlies,New Orleans Pelicans,113,104
266,Dallas Mavericks,Portland Trail Blazers,115,112
267,Golden State Warriors,Charlotte Hornets,116,99
268,Los Angeles Lakers,Washington Wizards,108,104
269,Detroit Pistons,Phoenix Suns,127,122
270,New York Knicks,Philadelphia 76ers,99,87
271,Toronto Raptors,Atlanta Hawks,96,86
272,Chicago Bulls,Denver Nuggets,99,90
273,Houston Rockets,New Orleans Pelicans,108,101
274,San Antonio Spurs,Milwaukee Bucks,95,70
275,Indiana Pacers,Los Angeles Clippers,103,91
276,Miami Heat,Oklahoma City Thunder,97,95
277,Denver Nuggets,Toronto Raptors,106,105
278,Orlando Magic,Utah Jazz,103,94
279,San Antonio Spurs,Memphis Grizzlies,103,83
280,Portland Trail Blazers,Indiana Pacers,123,111
281,Boston Celtics,Sacramento Kings,114,97
282,New York Knicks,Brooklyn Nets,108,91
283,Washington Wizards,Phoenix Suns,109,106
284,Detroit Pistons,Milwaukee Bucks,102,95
285,Atlanta Hawks,Los Angeles Lakers,100,87
286,Houston Rockets,Dallas Mavericks,100,96
287,New Orleans Pelicans,Cleveland Cavaliers,114,108
288,Denver Nuggets,Philadelphia 76ers,108,105
289,Golden State Warriors,Toronto Raptors,112,109
290,Miami Heat,Cleveland Cavaliers,99,84
291,Charlotte Hornets,Chicago Bulls,102,96
292,Houston Rockets,Sacramento Kings,120,113
293,Portland Trail Blazers,Minnesota Timberwolves,109,103
294,Milwaukee Bucks,New York Knicks,106,91
295,San Antonio Spurs,Boston Celtics,108,105
296,Utah Jazz,Indiana Pacers,122,119
297,Los Angeles Clippers,Orlando Magic,103,101
298,Memphis Grizzlies,Phoenix Suns,95,93
299,Golden State Warriors,Brooklyn Nets,114,98
300,Detroit Pistons,Los Angeles Lakers,111,91
301,Dallas Mavericks,Washington Wizards,116,104
302,Oklahoma City Thunder,Sacramento Kings,98,95
303,Charlotte Hornets,Detroit Pistons,104,84
304,San Antonio Spurs,Philadelphia 76ers,119,68
305,Washington Wizards,Miami Heat,114,103
306,Dallas Mavericks,New York Knicks,104,97
307,Toronto Raptors,Los Angeles Lakers,102,93
308,Phoenix Suns,Chicago Bulls,103,101
309,Milwaukee Bucks,Portland Trail Blazers,90,88
310,Los Angeles Clippers,Minnesota Timberwolves,110,106
311,Boston Celtics,New Orleans Pelicans,111,93
312,Cleveland Cavaliers,Portland Trail Blazers,105,100
313,Golden State Warriors,Indiana Pacers,131,123
314,Brooklyn Nets,Houston Rockets,110,105
315,Oklahoma City Thunder,Memphis Grizzlies,125,88
316,Orlando Magic,Denver Nuggets,85,74
317,Sacramento Kings,Utah Jazz,114,106
318,Boston Celtics,Chicago Bulls,105,100
319,Charlotte Hornets,Miami Heat,99,81
320,Houston Rockets,Washington Wizards,109,103
321,Memphis Grizzlies,Detroit Pistons,93,92
322,Toronto Raptors,San Antonio Spurs,97,94
323,Los Angeles Clippers,Milwaukee Bucks,109,95
324,Minnesota Timberwolves,Los Angeles Lakers,123,122
325,Phoenix Suns,Orlando Magic,107,104
326,Utah Jazz,New York Knicks,106,85
327,Atlanta Hawks,Dallas Mavericks,98,95
328,Brooklyn Nets,Philadelphia 76ers,100,91
329,Chicago Bulls,Los Angeles Clippers,83,80
330,Oklahoma City Thunder,Atlanta Hawks,107,94
331,Sacramento Kings,New York Knicks,99,97
332,Indiana Pacers,Miami Heat,96,83
333,Cleveland Cavaliers,Orlando Magic,111,76
334,Detroit Pistons,Philadelphia 76ers,107,95
335,Golden State Warriors,Boston Celtics,124,119
336,Toronto Raptors,Milwaukee Bucks,90,83
337,Charlotte Hornets,Memphis Grizzlies,123,99
338,New Orleans Pelicans,Washington Wizards,107,105
339,Denver Nuggets,Minnesota Timberwolves,111,108
340,Oklahoma City Thunder,Utah Jazz,94,90
341,San Antonio Spurs,Los Angeles Lakers,109,87
342,Portland Trail Blazers,Phoenix Suns,106,96
343,Los Angeles Clippers,Brooklyn Nets,105,100
344,Boston Celtics,Charlotte Hornets,98,93
345,Detroit Pistons,Indiana Pacers,118,96
346,San Antonio Spurs,Atlanta Hawks,103,78
347,Chicago Bulls,New Orleans Pelicans,98,94
348,Houston Rockets,Los Angeles Lakers,126,97
349,Washington Wizards,Dallas Mavericks,114,111
350,Milwaukee Bucks,Golden State Warriors,108,95
351,New York Knicks,Portland Trail Blazers,112,110
352,Phoenix Suns,Minnesota Timberwolves,108,101
353,Miami Heat,Memphis Grizzlies,100,97
354,Toronto Raptors,Philadelphia 76ers,96,76
355,Oklahoma City Thunder,Utah Jazz,104,98
356,Indiana Pacers,Toronto Raptors,106,90
357,Orlando Magic,Brooklyn Nets,105,82
358,Los Angeles Clippers,Detroit Pistons,105,103
359,Miami Heat,Atlanta Hawks,100,88
360,Chicago Bulls,Philadelphia 76ers,115,96
361,Memphis Grizzlies,Washington Wizards,112,95
362,Dallas Mavericks,Phoenix Suns,104,94
363,San Antonio Spurs,Utah Jazz,118,81
364,Denver Nuggets,Houston Rockets,114,108
365,Portland Trail Blazers,New Orleans Pelicans,105,101
366,Cleveland Cavaliers,Boston Celtics,89,77
367,Denver Nuggets,Minnesota Timberwolves,112,100
368,Sacramento Kings,Houston Rockets,107,97
369,Los Angeles Lakers,Milwaukee Bucks,113,95
370,Indiana Pacers,Dallas Mavericks,107,81
371,Orlando Magic,Charlotte Hornets,113,98
372,Miami Heat,Brooklyn Nets,104,98
373,Detroit Pistons,Boston Celtics,119,116
374,New York Knicks,Minnesota Timberwolves,107,102
375,Atlanta Hawks,Philadelphia 76ers,127,106
376,Chicago Bulls,Memphis Grizzlies,98,85
377,Oklahoma City Thunder,Portland Trail Blazers,106,90
378,San Antonio Spurs,Washington Wizards,114,95
379,New Orleans Pelicans,Utah Jazz,104,94
380,Golden State Warriors,Phoenix Suns,128,103
381,Los Angeles Clippers,Milwaukee Bucks,103,90
382,Charlotte Hornets,Toronto Raptors,109,99
383,Cleveland Cavaliers,Oklahoma City Thunder,104,100
384,Houston Rockets,Los Angeles Lakers,107,87
385,Indiana Pacers,Brooklyn Nets,104,97
386,Orlando Magic,Portland Trail Blazers,102,94
387,New York Knicks,Philadelphia 76ers,107,97
388,Atlanta Hawks,Boston Celtics,109,101
389,Toronto Raptors,Miami Heat,108,94
390,Detroit Pistons,Chicago Bulls,147,144
391,Minnesota Timberwolves,Sacramento Kings,99,95
392,San Antonio Spurs,Los Angeles Clippers,115,107
393,Dallas Mavericks,Memphis Grizzlies,97,88
394,Utah Jazz,Denver Nuggets,97,88
395,Phoenix Suns,New Orleans Pelicans,104,88
396,Golden State Warriors,Milwaukee Bucks,121,112
397,Oklahoma City Thunder,Los Angeles Lakers,118,78
398,Washington Wizards,Charlotte Hornets,109,101
399,New York Knicks,Chicago Bulls,107,91
400,Houston Rockets,Los Angeles Clippers,107,97
401,Memphis Grizzlies,Indiana Pacers,96,84
402,Minnesota Timberwolves,Brooklyn Nets,100,85
403,Miami Heat,Portland Trail Blazers,116,109
404,Cleveland Cavaliers,Philadelphia 76ers,108,86
405,Milwaukee Bucks,Phoenix Suns,101,95
406,Atlanta Hawks,Orlando Magic,103,100
407,Sacramento Kings,Toronto Raptors,104,94
408,New Orleans Pelicans,Denver Nuggets,130,125
409,Washington Wizards,Sacramento Kings,113,99
410,Boston Celtics,Minnesota Timberwolves,113,99
411,Orlando Magic,New York Knicks,107,99
412,Atlanta Hawks,Portland Trail Blazers,106,97
413,Brooklyn Nets,Chicago Bulls,105,102
414,Houston Rockets,Charlotte Hornets,102,95
415,San Antonio Spurs,Indiana Pacers,106,92
416,Utah Jazz,Phoenix Suns,110,89
417,Oklahoma City Thunder,Los Angeles Clippers,100,99
418,Memphis Grizzlies,Philadelphia 76ers,104,90
419,Detroit Pistons,Miami Heat,93,92
420,Toronto Raptors,Dallas Mavericks,103,99
421,Los Angeles Lakers,Denver Nuggets,111,107
422,Boston Celtics,Charlotte Hornets,102,89
423,Cleveland Cavaliers,New York Knicks,91,84
424,Sacramento Kings,Indiana Pacers,108,106
425,Orlando Magic,Houston Rockets,104,101
426,Washington Wizards,Memphis Grizzlies,100,91
427,Dallas Mavericks,Brooklyn Nets,119,118
428,Atlanta Hawks,Detroit Pistons,107,100
429,Milwaukee Bucks,Philadelphia 76ers,113,100
430,San Antonio Spurs,Minnesota Timberwolves,108,83
431,New Orleans Pelicans,Portland Trail Blazers,115,89
432,Denver Nuggets,Phoenix Suns,104,96
433,Golden State Warriors,Utah Jazz,103,85
434,Oklahoma City Thunder,Los Angeles Lakers,120,85
435,Miami Heat,New Orleans Pelicans,94,88
436,Chicago Bulls,Oklahoma City Thunder,105,96
437,Golden State Warriors,Cleveland Cavaliers,89,83
438,Houston Rockets,San Antonio Spurs,88,84
439,Los Angeles Clippers,Los Angeles Lakers,94,84
440,Toronto Raptors,Milwaukee Bucks,111,90
441,Charlotte Hornets,Memphis Grizzlies,98,92
442,Miami Heat,Orlando Magic,108,101
443,New Orleans Pelicans,Houston Rockets,110,108
444,Atlanta Hawks,New York Knicks,117,98
445,Boston Celtics,Detroit Pistons,99,93
446,Washington Wizards,Brooklyn Nets,111,96
447,Indiana Pacers,Minnesota Timberwolves,102,88
448,Dallas Mavericks,Chicago Bulls,118,111
449,San Antonio Spurs,Denver Nuggets,101,86
450,Philadelphia 76ers,Phoenix Suns,111,104
451,Los Angeles Clippers,Utah Jazz,109,104
452,Portland Trail Blazers,Cleveland Cavaliers,105,76
453,Boston Celtics,New York Knicks,100,91
454,Memphis Grizzlies,Los Angeles Lakers,112,96
455,Oklahoma City Thunder,Denver Nuggets,122,112
456,Portland Trail Blazers,Sacramento Kings,98,94
457,Charlotte Hornets,Los Angeles Lakers,108,98
458,Indiana Pacers,Atlanta Hawks,93,87
459,Orlando Magic,New Orleans Pelicans,104,89
460,Los Angeles Clippers,Washington Wizards,108,91
461,Brooklyn Nets,Miami Heat,111,105
462,Chicago Bulls,Toronto Raptors,104,97
463,Dallas Mavericks,Milwaukee Bucks,103,93
464,San Antonio Spurs,Minnesota Timberwolves,101,95
465,Cleveland Cavaliers,Phoenix Suns,101,97
466,Utah Jazz,Philadelphia 76ers,95,91
467,Golden State Warriors,Sacramento Kings,122,103
468,New York Knicks,Detroit Pistons,108,96
469,Atlanta Hawks,Houston Rockets,121,115
470,Memphis Grizzlies,Miami Heat,99,90
471,Oklahoma City Thunder,Milwaukee Bucks,131,123
472,Cleveland Cavaliers,Denver Nuggets,93,87
473,Los Angeles Clippers,Charlotte Hornets,122,117
474,Orlando Magic,Brooklyn Nets,100,93
475,Los Angeles Lakers,Boston Celtics,112,104
476,Toronto Raptors,Washington Wizards,94,91
477,Chicago Bulls,Indiana Pacers,102,100
478,Minnesota Timberwolves,Utah Jazz,94,80
479,Dallas Mavericks,Golden State Warriors,114,91
480,San Antonio Spurs,Phoenix Suns,112,79
481,Portland Trail Blazers,Denver Nuggets,110,103
482,Philadelphia 76ers,Sacramento Kings,110,105
483,Milwaukee Bucks,Indiana Pacers,120,116
484,Detroit Pistons,Minnesota Timberwolves,115,90
485,Golden State Warriors,Houston Rockets,114,110
486,Los Angeles Clippers,New Orleans Pelicans,95,89
487,Oklahoma City Thunder,Phoenix Suns,110,106
488,Utah Jazz,Portland Trail Blazers,109,96
489,Washington Wizards,Orlando Magic,103,91
490,Miami Heat,Dallas Mavericks,106,82
491,Toronto Raptors,Charlotte Hornets,104,94
492,Chicago Bulls,New York Knicks,108,81
493,Los Angeles Lakers,Philadelphia 76ers,93,84
494,Brooklyn Nets,Boston Celtics,100,97
495,Sacramento Kings,Phoenix Suns,142,119
496,Oklahoma City Thunder,Charlotte Hornets,109,90
497,Indiana Pacers,Detroit Pistons,94,82
498,Cleveland Cavaliers,Orlando Magic,104,79
499,Milwaukee Bucks,Minnesota Timberwolves,95,85
500,New Orleans Pelicans,Dallas Mavericks,105,98
501,San Antonio Spurs,Houston Rockets,121,103
502,Utah Jazz,Memphis Grizzlies,92,87
503,Golden State Warriors,Denver Nuggets,111,108
504,Los Angeles Clippers,Philadelphia 76ers,130,99
505,New York Knicks,Atlanta Hawks,111,97
506,Chicago Bulls,Toronto Raptors,115,113
507,Miami Heat,Washington Wizards,97,75
508,Portland Trail Blazers,Denver Nuggets,112,106
509,Los Angeles Lakers,Phoenix Suns,97,77
510,Cleveland Cavaliers,Toronto Raptors,122,100
511,Philadelphia 76ers,Minnesota Timberwolves,109,99
512,Boston Celtics,Brooklyn Nets,103,94
513,Detroit Pistons,Orlando Magic,115,89
514,Miami Heat,Indiana Pacers,103,100
515,San Antonio Spurs,Milwaukee Bucks,123,98
516,Sacramento Kings,Oklahoma City Thunder,116,104
517,Houston Rockets,Utah Jazz,93,91
518,Memphis Grizzlies,Portland Trail Blazers,91,78
519,Golden State Warriors,Charlotte Hornets,111,101
520,New York Knicks,Atlanta Hawks,107,101
521,Chicago Bulls,Milwaukee Bucks,117,106
522,Dallas Mavericks,Sacramento Kings,117,116
523,Golden State Warriors,Los Angeles Lakers,109,88
524,New York Knicks,Miami Heat,98,90
525,Indiana Pacers,Orlando Magic,95,86
526,Cleveland Cavaliers,Washington Wizards,121,115
527,Detroit Pistons,Boston Celtics,99,94
528,Toronto Raptors,Brooklyn Nets,91,74
529,Denver Nuggets,Minnesota Timberwolves,78,74
530,Dallas Mavericks,New Orleans Pelicans,100,91
531,San Antonio Spurs,Utah Jazz,123,98
532,Phoenix Suns,Charlotte Hornets,111,102
533,Oklahoma City Thunder,Memphis Grizzlies,112,94
534,Los Angeles Clippers,Portland Trail Blazers,109,98
535,Atlanta Hawks,Philadelphia 76ers,126,98
536,Chicago Bulls,Boston Celtics,101,92
537,Houston Rockets,Utah Jazz,103,94
538,Sacramento Kings,Los Angeles Lakers,118,115
539,Toronto Raptors,Washington Wizards,97,88
540,Orlando Magic,Brooklyn Nets,83,77
541,Memphis Grizzlies,Denver Nuggets,91,84
542,Cleveland Cavaliers,Minnesota Timberwolves,125,99
543,Indiana Pacers,New Orleans Pelicans,91,86
544,Milwaukee Bucks,Dallas Mavericks,96,95
545,San Antonio Spurs,New York Knicks,100,99
546,Miami Heat,Phoenix Suns,103,95
547,Golden State Warriors,Portland Trail Blazers,128,108
548,Oklahoma City Thunder,Los Angeles Lakers,117,113
549,Los Angeles Clippers,Charlotte Hornets,97,83
550,Atlanta Hawks,Chicago Bulls,120,105
551,Washington Wizards,Orlando Magic,105,99
