,home,away,home_points,away_points
552,Philadelphia 76ers,Los Angeles Clippers,119,113
553,Dallas Mavericks,Charlotte Hornets,122,84
554,Miami Heat,Cleveland Cavaliers,117,92
555,Washington Wizards,Atlanta Hawks,114,98
556,Brooklyn Nets,New Orleans Pelicans,126,121
557,Boston Celtics,Minnesota Timberwolves,115,102
558,Orlando Magic,Chicago Bulls,112,84
559,Detroit Pistons,Memphis Grizzlies,101,94
560,Philadelphia 76ers,Phoenix Suns,132,127
561,Oklahoma City Thunder,Los Angeles Lakers,107,100
562,San Antonio Spurs,Toronto Raptors,125,107
563,Denver Nuggets,Sacramento Kings,117,113
564,Houston Rockets,Golden State Warriors,135,134
565,Boston Celtics,Dallas Mavericks,114,93
566,Utah Jazz,Cleveland Cavaliers,117,91
567,Miami Heat,Washington Wizards,115,109
568,Indiana Pacers,Chicago Bulls,119,116
569,Brooklyn Nets,Memphis Grizzlies,109,100
570,Minnesota Timberwolves,Orlando Magic,120,103
571,Milwaukee Bucks,Atlanta Hawks,144,112
572,Los Angeles Clippers,Phoenix Suns,121,111
573,New York Knicks,Los Angeles Lakers,119,112
574,Oklahoma City Thunder,Portland Trail Blazers,111,109
575,Denver Nuggets,Charlotte Hornets,123,110
576,Utah Jazz,Detroit Pistons,110,105
577,Philadelphia 76ers,Dallas Mavericks,106,100
578,New Orleans Pelicans,Cleveland Cavaliers,133,98
579,Toronto Raptors,Milwaukee Bucks,123,116
580,San Antonio Spurs,Memphis Grizzlies,108,88
581,Portland Trail Blazers,Houston Rockets,110,101
582,Golden State Warriors,Sacramento Kings,127,123
583,Brooklyn Nets,Chicago Bulls,117,100
584,Minnesota Timberwolves,Los Angeles Lakers,108,86
585,Los Angeles Clippers,Orlando Magic,106,96
586,Atlanta Hawks,Miami Heat,106,82
587,Washington Wizards,Oklahoma City Thunder,116,98
588,Toronto Raptors,Indiana Pacers,121,105
589,Charlotte Hornets,Phoenix Suns,119,113
590,San Antonio Spurs,Detroit Pistons,119,107
591,Boston Celtics,Brooklyn Nets,116,95
592,Houston Rockets,Denver Nuggets,125,113
593,Milwaukee Bucks,Utah Jazz,114,102
594,New Orleans Pelicans,Memphis Grizzlies,114,95
595,Los Angeles Lakers,Dallas Mavericks,107,97
596,Portland Trail Blazers,New York Knicks,111,101
597,Sacramento Kings,Orlando Magic,111,95
598,Indiana Pacers,Cleveland Cavaliers,123,115
599,Philadelphia 76ers,Washington Wizards,132,115
600,Denver Nuggets,Miami Heat,103,99
601,Toronto Raptors,Atlanta Hawks,104,101
602,Minnesota Timberwolves,Oklahoma City Thunder,119,117
603,Phoenix Suns,Sacramento Kings,115,111
604,Golden State Warriors,New York Knicks,122,95
605,Los Angeles Clippers,Charlotte Hornets,128,109
606,Boston Celtics,Indiana Pacers,135,108
607,Washington Wizards,Philadelphia 76ers,123,106
608,Brooklyn Nets,Atlanta Hawks,116,100
609,Milwaukee Bucks,Houston Rockets,116,109
610,Memphis Grizzlies,San Antonio Spurs,96,86
611,New Orleans Pelicans,Cleveland Cavaliers,140,124
612,Dallas Mavericks,Phoenix Suns,104,94
613,Utah Jazz,Orlando Magic,106,93
614,Portland Trail Blazers,Chicago Bulls,124,112
615,Los Angeles Lakers,Detroit Pistons,113,100
616,Miami Heat,Boston Celtics,115,99
617,Denver Nuggets,Los Angeles Clippers,121,100
618,San Antonio Spurs,Oklahoma City Thunder,154,147
619,Sacramento Kings,Detroit Pistons,112,102
620,Atlanta Hawks,Philadelphia 76ers,123,121
621,Washington Wizards,Milwaukee Bucks,113,106
622,Indiana Pacers,New York Knicks,121,106
623,Toronto Raptors,Brooklyn Nets,122,105
624,Houston Rockets,Cleveland Cavaliers,141,113
625,Dallas Mavericks,Minnesota Timberwolves,119,115
626,Utah Jazz,Los Angeles Lakers,113,95
627,Portland Trail Blazers,Charlotte Hornets,127,96
628,Golden State Warriors,Chicago Bulls,146,109
629,Detroit Pistons,Los Angeles Clippers,109,104
630,Miami Heat,Memphis Grizzlies,112,108
631,Orlando Magic,Boston Celtics,105,103
632,Minnesota Timberwolves,New Orleans Pelicans,110,106
633,Oklahoma City Thunder,San Antonio Spurs,122,112
634,Phoenix Suns,Denver Nuggets,102,93
635,Sacramento Kings,Charlotte Hornets,104,97
636,Utah Jazz,Chicago Bulls,110,102
637,Philadelphia 76ers,New York Knicks,108,105
638,Toronto Raptors,Washington Wizards,140,138
639,Milwaukee Bucks,Atlanta Hawks,133,114
640,Orlando Magic,Houston Rockets,116,109
641,Golden State Warriors,Dallas Mavericks,119,114
642,Denver Nuggets,Portland Trail Blazers,116,113
643,Cleveland Cavaliers,Los Angeles Lakers,101,95
644,Brooklyn Nets,Boston Celtics,109,102
645,Houston Rockets,Memphis Grizzlies,112,94
646,Charlotte Hornets,San Antonio Spurs,108,93
647,Utah Jazz,Detroit Pistons,100,94
648,Sacramento Kings,Portland Trail Blazers,115,107
649,New Orleans Pelicans,Los Angeles Clippers,121,117
650,Indiana Pacers,Phoenix Suns,131,97
651,Philadelphia 76ers,Minnesota Timberwolves,149,107
652,Atlanta Hawks,Oklahoma City Thunder,142,126
653,Milwaukee Bucks,Miami Heat,124,86
654,Golden State Warriors,Denver Nuggets,142,111
655,Los Angeles Lakers,Chicago Bulls,107,100
656,Detroit Pistons,Orlando Magic,120,115
657,Boston Celtics,Toronto Raptors,117,108
658,Brooklyn Nets,Houston Rockets,145,142
659,Milwaukee Bucks,Memphis Grizzlies,111,101
660,San Antonio Spurs,Dallas Mavericks,105,101
661,Portland Trail Blazers,Cleveland Cavaliers,129,112
662,Golden State Warriors,New Orleans Pelicans,147,140
663,Utah Jazz,Los Angeles Clippers,129,109
664,Washington Wizards,New York Knicks,101,100
665,Charlotte Hornets,Sacramento Kings,114,95
666,Philadelphia 76ers,Indiana Pacers,120,96
667,Toronto Raptors,Phoenix Suns,111,109
668,Denver Nuggets,Chicago Bulls,135,105
669,Los Angeles Lakers,Oklahoma City Thunder,138,128
670,Boston Celtics,Memphis Grizzlies,122,116
671,Detroit Pistons,Miami Heat,98,93
672,Brooklyn Nets,Orlando Magic,117,115
673,San Antonio Spurs,Minnesota Timberwolves,116,113
674,Utah Jazz,Cleveland Cavaliers,115,99
675,Golden State Warriors,Los Angeles Clippers,112,94
676,Portland Trail Blazers,New Orleans Pelicans,128,112
677,Oklahoma City Thunder,Philadelphia 76ers,117,115
678,Charlotte Hornets,Phoenix Suns,135,115
679,Sacramento Kings,Detroit Pistons,103,101
680,Indiana Pacers,Dallas Mavericks,111,99
681,Milwaukee Bucks,Orlando Magic,118,108
682,Boston Celtics,Atlanta Hawks,113,105
683,Toronto Raptors,Memphis Grizzlies,119,90
684,Miami Heat,Chicago Bulls,117,103
685,Houston Rockets,Los Angeles Lakers,138,134
686,Denver Nuggets,Cleveland Cavaliers,124,102
687,Indiana Pacers,Charlotte Hornets,120,95
688,Minnesota Timberwolves,Phoenix Suns,116,114
689,Los Angeles Clippers,San Antonio Spurs,103,95
690,Oklahoma City Thunder,New York Knicks,127,109
691,Chicago Bulls,Cleveland Cavaliers,104,88
692,Washington Wizards,Detroit Pistons,101,87
693,Milwaukee Bucks,Dallas Mavericks,116,106
694,Orlando Magic,Atlanta Hawks,122,103
695,Brooklyn Nets,Sacramento Kings,123,94
696,New Orleans Pelicans,Memphis Grizzlies,105,85
697,Boston Celtics,Miami Heat,107,99
698,Philadelphia 76ers,Houston Rockets,121,93
699,Portland Trail Blazers,Utah Jazz,109,104
700,Golden State Warriors,Los Angeles Lakers,130,111
701,Toronto Raptors,Sacramento Kings,120,105
702,Oklahoma City Thunder,Portland Trail Blazers,123,114
703,Dallas Mavericks,Los Angeles Clippers,106,98
704,Minnesota Timberwolves,Phoenix Suns,118,91
705,Indiana Pacers,Toronto Raptors,110,106
706,Boston Celtics,Cleveland Cavaliers,123,103
707,Brooklyn Nets,Orlando Magic,114,110
708,Los Angeles Clippers,Miami Heat,111,99
709,Houston Rockets,New York Knicks,114,110
710,Philadelphia 76ers,San Antonio Spurs,122,120
711,Atlanta Hawks,Chicago Bulls,121,101
712,Charlotte Hornets,Memphis Grizzlies,118,107
713,Detroit Pistons,New Orleans Pelicans,98,94
714,Utah Jazz,Denver Nuggets,114,108
715,Golden State Warriors,Washington Wizards,126,118
716,Oklahoma City Thunder,New Orleans Pelicans,122,116
717,Portland Trail Blazers,Phoenix Suns,120,106
718,Minnesota Timberwolves,Los Angeles Lakers,120,105
719,Washington Wizards,Orlando Magic,95,91
720,Brooklyn Nets,New York Knicks,109,99
721,Miami Heat,Cleveland Cavaliers,100,94
722,Los Angeles Clippers,Chicago Bulls,106,101
723,Houston Rockets,Toronto Raptors,121,119
724,Sacramento Kings,Memphis Grizzlies,99,96
725,Dallas Mavericks,Detroit Pistons,106,101
726,Milwaukee Bucks,Charlotte Hornets,108,99
727,Denver Nuggets,Phoenix Suns,132,95
728,Utah Jazz,Minnesota Timberwolves,106,102
729,San Antonio Spurs,New Orleans Pelicans,126,114
730,Memphis Grizzlies,Indiana Pacers,106,103
731,Golden State Warriors,Boston Celtics,115,111
732,Denver Nuggets,Philadelphia 76ers,126,110
733,Portland Trail Blazers,Atlanta Hawks,120,111
734,Cleveland Cavaliers,Chicago Bulls,104,101
735,Los Angeles Clippers,Sacramento Kings,122,108
736,Oklahoma City Thunder,Milwaukee Bucks,118,112
737,Houston Rockets,Orlando Magic,103,98
738,Toronto Raptors,Dallas Mavericks,123,120
739,Utah Jazz,Minnesota Timberwolves,125,111
740,San Antonio Spurs,Washington Wizards,132,119
741,Miami Heat,New York Knicks,106,97
742,Los Angeles Lakers,Phoenix Suns,116,102
743,Charlotte Hornets,New York Knicks,101,92
744,Golden State Warriors,Indiana Pacers,132,100
745,Boston Celtics,Brooklyn Nets,112,104
746,Denver Nuggets,Memphis Grizzlies,95,92
747,Atlanta Hawks,Los Angeles Clippers,123,118
748,Cleveland Cavaliers,Washington Wizards,116,113
749,Milwaukee Bucks,Detroit Pistons,115,105
750,Oklahoma City Thunder,Orlando Magic,126,117
751,Brooklyn Nets,Chicago Bulls,122,117
752,New Orleans Pelicans,Houston Rockets,121,116
753,San Antonio Spurs,Phoenix Suns,126,124
754,Philadelphia 76ers,Los Angeles Lakers,121,105
755,Boston Celtics,Charlotte Hornets,126,94
756,Chicago Bulls,Miami Heat,105,89
757,Dallas Mavericks,New York Knicks,114,90
758,Washington Wizards,Indiana Pacers,107,89
759,Minnesota Timberwolves,Memphis Grizzlies,99,97
760,Denver Nuggets,New Orleans Pelicans,105,99
761,Sacramento Kings,Atlanta Hawks,135,113
762,Portland Trail Blazers,Utah Jazz,132,105
763,Detroit Pistons,Dallas Mavericks,93,89
764,Orlando Magic,Indiana Pacers,107,100
765,Milwaukee Bucks,Toronto Raptors,105,92
766,San Antonio Spurs,Brooklyn Nets,117,114
767,Philadelphia 76ers,Golden State Warriors,113,104
768,Los Angeles Lakers,Los Angeles Clippers,123,120
769,Charlotte Hornets,Memphis Grizzlies,100,92
770,Boston Celtics,New York Knicks,113,99
771,Oklahoma City Thunder,Miami Heat,118,102
772,Utah Jazz,Atlanta Hawks,128,112
773,Denver Nuggets,Houston Rockets,136,122
774,Los Angeles Clippers,Detroit Pistons,111,101
775,Charlotte Hornets,Chicago Bulls,125,118
776,Orlando Magic,Brooklyn Nets,102,89
777,Milwaukee Bucks,Washington Wizards,131,115
778,Dallas Mavericks,Cleveland Cavaliers,111,98
779,Indiana Pacers,Miami Heat,95,88
780,San Antonio Spurs,New Orleans Pelicans,113,108
781,Golden State Warriors,Los Angeles Lakers,115,101
782,Denver Nuggets,Minnesota Timberwolves,107,106
783,Atlanta Hawks,Phoenix Suns,118,112
784,Houston Rockets,Utah Jazz,125,98
785,Sacramento Kings,Philadelphia 76ers,115,108
786,Memphis Grizzlies,New York Knicks,96,84
787,Boston Celtics,Oklahoma City Thunder,134,129
788,Toronto Raptors,Los Angeles Clippers,121,103
789,Detroit Pistons,Denver Nuggets,129,103
790,Atlanta Hawks,Washington Wizards,137,129
791,Milwaukee Bucks,Brooklyn Nets,113,94
792,Indiana Pacers,New Orleans Pelicans,109,107
793,Houston Rockets,Phoenix Suns,118,110
794,Sacramento Kings,San Antonio Spurs,127,112
795,Los Angeles Clippers,Charlotte Hornets,117,115
796,Boston Celtics,Cleveland Cavaliers,103,96
797,Indiana Pacers,Los Angeles Lakers,136,94
798,Detroit Pistons,New York Knicks,105,92
799,Toronto Raptors,Philadelphia 76ers,119,107
800,Memphis Grizzlies,Minnesota Timberwolves,108,106
801,Oklahoma City Thunder,Orlando Magic,132,122
802,Miami Heat,Portland Trail Blazers,118,108
803,Brooklyn Nets,Denver Nuggets,135,130
804,New Orleans Pelicans,Chicago Bulls,125,120
805,Milwaukee Bucks,Washington Wizards,148,129
806,Dallas Mavericks,Charlotte Hornets,99,93
807,Utah Jazz,Phoenix Suns,116,88
808,Houston Rockets,Sacramento Kings,127,101
809,Golden State Warriors,San Antonio Spurs,141,102
810,Indiana Pacers,Los Angeles Clippers,116,92
811,Orlando Magic,Minnesota Timberwolves,122,112
812,Toronto Raptors,Atlanta Hawks,119,101
813,Los Angeles Lakers,Boston Celtics,129,128
814,Oklahoma City Thunder,Memphis Grizzlies,117,95
815,Portland Trail Blazers,San Antonio Spurs,127,118
816,Detroit Pistons,New York Knicks,120,103
817,Philadelphia 76ers,Denver Nuggets,117,110
818,Washington Wizards,Cleveland Cavaliers,119,106
819,Chicago Bulls,Brooklyn Nets,125,106
820,Milwaukee Bucks,Dallas Mavericks,122,107
821,Golden State Warriors,Phoenix Suns,117,107
822,New Orleans Pelicans,Minnesota Timberwolves,122,117
823,Sacramento Kings,Miami Heat,102,96
824,Utah Jazz,San Antonio Spurs,125,105
825,Indiana Pacers,Cleveland Cavaliers,105,90
826,Charlotte Hornets,Atlanta Hawks,129,120
827,Toronto Raptors,New York Knicks,104,99
828,Los Angeles Clippers,Boston Celtics,123,112
829,Washington Wizards,Chicago Bulls,134,125
830,Memphis Grizzlies,New Orleans Pelicans,99,90
831,Oklahoma City Thunder,Houston Rockets,117,112
832,Orlando Magic,Milwaukee Bucks,103,83
833,Dallas Mavericks,Portland Trail Blazers,102,101
834,Philadelphia 76ers,Los Angeles Lakers,143,120
835,Sacramento Kings,Phoenix Suns,117,104
836,Orlando Magic,Atlanta Hawks,124,108
837,Golden State Warriors,Miami Heat,120,118
838,Cleveland Cavaliers,New York Knicks,107,104
839,Detroit Pistons,Washington Wizards,121,112
840,Indiana Pacers,Charlotte Hornets,99,90
841,Toronto Raptors,Brooklyn Nets,127,125
842,Milwaukee Bucks,Chicago Bulls,112,99
843,Houston Rockets,Dallas Mavericks,120,104
844,Minnesota Timberwolves,Los Angeles Clippers,130,120
845,Oklahoma City Thunder,Portland Trail Blazers,120,111
846,Denver Nuggets,Miami Heat,103,87
847,Atlanta Hawks,Los Angeles Lakers,117,113
848,Boston Celtics,Philadelphia 76ers,112,109
849,San Antonio Spurs,Memphis Grizzlies,108,107
850,Orlando Magic,New Orleans Pelicans,118,88
851,Golden State Warriors,Utah Jazz,115,108
852,Brooklyn Nets,Cleveland Cavaliers,148,139
853,Milwaukee Bucks,Indiana Pacers,106,97
854,Boston Celtics,Detroit Pistons,118,110
855,Philadelphia 76ers,New York Knicks,126,111
856,Toronto Raptors,Washington Wizards,129,120
857,Chicago Bulls,Memphis Grizzlies,122,110
858,Miami Heat,Dallas Mavericks,112,101
859,Denver Nuggets,Sacramento Kings,120,118
860,Minnesota Timberwolves,Houston Rockets,121,111
861,Portland Trail Blazers,Golden State Warriors,129,107
862,Los Angeles Clippers,Phoenix Suns,134,107
863,Orlando Magic,Charlotte Hornets,127,89
864,New York Knicks,Atlanta Hawks,106,91
865,New Orleans Pelicans,Oklahoma City Thunder,131,122
866,Cleveland Cavaliers,Phoenix Suns,111,98
867,Philadelphia 76ers,Miami Heat,106,102
868,Portland Trail Blazers,Brooklyn Nets,113,99
869,Milwaukee Bucks,Boston Celtics,98,97
870,Golden State Warriors,Sacramento Kings,125,123
871,Los Angeles Lakers,Houston Rockets,111,106
872,Charlotte Hornets,Washington Wizards,123,110
873,Indiana Pacers,New Orleans Pelicans,126,111
874,Chicago Bulls,Orlando Magic,110,109
875,Toronto Raptors,San Antonio Spurs,120,117
876,Detroit Pistons,Atlanta Hawks,125,122
877,Minnesota Timberwolves,New York Knicks,115,104
878,Los Angeles Clippers,Memphis Grizzlies,112,106
879,Denver Nuggets,Dallas Mavericks,114,104
880,Oklahoma City Thunder,Utah Jazz,148,147
881,Portland Trail Blazers,Philadelphia 76ers,130,115
882,Atlanta Hawks,Phoenix Suns,120,112
883,Brooklyn Nets,Charlotte Hornets,117,115
884,Cleveland Cavaliers,Memphis Grizzlies,112,107
885,Indiana Pacers,Washington Wizards,119,112
886,New Orleans Pelicans,Los Angeles Lakers,128,115
887,Detroit Pistons,Miami Heat,119,96
888,Chicago Bulls,Boston Celtics,126,116
889,Sacramento Kings,Oklahoma City Thunder,119,116
890,Milwaukee Bucks,Minnesota Timberwolves,140,128
891,Houston Rockets,Golden State Warriors,118,112
892,Utah Jazz,Dallas Mavericks,125,109
893,Orlando Magic,Toronto Raptors,113,98
894,Denver Nuggets,Los Angeles Clippers,123,96
895,New York Knicks,San Antonio Spurs,130,118
896,Golden State Warriors,Charlotte Hornets,121,110
897,Portland Trail Blazers,Cleveland Cavaliers,123,110
898,Detroit Pistons,Indiana Pacers,113,109
899,Brooklyn Nets,San Antonio Spurs,101,85
900,Phoenix Suns,Miami Heat,124,121
901,Milwaukee Bucks,Chicago Bulls,117,106
902,Houston Rockets,Atlanta Hawks,119,111
903,Memphis Grizzlies,Los Angeles Lakers,110,105
904,Minnesota Timberwolves,Sacramento Kings,112,105
905,Philadelphia 76ers,New Orleans Pelicans,111,110
906,Los Angeles Clippers,Dallas Mavericks,121,112
907,New York Knicks,Orlando Magic,108,103
908,Toronto Raptors,Boston Celtics,118,95
909,Denver Nuggets,Oklahoma City Thunder,121,112
910,Houston Rockets,Charlotte Hornets,118,113
911,Atlanta Hawks,Minnesota Timberwolves,131,123
912,Portland Trail Blazers,Boston Celtics,97,92
913,Washington Wizards,Brooklyn Nets,125,116
914,Miami Heat,Golden State Warriors,126,125
915,Chicago Bulls,Memphis Grizzlies,109,107
916,San Antonio Spurs,Detroit Pistons,105,93
917,Dallas Mavericks,Indiana Pacers,110,101
918,Utah Jazz,Los Angeles Clippers,111,105
919,Milwaukee Bucks,Sacramento Kings,141,140
920,Los Angeles Lakers,New Orleans Pelicans,125,119
921,Indiana Pacers,Minnesota Timberwolves,122,115
922,Orlando Magic,Golden State Warriors,103,96
923,Cleveland Cavaliers,New York Knicks,125,118
924,Houston Rockets,Miami Heat,121,118
925,Utah Jazz,Denver Nuggets,111,104
926,Philadelphia 76ers,Oklahoma City Thunder,108,104
927,Chicago Bulls,Atlanta Hawks,168,161
928,Charlotte Hornets,Brooklyn Nets,123,112
929,Toronto Raptors,Portland Trail Blazers,119,117
930,Boston Celtics,Washington Wizards,107,96
931,New Orleans Pelicans,Phoenix Suns,130,116
932,Los Angeles Clippers,Sacramento Kings,116,109
933,Milwaukee Bucks,Los Angeles Lakers,131,120
934,Detroit Pistons,Cleveland Cavaliers,129,93
935,Orlando Magic,Indiana Pacers,117,112
936,Miami Heat,Brooklyn Nets,117,88
937,Golden State Warriors,Philadelphia 76ers,120,117
938,Memphis Grizzlies,Dallas Mavericks,111,81
939,San Antonio Spurs,Oklahoma City Thunder,116,102
940,New Orleans Pelicans,Denver Nuggets,120,112
941,Phoenix Suns,Los Angeles Lakers,118,109
942,Utah Jazz,Milwaukee Bucks,115,111
943,Portland Trail Blazers,Charlotte Hornets,118,108
944,Houston Rockets,Boston Celtics,115,104
945,Atlanta Hawks,Chicago Bulls,123,118
946,Los Angeles Clippers,New York Knicks,128,107
947,Cleveland Cavaliers,Orlando Magic,107,93
948,Detroit Pistons,Toronto Raptors,112,107
949,Washington Wizards,Minnesota Timberwolves,135,121
950,Oklahoma City Thunder,Memphis Grizzlies,99,95
951,Brooklyn Nets,Dallas Mavericks,127,88
952,Miami Heat,Atlanta Hawks,114,113
953,San Antonio Spurs,Denver Nuggets,104,103
954,Phoenix Suns,Milwaukee Bucks,114,105
955,New Orleans Pelicans,Utah Jazz,115,112
956,Sacramento Kings,New York Knicks,115,108
957,Los Angeles Clippers,Los Angeles Lakers,113,105
958,Indiana Pacers,Chicago Bulls,105,96
959,Philadelphia 76ers,Orlando Magic,114,106
960,Houston Rockets,Toronto Raptors,107,95
961,Memphis Grizzlies,Portland Trail Blazers,120,111
962,Minnesota Timberwolves,Oklahoma City Thunder,131,120
963,Boston Celtics,Golden State Warriors,128,95
964,Miami Heat,Charlotte Hornets,91,84
965,Detroit Pistons,Minnesota Timberwolves,131,114
966,Washington Wizards,Dallas Mavericks,132,123
967,San Antonio Spurs,Atlanta Hawks,111,104
968,Brooklyn Nets,Cleveland Cavaliers,113,107
969,Chicago Bulls,Philadelphia 76ers,108,107
970,Utah Jazz,New Orleans Pelicans,114,104
971,Phoenix Suns,New York Knicks,107,96
972,Boston Celtics,Sacramento Kings,111,109
973,Denver Nuggets,Los Angeles Lakers,115,99
974,Milwaukee Bucks,Indiana Pacers,117,98
975,Oklahoma City Thunder,Portland Trail Blazers,129,121
976,Charlotte Hornets,Washington Wizards,112,111
977,Orlando Magic,Dallas Mavericks,111,106
978,Miami Heat,Cleveland Cavaliers,126,110
979,Detroit Pistons,Chicago Bulls,112,104
980,Houston Rockets,Philadelphia 76ers,107,91
981,Memphis Grizzlies,Utah Jazz,114,104
982,Toronto Raptors,New Orleans Pelicans,127,104
983,Golden State Warriors,Denver Nuggets,122,105
984,Los Angeles Clippers,Oklahoma City Thunder,118,110
985,Sacramento Kings,New York Knicks,102,94
986,Brooklyn Nets,Atlanta Hawks,114,112
987,Minnesota Timberwolves,Washington Wizards,135,130
988,Boston Celtics,Los Angeles Lakers,120,107
989,Milwaukee Bucks,Charlotte Hornets,131,114
990,Portland Trail Blazers,Phoenix Suns,127,120
991,Detroit Pistons,Chicago Bulls,131,108
992,Toronto Raptors,Miami Heat,125,104
993,Philadelphia 76ers,Indiana Pacers,106,89
994,Atlanta Hawks,New Orleans Pelicans,128,116
995,Memphis Grizzlies,Orlando Magic,105,97
996,Houston Rockets,Dallas Mavericks,94,93
997,Minnesota Timberwolves,New York Knicks,103,92
998,San Antonio Spurs,Milwaukee Bucks,121,114
999,Phoenix Suns,Golden State Warriors,115,111
1000,Cleveland Cavaliers,Toronto Raptors,126,101
1001,Washington Wizards,Sacramento Kings,121,115
1002,Brooklyn Nets,Detroit Pistons,103,75
1003,Houston Rockets,Charlotte Hornets,118,106
1004,Oklahoma City Thunder,Utah Jazz,98,89
1005,Los Angeles Clippers,Boston Celtics,140,115
1006,Indiana Pacers,New York Knicks,103,98
1007,Philadelphia 76ers,Cleveland Cavaliers,106,99
1008,Los Angeles Lakers,Chicago Bulls,123,107
1009,Milwaukee Bucks,New Orleans Pelicans,130,113
1010,San Antonio Spurs,Dallas Mavericks,112,105
1011,Denver Nuggets,Minnesota Timberwolves,133,107
1012,Portland Trail Blazers,Los Angeles Clippers,125,104
1013,Miami Heat,Detroit Pistons,108,74
1014,Washington Wizards,Orlando Magic,100,90
1015,Atlanta Hawks,Memphis Grizzlies,132,111
1016,Oklahoma City Thunder,Brooklyn Nets,108,96
1017,Golden State Warriors,Houston Rockets,106,104
1018,Utah Jazz,Phoenix Suns,114,97
1019,Indiana Pacers,Oklahoma City Thunder,108,106
1020,Orlando Magic,Cleveland Cavaliers,120,91
1021,Boston Celtics,Sacramento Kings,126,120
1022,Toronto Raptors,Los Angeles Lakers,111,98
1023,Utah Jazz,Minnesota Timberwolves,120,100
1024,Denver Nuggets,Dallas Mavericks,100,99
1025,Detroit Pistons,Los Angeles Lakers,111,97
1026,Philadelphia 76ers,Sacramento Kings,123,114
1027,Charlotte Hornets,Washington Wizards,116,110
1028,Milwaukee Bucks,Miami Heat,113,98
1029,Houston Rockets,Phoenix Suns,108,102
1030,Portland Trail Blazers,New Orleans Pelicans,122,110
1031,San Antonio Spurs,New York Knicks,109,83
1032,Los Angeles Clippers,Chicago Bulls,128,121
1033,Boston Celtics,Atlanta Hawks,129,120
1034,Washington Wizards,Memphis Grizzlies,135,128
1035,Phoenix Suns,New Orleans Pelicans,138,136
1036,Dallas Mavericks,Cleveland Cavaliers,121,116
1037,Golden State Warriors,Oklahoma City Thunder,110,88
1038,San Antonio Spurs,Portland Trail Blazers,108,103
1039,Denver Nuggets,Indiana Pacers,102,100
1040,Utah Jazz,Brooklyn Nets,114,98
1041,New York Knicks,Los Angeles Lakers,124,123
1042,Miami Heat,Charlotte Hornets,93,75
1043,Philadelphia 76ers,Milwaukee Bucks,130,125
1044,Detroit Pistons,Toronto Raptors,110,107
1045,Orlando Magic,Atlanta Hawks,101,91
1046,Sacramento Kings,Chicago Bulls,129,102
1047,Houston Rockets,Minnesota Timberwolves,117,102
1048,Los Angeles Clippers,Brooklyn Nets,119,116
1049,Cleveland Cavaliers,Detroit Pistons,126,119
1050,Utah Jazz,Washington Wizards,116,95
1051,Denver Nuggets,Boston Celtics,114,105
1052,Toronto Raptors,New York Knicks,128,92
1053,Miami Heat,Oklahoma City Thunder,116,107
1054,San Antonio Spurs,Golden State Warriors,111,105
1055,New Orleans Pelicans,Dallas Mavericks,129,125
1056,Chicago Bulls,Phoenix Suns,116,101
1057,Portland Trail Blazers,Indiana Pacers,106,98
1058,Philadelphia 76ers,Charlotte Hornets,118,114
1059,Houston Rockets,Atlanta Hawks,121,105
1060,Milwaukee Bucks,Los Angeles Lakers,115,101
1061,Golden State Warriors,Minnesota Timberwolves,117,107
1062,Brooklyn Nets,Sacramento Kings,123,121
1063,Los Angeles Clippers,Indiana Pacers,115,109
1064,Cleveland Cavaliers,Milwaukee Bucks,107,102
1065,Orlando Magic,New Orleans Pelicans,119,96
1066,Philadelphia 76ers,Boston Celtics,118,115
1067,Utah Jazz,New York Knicks,137,116
1068,Chicago Bulls,Washington Wizards,126,120
1069,Memphis Grizzlies,Houston Rockets,126,125
1070,Miami Heat,San Antonio Spurs,110,105
1071,Toronto Raptors,Oklahoma City Thunder,123,114
1072,Portland Trail Blazers,Dallas Mavericks,126,118
1073,Charlotte Hornets,Minnesota Timberwolves,113,106
1074,Denver Nuggets,Washington Wizards,113,108
1075,Atlanta Hawks,Utah Jazz,117,114
1076,Detroit Pistons,Phoenix Suns,118,98
1077,Sacramento Kings,Dallas Mavericks,116,100
1078,Golden State Warriors,Indiana Pacers,112,89
1079,Orlando Magic,Memphis Grizzlies,123,119
1080,Los Angeles Clippers,Cleveland Cavaliers,110,108
1081,Denver Nuggets,New York Knicks,111,93
1082,Oklahoma City Thunder,Toronto Raptors,116,109
1083,Houston Rockets,San Antonio Spurs,111,105
1084,Milwaukee Bucks,Miami Heat,116,87
1085,Brooklyn Nets,Los Angeles Lakers,111,106
1086,Charlotte Hornets,Boston Celtics,124,117
1087,Miami Heat,Washington Wizards,113,108
1088,Atlanta Hawks,Philadelphia 76ers,129,127
1089,Utah Jazz,Chicago Bulls,114,83
1090,Minnesota Timberwolves,Memphis Grizzlies,112,99
1091,Dallas Mavericks,Golden State Warriors,126,91
1092,Portland Trail Blazers,Detroit Pistons,117,112
1093,Sacramento Kings,Phoenix Suns,112,103
1094,Los Angeles Clippers,New York Knicks,124,113
1095,Milwaukee Bucks,Cleveland Cavaliers,127,105
1096,Indiana Pacers,Denver Nuggets,124,88
1097,Charlotte Hornets,Toronto Raptors,115,114
1098,Houston Rockets,New Orleans Pelicans,113,90
1099,San Antonio Spurs,Boston Celtics,115,96
1100,Golden State Warriors,Detroit Pistons,121,114
