,home,away,home_points,away_points
97,Orlando Magic,Atlanta Hawks,93,89
98,Golden State Warriors,Toronto Raptors,109,102
99,Indiana Pacers,Denver Nuggets,144,113
100,Los Angeles Lakers,Minnesota Timberwolves,99,94
101,Utah Jazz,Miami Heat,116,114
102,Milwaukee Bucks,New York Knicks,107,80
103,Cleveland Cavaliers,New Jersey Nets,93,91
104,New Orleans Hornets,Los Angeles Clippers,101,82
105,Portland Trail Blazers,Detroit Pistons,100,78
106,Milwaukee Bucks,Atlanta Hawks,108,91
107,New Jersey Nets,Cleveland Cavaliers,95,87
108,Dallas Mavericks,Memphis Grizzlies,106,91
109,Golden State Warriors,New York Knicks,122,117
110,Oklahoma City Thunder,Philadelphia 76ers,109,103
111,Utah Jazz,Orlando Magic,104,94
112,Minnesota Timberwolves,Sacramento Kings,98,89
113,San Antonio Spurs,Los Angeles Clippers,107,95
114,Charlotte Bobcats,Toronto Raptors,101,96
115,Washington Wizards,Houston Rockets,98,91
116,Chicago Bulls,Golden State Warriors,120,90
117,Denver Nuggets,Los Angeles Lakers,118,112
118,Boston Celtics,Miami Heat,112,107
119,Utah Jazz,Atlanta Hawks,90,86
120,Dallas Mavericks,Philadelphia 76ers,99,90
121,Houston Rockets,Indiana Pacers,102,99
122,Detroit Pistons,Los Angeles Clippers,113,107
123,Minnesota Timberwolves,New York Knicks,112,103
124,Oklahoma City Thunder,Portland Trail Blazers,110,108
125,Toronto Raptors,Orlando Magic,110,106
126,Phoenix Suns,Sacramento Kings,103,89
127,Charlotte Bobcats,Washington Wizards,93,85
128,Utah Jazz,Charlotte Bobcats,96,95
129,Chicago Bulls,Washington Wizards,103,96
130,Indiana Pacers,Cleveland Cavaliers,99,85
131,Boston Celtics,Memphis Grizzlies,116,110
132,Miami Heat,Toronto Raptors,109,100
133,Milwaukee Bucks,Golden State Warriors,79,72
134,Orlando Magic,New Jersey Nets,91,90
135,New Orleans Hornets,Portland Trail Blazers,107,87
136,San Antonio Spurs,Philadelphia 76ers,116,93
137,Atlanta Hawks,Minnesota Timberwolves,111,105
138,Phoenix Suns,Los Angeles Lakers,121,116
139,Houston Rockets,New York Knicks,104,96
140,San Antonio Spurs,Oklahoma City Thunder,117,104
141,Detroit Pistons,Sacramento Kings,100,94
142,Charlotte Bobcats,Minnesota Timberwolves,113,110
143,Dallas Mavericks,New Orleans Hornets,98,95
144,Golden State Warriors,Detroit Pistons,101,97
145,New Jersey Nets,Los Angeles Clippers,110,96
146,Orlando Magic,Memphis Grizzlies,89,72
147,Phoenix Suns,Denver Nuggets,100,94
148,Oklahoma City Thunder,Utah Jazz,115,108
149,Cleveland Cavaliers,Philadelphia 76ers,101,93
150,Denver Nuggets,New York Knicks,120,118
151,Chicago Bulls,Houston Rockets,95,92
152,Atlanta Hawks,Indiana Pacers,102,92
153,Portland Trail Blazers,Memphis Grizzlies,100,99
154,Los Angeles Lakers,Milwaukee Bucks,118,107
155,Washington Wizards,Toronto Raptors,109,94
156,Boston Celtics,Washington Wizards,114,83
157,Los Angeles Lakers,Detroit Pistons,103,90
158,Miami Heat,Phoenix Suns,123,96
159,Minnesota Timberwolves,Los Angeles Clippers,113,111
160,New Orleans Hornets,Dallas Mavericks,99,97
161,Oklahoma City Thunder,Houston Rockets,116,99
162,Toronto Raptors,Philadelphia 76ers,94,86
163,New York Knicks,Sacramento Kings,113,106
164,San Antonio Spurs,Chicago Bulls,103,94
165,Utah Jazz,New Jersey Nets,98,88
166,Indiana Pacers,Los Angeles Clippers,107,80
167,Orlando Magic,Phoenix Suns,105,89
168,Portland Trail Blazers,Denver Nuggets,86,83
169,Oklahoma City Thunder,Boston Celtics,89,84
170,Chicago Bulls,Dallas Mavericks,88,83
171,New York Knicks,Golden State Warriors,125,119
172,Miami Heat,Charlotte Bobcats,95,87
173,Los Angeles Lakers,Minnesota Timberwolves,112,95
174,New Orleans Hornets,Cleveland Cavaliers,108,101
175,Philadelphia 76ers,Milwaukee Bucks,90,79
176,Sacramento Kings,New Jersey Nets,86,81
177,Toronto Raptors,Houston Rockets,106,96
178,San Antonio Spurs,Utah Jazz,94,82
179,Washington Wizards,Memphis Grizzlies,89,86
180,Dallas Mavericks,Atlanta Hawks,98,93
181,Charlotte Bobcats,Phoenix Suns,123,105
182,Denver Nuggets,New Jersey Nets,107,103
183,Orlando Magic,Indiana Pacers,90,86
184,New York Knicks,Los Angeles Clippers,124,115
185,Memphis Grizzlies,Miami Heat,97,95
186,Oklahoma City Thunder,Milwaukee Bucks,82,81
187,Utah Jazz,Portland Trail Blazers,103,94
188,San Antonio Spurs,Cleveland Cavaliers,116,92
189,Detroit Pistons,Washington Wizards,115,110
190,Los Angeles Lakers,Golden State Warriors,117,89
191,New Orleans Hornets,Sacramento Kings,75,71
192,Toronto Raptors,Boston Celtics,102,101
193,Boston Celtics,Atlanta Hawks,99,76
194,Denver Nuggets,Golden State Warriors,106,89
195,Phoenix Suns,Houston Rockets,123,116
196,Los Angeles Clippers,New Orleans Hornets,99,95
197,Indiana Pacers,Miami Heat,93,77
198,Oklahoma City Thunder,Minnesota Timberwolves,117,107
199,San Antonio Spurs,Orlando Magic,106,97
200,Utah Jazz,Sacramento Kings,94,83
201,Dallas Mavericks,Detroit Pistons,88,84
202,Indiana Pacers,Cleveland Cavaliers,100,89
203,Los Angeles Lakers,Chicago Bulls,98,91
204,New Jersey Nets,Atlanta Hawks,107,101
205,New York Knicks,Charlotte Bobcats,110,107
206,Washington Wizards,Philadelphia 76ers,116,114
207,Boston Celtics,New Jersey Nets,89,83
208,New York Knicks,Charlotte Bobcats,99,95
209,Cleveland Cavaliers,Milwaukee Bucks,83,81
210,Houston Rockets,Golden State Warriors,111,101
211,Memphis Grizzlies,Detroit Pistons,105,84
212,San Antonio Spurs,Minnesota Timberwolves,113,109
213,Dallas Mavericks,Oklahoma City Thunder,111,103
214,Orlando Magic,Miami Heat,104,95
215,Chicago Bulls,Phoenix Suns,123,115
216,Toronto Raptors,Philadelphia 76ers,106,90
217,Utah Jazz,New Orleans Hornets,105,87
218,Atlanta Hawks,Washington Wizards,116,96
219,Los Angeles Clippers,Sacramento Kings,100,82
220,Boston Celtics,Toronto Raptors,110,101
221,Charlotte Bobcats,Houston Rockets,99,89
222,Denver Nuggets,Chicago Bulls,98,97
223,Detroit Pistons,Milwaukee Bucks,103,89
224,Oklahoma City Thunder,Indiana Pacers,110,106
225,Memphis Grizzlies,Golden State Warriors,116,111
226,Miami Heat,Philadelphia 76ers,99,90
227,Orlando Magic,Cleveland Cavaliers,111,100
228,Phoenix Suns,Los Angeles Clippers,116,108
229,New Orleans Hornets,Portland Trail Blazers,97,78
230,Dallas Mavericks,San Antonio Spurs,103,94
231,Utah Jazz,Los Angeles Lakers,102,96
232,Cleveland Cavaliers,Memphis Grizzlies,92,86
233,Dallas Mavericks,Miami Heat,106,95
234,Milwaukee Bucks,Charlotte Bobcats,104,101
235,Golden State Warriors,Minnesota Timberwolves,104,94
236,Atlanta Hawks,New York Knicks,99,90
237,Philadelphia 76ers,New Jersey Nets,102,86
238,Chicago Bulls,Sacramento Kings,96,85
239,Orlando Magic,Washington Wizards,100,99
240,Denver Nuggets,Phoenix Suns,138,133
241,New York Knicks,Detroit Pistons,125,116
242,Houston Rockets,Oklahoma City Thunder,99,98
243,Utah Jazz,Los Angeles Clippers,109,97
244,Indiana Pacers,Los Angeles Lakers,95,92
245,New Jersey Nets,Portland Trail Blazers,98,96
246,San Antonio Spurs,New Orleans Hornets,109,95
247,Atlanta Hawks,Toronto Raptors,96,78
248,Dallas Mavericks,Houston Rockets,101,91
249,Miami Heat,Washington Wizards,105,94
250,Oklahoma City Thunder,New Orleans Hornets,95,89
251,Utah Jazz,Milwaukee Bucks,109,88
252,Boston Celtics,Cleveland Cavaliers,106,87
253,San Antonio Spurs,Golden State Warriors,118,98
254,Memphis Grizzlies,Los Angeles Lakers,98,96
255,New York Knicks,New Jersey Nets,111,100
256,Orlando Magic,Detroit Pistons,90,79
257,Philadelphia 76ers,Portland Trail Blazers,88,79
258,Indiana Pacers,Sacramento Kings,107,98
259,Atlanta Hawks,Memphis Grizzlies,112,109
260,Boston Celtics,Portland Trail Blazers,99,95
261,Orlando Magic,Chicago Bulls,107,78
262,Dallas Mavericks,Minnesota Timberwolves,100,86
263,Denver Nuggets,Milwaukee Bucks,105,94
264,Houston Rockets,Los Angeles Lakers,109,99
265,Los Angeles Clippers,San Antonio Spurs,90,85
266,Miami Heat,Detroit Pistons,97,72
267,Oklahoma City Thunder,New Jersey Nets,123,120
268,New Orleans Hornets,Charlotte Bobcats,89,73
269,Toronto Raptors,Washington Wizards,127,108
270,Utah Jazz,Indiana Pacers,110,88
271,Miami Heat,Cleveland Cavaliers,118,90
272,Phoenix Suns,Golden State Warriors,107,101
273,Atlanta Hawks,Philadelphia 76ers,93,88
274,Boston Celtics,Chicago Bulls,104,92
275,Charlotte Bobcats,New Jersey Nets,91,84
276,Denver Nuggets,Los Angeles Clippers,109,104
277,Orlando Magic,Detroit Pistons,104,91
278,Los Angeles Lakers,Sacramento Kings,113,80
279,Houston Rockets,Memphis Grizzlies,127,111
280,New York Knicks,New Orleans Hornets,100,92
281,Phoenix Suns,Indiana Pacers,105,97
282,San Antonio Spurs,Minnesota Timberwolves,107,101
283,Toronto Raptors,Oklahoma City Thunder,111,99
284,Dallas Mavericks,Utah Jazz,93,81
285,Washington Wizards,Portland Trail Blazers,83,79
286,Chicago Bulls,Houston Rockets,119,116
287,Miami Heat,Atlanta Hawks,89,77
288,Milwaukee Bucks,Orlando Magic,96,85
289,Minnesota Timberwolves,Cleveland Cavaliers,129,95
290,Philadelphia 76ers,Charlotte Bobcats,109,91
291,Dallas Mavericks,Sacramento Kings,105,103
292,Denver Nuggets,Memphis Grizzlies,108,107
293,Detroit Pistons,Cleveland Cavaliers,102,92
294,Boston Celtics,New Jersey Nets,100,75
295,Oklahoma City Thunder,Golden State Warriors,114,109
296,Phoenix Suns,Washington Wizards,125,108
297,Portland Trail Blazers,Los Angeles Clippers,100,91
298,San Antonio Spurs,New Orleans Hornets,109,84
299,New York Knicks,Toronto Raptors,116,99
300,Chicago Bulls,Oklahoma City Thunder,99,90
301,Indiana Pacers,Toronto Raptors,124,100
302,Los Angeles Clippers,Sacramento Kings,98,91
303,Miami Heat,Milwaukee Bucks,88,78
304,New York Knicks,Minnesota Timberwolves,121,114
305,Atlanta Hawks,Orlando Magic,80,74
306,Utah Jazz,Memphis Grizzlies,94,85
307,Atlanta Hawks,New Jersey Nets,116,101
308,Charlotte Bobcats,Denver Nuggets,100,98
309,Dallas Mavericks,Golden State Warriors,105,100
310,Houston Rockets,Detroit Pistons,97,83
311,Los Angeles Lakers,Washington Wizards,115,108
312,Philadelphia 76ers,Cleveland Cavaliers,117,97
313,Portland Trail Blazers,Phoenix Suns,106,99
314,Boston Celtics,Denver Nuggets,105,89
315,Chicago Bulls,Cleveland Cavaliers,88,83
316,Los Angeles Lakers,Los Angeles Clippers,87,86
317,Milwaukee Bucks,Indiana Pacers,97,95
318,Oklahoma City Thunder,Minnesota Timberwolves,111,103
319,New Orleans Hornets,Detroit Pistons,93,74
320,New York Knicks,Toronto Raptors,113,110
321,Memphis Grizzlies,Phoenix Suns,104,98
322,Sacramento Kings,Washington Wizards,116,91
323,San Antonio Spurs,Golden State Warriors,111,94
324,Miami Heat,Utah Jazz,111,98
325,Dallas Mavericks,New Jersey Nets,102,89
326,Boston Celtics,Philadelphia 76ers,102,101
327,Portland Trail Blazers,Orlando Magic,97,83
328,Chicago Bulls,Los Angeles Lakers,88,84
329,Miami Heat,Golden State Warriors,106,84
330,Indiana Pacers,Charlotte Bobcats,100,92
331,Milwaukee Bucks,Houston Rockets,97,91
332,Minnesota Timberwolves,Detroit Pistons,109,99
333,Oklahoma City Thunder,New Orleans Hornets,97,92
334,Portland Trail Blazers,Phoenix Suns,101,94
335,San Antonio Spurs,Atlanta Hawks,108,92
336,Denver Nuggets,Toronto Raptors,123,116
337,Utah Jazz,Orlando Magic,117,105
338,New York Knicks,Washington Wizards,101,95
339,Atlanta Hawks,Indiana Pacers,97,83
340,Boston Celtics,Charlotte Bobcats,93,62
341,Chicago Bulls,Minnesota Timberwolves,113,82
342,Dallas Mavericks,Utah Jazz,103,97
343,Toronto Raptors,Detroit Pistons,120,116
344,Houston Rockets,Cleveland Cavaliers,110,95
345,Memphis Grizzlies,Los Angeles Clippers,84,83
346,Miami Heat,Sacramento Kings,104,83
347,Orlando Magic,Los Angeles Clippers,94,85
348,Los Angeles Lakers,New Jersey Nets,99,92
349,New York Knicks,Denver Nuggets,129,125
350,Oklahoma City Thunder,Cleveland Cavaliers,106,77
351,Philadelphia 76ers,New Orleans Hornets,88,70
352,San Antonio Spurs,Portland Trail Blazers,95,78
353,Chicago Bulls,Indiana Pacers,92,73
354,Milwaukee Bucks,Dallas Mavericks,103,99
355,Memphis Grizzlies,Portland Trail Blazers,86,73
356,Miami Heat,New Orleans Hornets,96,84
357,Utah Jazz,Golden State Warriors,108,95
358,Charlotte Bobcats,Toronto Raptors,97,91
359,Denver Nuggets,Orlando Magic,111,94
360,Detroit Pistons,Atlanta Hawks,103,80
361,Golden State Warriors,Minnesota Timberwolves,108,99
362,Houston Rockets,Sacramento Kings,118,105
363,Philadelphia 76ers,New Jersey Nets,82,77
364,Los Angeles Lakers,Washington Wizards,103,89
365,Dallas Mavericks,Portland Trail Blazers,103,98
366,Los Angeles Lakers,Indiana Pacers,109,94
367,Memphis Grizzlies,Charlotte Bobcats,113,80
368,Miami Heat,Cleveland Cavaliers,101,95
369,New Orleans Hornets,Sacramento Kings,94,91
370,Boston Celtics,New York Knicks,118,116
371,Oklahoma City Thunder,Houston Rockets,117,105
372,Philadelphia 76ers,Los Angeles Clippers,105,91
373,Phoenix Suns,Minnesota Timberwolves,128,122
374,San Antonio Spurs,Milwaukee Bucks,92,90
375,Chicago Bulls,Toronto Raptors,110,93
376,Boston Celtics,Atlanta Hawks,102,90
377,San Antonio Spurs,Denver Nuggets,113,112
378,New Jersey Nets,Washington Wizards,97,89
379,Atlanta Hawks,Charlotte Bobcats,90,85
380,Dallas Mavericks,Phoenix Suns,106,91
381,Los Angeles Clippers,Detroit Pistons,109,88
382,Houston Rockets,Memphis Grizzlies,103,87
383,Indiana Pacers,Cleveland Cavaliers,108,99
384,New Orleans Hornets,Utah Jazz,100,71
385,Miami Heat,New York Knicks,113,91
386,Oklahoma City Thunder,Sacramento Kings,102,87
387,Los Angeles Lakers,Philadelphia 76ers,93,81
388,Portland Trail Blazers,Minnesota Timberwolves,107,102
389,Toronto Raptors,New Jersey Nets,98,92
390,Los Angeles Clippers,Chicago Bulls,100,99
391,Cleveland Cavaliers,New York Knicks,109,102
392,Denver Nuggets,Minnesota Timberwolves,115,113
393,Utah Jazz,Milwaukee Bucks,95,86
394,Philadelphia 76ers,Orlando Magic,97,89
395,Portland Trail Blazers,Golden State Warriors,96,95
396,San Antonio Spurs,Memphis Grizzlies,112,106
397,Miami Heat,Washington Wizards,95,94
398,Boston Celtics,Indiana Pacers,99,88
399,Detroit Pistons,New Orleans Hornets,111,108
400,New Jersey Nets,Atlanta Hawks,89,82
401,Phoenix Suns,Oklahoma City Thunder,113,110
402,Houston Rockets,Sacramento Kings,102,93
403,Los Angeles Lakers,Toronto Raptors,120,110
404,Atlanta Hawks,Orlando Magic,91,81
405,Utah Jazz,Cleveland Cavaliers,101,90
406,Houston Rockets,Golden State Warriors,121,112
407,Indiana Pacers,New Orleans Hornets,94,93
408,Los Angeles Clippers,Minnesota Timberwolves,113,90
409,Dallas Mavericks,Miami Heat,98,96
410,Portland Trail Blazers,Milwaukee Bucks,106,80
411,San Antonio Spurs,Phoenix Suns,118,110
412,Washington Wizards,Charlotte Bobcats,108,75
413,Oklahoma City Thunder,Charlotte Bobcats,99,81
414,Chicago Bulls,Philadelphia 76ers,121,76
415,Milwaukee Bucks,Los Angeles Lakers,98,79
416,New Jersey Nets,Memphis Grizzlies,101,94
417,Dallas Mavericks,Orlando Magic,105,99
418,Golden State Warriors,Sacramento Kings,117,109
419,Atlanta Hawks,Cleveland Cavaliers,98,84
420,Boston Celtics,Philadelphia 76ers,84,80
421,Houston Rockets,Los Angeles Clippers,97,92
422,Utah Jazz,Minnesota Timberwolves,112,107
423,New Orleans Hornets,New Jersey Nets,105,91
424,New York Knicks,Oklahoma City Thunder,112,98
425,San Antonio Spurs,Denver Nuggets,109,103
426,Detroit Pistons,Toronto Raptors,115,93
427,Chicago Bulls,Washington Wizards,87,80
428,Orlando Magic,San Antonio Spurs,123,101
429,Miami Heat,Phoenix Suns,95,83
430,Milwaukee Bucks,Sacramento Kings,84,79
431,Golden State Warriors,Portland Trail Blazers,109,102
432,Miami Heat,Los Angeles Lakers,96,80
433,New York Knicks,Chicago Bulls,103,95
434,Oklahoma City Thunder,Denver Nuggets,114,106
435,Orlando Magic,Boston Celtics,86,78
436,Minnesota Timberwolves,Cleveland Cavaliers,98,97
437,Philadelphia 76ers,Denver Nuggets,95,89
438,Chicago Bulls,Detroit Pistons,95,92
439,Memphis Grizzlies,Indiana Pacers,104,90
440,Los Angeles Clippers,Phoenix Suns,108,103
441,New Orleans Hornets,Atlanta Hawks,93,86
442,San Antonio Spurs,Washington Wizards,94,80
443,Charlotte Bobcats,Detroit Pistons,105,100
444,Golden State Warriors,Philadelphia 76ers,110,95
445,Houston Rockets,Washington Wizards,100,93
446,Memphis Grizzlies,Toronto Raptors,96,85
447,Atlanta Hawks,Milwaukee Bucks,95,80
448,Minnesota Timberwolves,New Orleans Hornets,113,98
449,Orlando Magic,New Jersey Nets,104,88
450,Dallas Mavericks,Oklahoma City Thunder,103,93
451,Los Angeles Clippers,Sacramento Kings,100,99
452,Portland Trail Blazers,Utah Jazz,96,91
453,Chicago Bulls,Milwaukee Bucks,90,77
454,Orlando Magic,Cleveland Cavaliers,110,95
455,Toronto Raptors,Dallas Mavericks,84,76
456,Denver Nuggets,Portland Trail Blazers,95,77
457,Boston Celtics,Indiana Pacers,95,83
458,Miami Heat,New York Knicks,106,98
459,San Antonio Spurs,Los Angeles Lakers,97,82
460,Atlanta Hawks,Golden State Warriors,103,93
461,Charlotte Bobcats,Cleveland Cavaliers,101,92
462,Detroit Pistons,Boston Celtics,104,92
463,Miami Heat,Houston Rockets,125,119
464,Utah Jazz,Los Angeles Clippers,103,95
465,Denver Nuggets,Minnesota Timberwolves,119,113
466,Los Angeles Lakers,New Orleans Hornets,103,88
467,Oklahoma City Thunder,New Jersey Nets,114,93
468,Philadelphia 76ers,Phoenix Suns,123,110
469,Sacramento Kings,Memphis Grizzlies,100,98
470,Washington Wizards,Indiana Pacers,104,90
471,San Antonio Spurs,Dallas Mavericks,99,93
472,Orlando Magic,New York Knicks,112,103
473,Portland Trail Blazers,Utah Jazz,100,89
474,New Orleans Hornets,Boston Celtics,83,81
475,Golden State Warriors,Charlotte Bobcats,96,95
476,Chicago Bulls,New Jersey Nets,90,81
477,Houston Rockets,Toronto Raptors,114,105
478,Indiana Pacers,Washington Wizards,95,86
479,Los Angeles Lakers,Philadelphia 76ers,102,98
480,Oklahoma City Thunder,Atlanta Hawks,103,94
481,Phoenix Suns,Detroit Pistons,92,75
482,Chicago Bulls,Cleveland Cavaliers,100,91
483,Denver Nuggets,Sacramento Kings,104,86
484,Miami Heat,Golden State Warriors,114,107
485,Milwaukee Bucks,Dallas Mavericks,99,87
486,Minnesota Timberwolves,New Jersey Nets,103,88
487,San Antonio Spurs,Oklahoma City Thunder,101,74
488,Utah Jazz,Memphis Grizzlies,98,92
489,New Orleans Hornets,Washington Wizards,92,81
490,Dallas Mavericks,Cleveland Cavaliers,104,95
491,Atlanta Hawks,Los Angeles Clippers,107,98
492,Memphis Grizzlies,Los Angeles Lakers,104,85
493,New York Knicks,Indiana Pacers,98,92
494,Portland Trail Blazers,Houston Rockets,100,85
495,Sacramento Kings,Phoenix Suns,94,89
496,Boston Celtics,Toronto Raptors,93,79
497,Boston Celtics,Minnesota Timberwolves,96,93
498,Miami Heat,Charlotte Bobcats,96,82
499,Denver Nuggets,Houston Rockets,113,106
500,New Orleans Hornets,Philadelphia 76ers,84,77
501,Orlando Magic,Golden State Warriors,110,90
502,Utah Jazz,Detroit Pistons,102,97
503,Chicago Bulls,Toronto Raptors,111,91
504,Dallas Mavericks,Portland Trail Blazers,84,81
505,Los Angeles Lakers,Detroit Pistons,108,83
506,Memphis Grizzlies,Oklahoma City Thunder,110,105
507,Miami Heat,Milwaukee Bucks,101,89
508,New York Knicks,San Antonio Spurs,128,115
509,Atlanta Hawks,Sacramento Kings,108,102
510,Boston Celtics,San Antonio Spurs,105,103
511,Toronto Raptors,Cleveland Cavaliers,120,105
512,Portland Trail Blazers,Houston Rockets,103,100
513,Los Angeles Clippers,Denver Nuggets,106,93
514,Charlotte Bobcats,Minnesota Timberwolves,108,105
515,New Jersey Nets,Chicago Bulls,96,94
516,Golden State Warriors,New Orleans Hornets,110,103
517,Orlando Magic,Milwaukee Bucks,97,87
518,Philadelphia 76ers,Washington Wizards,109,97
519,Los Angeles Lakers,Phoenix Suns,99,95
520,Atlanta Hawks,Utah Jazz,110,87
521,Oklahoma City Thunder,Dallas Mavericks,99,95
522,Sacramento Kings,Denver Nuggets,122,102
523,Boston Celtics,Toronto Raptors,122,102
524,Golden State Warriors,Cleveland Cavaliers,116,98
525,San Antonio Spurs,Indiana Pacers,90,87
526,Los Angeles Lakers,New Orleans Hornets,101,97
527,Memphis Grizzlies,Utah Jazz,110,99
528,Miami Heat,Milwaukee Bucks,101,95
529,Portland Trail Blazers,Minnesota Timberwolves,108,98
530,Orlando Magic,Houston Rockets,110,95
531,Philadelphia 76ers,Chicago Bulls,105,99
532,New York Knicks,Phoenix Suns,121,96
533,Washington Wizards,New Jersey Nets,97,77
534,Atlanta Hawks,Indiana Pacers,108,93
535,Charlotte Bobcats,Washington Wizards,104,89
536,Chicago Bulls,Boston Celtics,90,79
537,Orlando Magic,Dallas Mavericks,117,107
538,Detroit Pistons,Philadelphia 76ers,112,109
539,Utah Jazz,Houston Rockets,103,99
540,Milwaukee Bucks,New Jersey Nets,115,92
541,Oklahoma City Thunder,Memphis Grizzlies,109,100
542,New Orleans Hornets,Denver Nuggets,96,87
543,Los Angeles Clippers,Golden State Warriors,105,91
544,Los Angeles Lakers,New York Knicks,109,87
545,Phoenix Suns,Cleveland Cavaliers,108,100
546,Miami Heat,Portland Trail Blazers,107,100
547,San Antonio Spurs,Minnesota Timberwolves,94,91
548,Toronto Raptors,Sacramento Kings,118,112
549,Houston Rockets,Boston Celtics,108,102
550,Charlotte Bobcats,Memphis Grizzlies,96,82
551,Chicago Bulls,Detroit Pistons,95,82
552,Denver Nuggets,Phoenix Suns,132,98
553,Los Angeles Lakers,Cleveland Cavaliers,112,57
