,home,away,home_points,away_points
554,San Antonio Spurs,Minnesota Timberwolves,107,96
555,Indiana Pacers,Philadelphia 76ers,111,103
556,New York Knicks,Portland Trail Blazers,100,86
557,Washington Wizards,Sacramento Kings,136,133
558,Boston Celtics,Sacramento Kings,119,95
559,Charlotte Bobcats,Chicago Bulls,96,91
560,Memphis Grizzlies,Detroit Pistons,107,99
561,Los Angeles Lakers,Golden State Warriors,115,110
562,Oklahoma City Thunder,Houston Rockets,118,112
563,Indiana Pacers,Dallas Mavericks,102,89
564,Los Angeles Clippers,Miami Heat,111,105
565,San Antonio Spurs,Milwaukee Bucks,91,84
566,New Orleans Hornets,Orlando Magic,92,89
567,Phoenix Suns,New Jersey Nets,118,109
568,Atlanta Hawks,Toronto Raptors,104,101
569,Utah Jazz,New York Knicks,131,125
570,Denver Nuggets,Miami Heat,130,102
571,Minnesota Timberwolves,Washington Wizards,109,97
572,Oklahoma City Thunder,Orlando Magic,125,124
573,Boston Celtics,Charlotte Bobcats,99,94
574,Golden State Warriors,Los Angeles Clippers,122,112
575,New Orleans Hornets,Houston Rockets,110,105
576,Chicago Bulls,Indiana Pacers,99,86
577,Los Angeles Lakers,New Jersey Nets,100,88
578,Sacramento Kings,New York Knicks,93,83
579,Philadelphia 76ers,Milwaukee Bucks,95,94
580,Phoenix Suns,Portland Trail Blazers,115,111
581,San Antonio Spurs,Dallas Mavericks,101,89
582,Detroit Pistons,Toronto Raptors,101,95
583,Utah Jazz,Cleveland Cavaliers,121,99
584,Houston Rockets,Atlanta Hawks,112,106
585,New Orleans Hornets,Charlotte Bobcats,88,81
586,Chicago Bulls,Miami Heat,99,96
587,Denver Nuggets,Cleveland Cavaliers,127,99
588,Detroit Pistons,Sacramento Kings,110,106
589,Memphis Grizzlies,Dallas Mavericks,89,70
590,Orlando Magic,Minnesota Timberwolves,108,99
591,Portland Trail Blazers,New Jersey Nets,96,89
592,Washington Wizards,Toronto Raptors,98,95
593,Los Angeles Clippers,Los Angeles Lakers,99,92
594,San Antonio Spurs,Denver Nuggets,110,97
595,Atlanta Hawks,Sacramento Kings,100,98
596,Boston Celtics,Orlando Magic,109,106
597,Detroit Pistons,Dallas Mavericks,103,89
598,Golden State Warriors,New Jersey Nets,109,100
599,Houston Rockets,Milwaukee Bucks,93,84
600,Los Angeles Clippers,Indiana Pacers,114,107
601,Los Angeles Lakers,Oklahoma City Thunder,101,94
602,Chicago Bulls,Memphis Grizzlies,96,84
603,New Orleans Hornets,Toronto Raptors,85,81
604,Phoenix Suns,New York Knicks,129,121
605,Philadelphia 76ers,Charlotte Bobcats,96,92
606,Portland Trail Blazers,Minnesota Timberwolves,113,102
607,Washington Wizards,Utah Jazz,108,101
608,Charlotte Bobcats,Chicago Bulls,83,82
609,Atlanta Hawks,Miami Heat,93,89
610,Boston Celtics,Detroit Pistons,86,82
611,Phoenix Suns,Cleveland Cavaliers,106,98
612,Dallas Mavericks,Los Angeles Lakers,109,100
613,Denver Nuggets,Oklahoma City Thunder,112,107
614,Golden State Warriors,Indiana Pacers,110,108
615,Houston Rockets,New York Knicks,104,89
616,Los Angeles Clippers,Minnesota Timberwolves,126,111
617,Milwaukee Bucks,Washington Wizards,100,87
618,New Jersey Nets,Utah Jazz,103,95
619,New Orleans Hornets,Memphis Grizzlies,103,102
620,Orlando Magic,Philadelphia 76ers,99,98
621,Portland Trail Blazers,Sacramento Kings,94,90
622,San Antonio Spurs,Toronto Raptors,104,95
623,Charlotte Bobcats,Philadelphia 76ers,100,97
624,Chicago Bulls,Dallas Mavericks,82,77
625,Portland Trail Blazers,Los Angeles Clippers,108,93
626,New Orleans Hornets,Atlanta Hawks,100,59
627,Boston Celtics,Utah Jazz,110,86
628,Milwaukee Bucks,Cleveland Cavaliers,102,88
629,Los Angeles Lakers,Denver Nuggets,107,97
630,Golden State Warriors,Sacramento Kings,119,112
631,Memphis Grizzlies,Houston Rockets,115,110
632,New Jersey Nets,Detroit Pistons,89,74
633,Orlando Magic,Toronto Raptors,112,72
634,San Antonio Spurs,New York Knicks,101,92
635,Phoenix Suns,Washington Wizards,109,91
636,Atlanta Hawks,Charlotte Bobcats,103,87
637,Chicago Bulls,Cleveland Cavaliers,92,79
638,Detroit Pistons,Phoenix Suns,75,74
639,Orlando Magic,Houston Rockets,118,104
640,Los Angeles Clippers,Golden State Warriors,113,109
641,Miami Heat,Toronto Raptors,120,103
642,Memphis Grizzlies,Milwaukee Bucks,94,81
643,Dallas Mavericks,New Jersey Nets,87,86
644,New Orleans Hornets,San Antonio Spurs,96,72
645,Oklahoma City Thunder,New York Knicks,101,98
646,Philadelphia 76ers,Utah Jazz,96,85
647,Portland Trail Blazers,Indiana Pacers,97,92
648,Washington Wizards,Boston Celtics,85,83
649,Denver Nuggets,Indiana Pacers,121,107
650,Chicago Bulls,Milwaukee Bucks,92,83
651,San Antonio Spurs,Golden State Warriors,113,102
652,Houston Rockets,Minnesota Timberwolves,129,125
653,New Jersey Nets,Cleveland Cavaliers,103,101
654,New Orleans Hornets,Oklahoma City Thunder,91,89
655,New York Knicks,Washington Wizards,115,106
656,Detroit Pistons,Orlando Magic,103,96
657,Philadelphia 76ers,Phoenix Suns,105,95
658,Sacramento Kings,Portland Trail Blazers,96,81
659,Memphis Grizzlies,Toronto Raptors,100,98
660,Boston Celtics,Cleveland Cavaliers,112,95
661,Dallas Mavericks,Los Angeles Clippers,112,105
662,Los Angeles Lakers,Utah Jazz,120,91
663,Charlotte Bobcats,Sacramento Kings,94,89
664,Denver Nuggets,Washington Wizards,120,109
665,Denver Nuggets,Detroit Pistons,109,100
666,New Orleans Hornets,Golden State Warriors,112,103
667,Houston Rockets,Los Angeles Clippers,96,83
668,Orlando Magic,Indiana Pacers,111,96
669,Milwaukee Bucks,Atlanta Hawks,98,90
670,Oklahoma City Thunder,Minnesota Timberwolves,118,117
671,New Jersey Nets,Memphis Grizzlies,93,88
672,Charlotte Bobcats,Phoenix Suns,114,107
673,Philadelphia 76ers,Toronto Raptors,107,94
674,San Antonio Spurs,Utah Jazz,112,105
675,Dallas Mavericks,Houston Rockets,111,106
676,New York Knicks,Miami Heat,93,88
677,Boston Celtics,Portland Trail Blazers,88,78
678,Atlanta Hawks,New York Knicks,111,102
679,Chicago Bulls,Orlando Magic,99,90
680,Denver Nuggets,Cleveland Cavaliers,117,103
681,Charlotte Bobcats,Golden State Warriors,121,113
682,Indiana Pacers,New Jersey Nets,124,92
683,Sacramento Kings,Los Angeles Lakers,100,95
684,Miami Heat,Detroit Pistons,88,87
685,Oklahoma City Thunder,Washington Wizards,124,117
686,Memphis Grizzlies,Philadelphia 76ers,99,94
687,Phoenix Suns,Boston Celtics,88,71
688,Milwaukee Bucks,Toronto Raptors,116,110
689,Utah Jazz,Minnesota Timberwolves,108,100
690,Chicago Bulls,Indiana Pacers,110,89
691,Dallas Mavericks,Atlanta Hawks,102,91
692,Los Angeles Clippers,Charlotte Bobcats,103,88
693,Memphis Grizzlies,Washington Wizards,107,93
694,Milwaukee Bucks,New Jersey Nets,91,81
695,Minnesota Timberwolves,Toronto Raptors,103,87
696,Sacramento Kings,New Orleans Hornets,102,96
697,San Antonio Spurs,Houston Rockets,108,95
698,Golden State Warriors,Utah Jazz,96,81
699,Boston Celtics,Los Angeles Lakers,109,96
700,New York Knicks,Detroit Pistons,124,106
701,Miami Heat,Oklahoma City Thunder,108,103
702,Orlando Magic,Cleveland Cavaliers,103,87
703,Philadelphia 76ers,Denver Nuggets,110,99
704,Phoenix Suns,New Orleans Hornets,104,102
705,Dallas Mavericks,Washington Wizards,102,92
706,Indiana Pacers,Toronto Raptors,104,93
707,Los Angeles Clippers,Milwaukee Bucks,105,98
708,Memphis Grizzlies,Orlando Magic,100,97
709,Miami Heat,Cleveland Cavaliers,117,90
710,New Jersey Nets,Denver Nuggets,115,99
711,Utah Jazz,Charlotte Bobcats,83,78
712,Los Angeles Lakers,Houston Rockets,114,106
713,New Orleans Hornets,Washington Wizards,97,89
714,Portland Trail Blazers,San Antonio Spurs,99,86
715,Boston Celtics,Sacramento Kings,95,90
716,Atlanta Hawks,Toronto Raptors,100,87
717,Indiana Pacers,Cleveland Cavaliers,117,112
718,Denver Nuggets,Portland Trail Blazers,109,90
719,Charlotte Bobcats,Detroit Pistons,97,87
720,Chicago Bulls,Los Angeles Clippers,106,88
721,Memphis Grizzlies,Minnesota Timberwolves,102,84
722,Philadelphia 76ers,New Jersey Nets,106,92
723,Dallas Mavericks,New York Knicks,113,97
724,Oklahoma City Thunder,New Orleans Hornets,104,93
725,Phoenix Suns,Milwaukee Bucks,92,77
726,Houston Rockets,Utah Jazz,97,96
727,Golden State Warriors,Milwaukee Bucks,100,94
728,San Antonio Spurs,Los Angeles Lakers,89,88
729,Miami Heat,Orlando Magic,104,100
730,Atlanta Hawks,Los Angeles Clippers,101,100
731,Dallas Mavericks,Boston Celtics,101,97
732,Miami Heat,Charlotte Bobcats,109,97
733,Utah Jazz,Denver Nuggets,113,106
734,Detroit Pistons,New Jersey Nets,92,82
735,Indiana Pacers,Portland Trail Blazers,100,87
736,Memphis Grizzlies,Cleveland Cavaliers,112,105
737,Philadelphia 76ers,New York Knicks,100,98
738,Oklahoma City Thunder,Phoenix Suns,111,107
739,San Antonio Spurs,Sacramento Kings,113,100
740,Toronto Raptors,Minnesota Timberwolves,111,100
741,Orlando Magic,Washington Wizards,110,92
742,Dallas Mavericks,Charlotte Bobcats,101,92
743,Portland Trail Blazers,Cleveland Cavaliers,111,105
744,Golden State Warriors,Chicago Bulls,101,90
745,Houston Rockets,Memphis Grizzlies,95,93
746,Detroit Pistons,Milwaukee Bucks,89,78
747,Denver Nuggets,Minnesota Timberwolves,113,100
748,Los Angeles Lakers,New Orleans Hornets,101,95
749,Oklahoma City Thunder,Utah Jazz,121,105
750,Atlanta Hawks,Washington Wizards,99,92
751,Boston Celtics,Orlando Magic,91,80
752,Miami Heat,Los Angeles Clippers,97,79
753,Indiana Pacers,New Jersey Nets,105,86
754,New York Knicks,Philadelphia 76ers,117,103
755,Charlotte Bobcats,Boston Celtics,94,89
756,Dallas Mavericks,Cleveland Cavaliers,99,96
757,Houston Rockets,Denver Nuggets,108,103
758,Phoenix Suns,Golden State Warriors,104,92
759,Los Angeles Lakers,Memphis Grizzlies,93,84
760,Minnesota Timberwolves,New Orleans Hornets,104,92
761,Portland Trail Blazers,Chicago Bulls,109,103
762,Utah Jazz,Sacramento Kings,107,104
763,Philadelphia 76ers,Atlanta Hawks,117,83
764,San Antonio Spurs,Detroit Pistons,100,89
765,Minnesota Timberwolves,Houston Rockets,112,108
766,Miami Heat,Indiana Pacers,117,112
767,Milwaukee Bucks,Toronto Raptors,92,74
768,Memphis Grizzlies,Oklahoma City Thunder,105,101
769,Orlando Magic,Los Angeles Clippers,101,85
770,Detroit Pistons,Cleveland Cavaliers,103,94
771,Golden State Warriors,Denver Nuggets,116,114
772,Indiana Pacers,Charlotte Bobcats,104,103
773,New Jersey Nets,New Orleans Hornets,103,101
774,Los Angeles Clippers,New York Knicks,116,108
775,Orlando Magic,Philadelphia 76ers,99,95
776,Dallas Mavericks,Sacramento Kings,102,100
777,San Antonio Spurs,Toronto Raptors,111,100
778,Chicago Bulls,Utah Jazz,91,86
779,Washington Wizards,Milwaukee Bucks,100,85
780,Los Angeles Lakers,Boston Celtics,92,86
781,Denver Nuggets,Dallas Mavericks,121,120
782,Phoenix Suns,Golden State Warriors,112,88
783,New Jersey Nets,Charlotte Bobcats,94,89
784,Cleveland Cavaliers,Los Angeles Clippers,126,119
785,Miami Heat,Detroit Pistons,106,92
786,Indiana Pacers,Minnesota Timberwolves,116,105
787,Memphis Grizzlies,Milwaukee Bucks,89,86
788,Los Angeles Lakers,New York Knicks,113,96
789,New Orleans Hornets,Orlando Magic,99,93
790,Philadelphia 76ers,San Antonio Spurs,77,71
791,Portland Trail Blazers,Toronto Raptors,102,96
792,Phoenix Suns,Utah Jazz,95,83
793,Charlotte Bobcats,Atlanta Hawks,88,86
794,Dallas Mavericks,Houston Rockets,106,102
795,Indiana Pacers,Milwaukee Bucks,103,97
796,Philadelphia 76ers,Minnesota Timberwolves,107,87
797,New York Knicks,New Jersey Nets,105,95
798,Chicago Bulls,New Orleans Hornets,97,88
799,Oklahoma City Thunder,Sacramento Kings,99,97
800,San Antonio Spurs,Washington Wizards,118,94
801,Boston Celtics,Miami Heat,85,82
802,Washington Wizards,Cleveland Cavaliers,115,100
803,Portland Trail Blazers,Detroit Pistons,105,100
804,Golden State Warriors,Oklahoma City Thunder,100,94
805,Memphis Grizzlies,Denver Nuggets,116,108
806,Orlando Magic,Los Angeles Lakers,89,75
807,Sacramento Kings,Phoenix Suns,113,108
808,Toronto Raptors,Los Angeles Clippers,98,93
809,Charlotte Bobcats,Los Angeles Lakers,109,89
810,Atlanta Hawks,Detroit Pistons,94,79
811,Houston Rockets,Denver Nuggets,121,102
812,Milwaukee Bucks,Los Angeles Clippers,102,78
813,Portland Trail Blazers,Minnesota Timberwolves,95,81
814,San Antonio Spurs,New Jersey Nets,102,85
815,Chicago Bulls,Charlotte Bobcats,106,94
816,Golden State Warriors,New Orleans Hornets,102,89
817,Miami Heat,Indiana Pacers,110,103
818,Memphis Grizzlies,Philadelphia 76ers,102,91
819,Oklahoma City Thunder,Sacramento Kings,126,96
820,Phoenix Suns,Utah Jazz,102,101
821,Boston Celtics,New Jersey Nets,94,80
822,Cleveland Cavaliers,Los Angeles Lakers,104,99
823,Dallas Mavericks,Sacramento Kings,116,100
824,Detroit Pistons,Indiana Pacers,115,109
825,Philadelphia 76ers,Houston Rockets,114,105
826,Denver Nuggets,Milwaukee Bucks,94,87
827,Los Angeles Clippers,Minnesota Timberwolves,98,90
828,New York Knicks,Atlanta Hawks,102,90
829,Orlando Magic,Washington Wizards,101,76
830,Portland Trail Blazers,New Orleans Hornets,103,96
831,Miami Heat,Toronto Raptors,103,95
832,Golden State Warriors,Utah Jazz,107,100
833,Chicago Bulls,San Antonio Spurs,109,99
834,Dallas Mavericks,Phoenix Suns,112,106
835,Charlotte Bobcats,Toronto Raptors,114,101
836,Denver Nuggets,Memphis Grizzlies,120,107
837,Houston Rockets,Detroit Pistons,108,100
838,Boston Celtics,Golden State Warriors,115,93
839,Los Angeles Lakers,Atlanta Hawks,104,80
840,Miami Heat,Sacramento Kings,117,97
841,Milwaukee Bucks,Minnesota Timberwolves,94,88
842,Oklahoma City Thunder,Los Angeles Clippers,111,88
843,Indiana Pacers,Washington Wizards,113,96
844,Houston Rockets,Cleveland Cavaliers,124,119
845,Dallas Mavericks,Utah Jazz,118,99
846,Indiana Pacers,Detroit Pistons,102,101
847,Memphis Grizzlies,Minnesota Timberwolves,104,95
848,New Orleans Hornets,Los Angeles Clippers,98,87
849,New York Knicks,Milwaukee Bucks,114,108
850,Sacramento Kings,Orlando Magic,111,105
851,Philadelphia 76ers,Washington Wizards,117,94
852,Phoenix Suns,Atlanta Hawks,105,97
853,Los Angeles Lakers,Portland Trail Blazers,106,101
854,San Antonio Spurs,Oklahoma City Thunder,109,105
855,Toronto Raptors,Chicago Bulls,118,113
856,Chicago Bulls,Miami Heat,93,89
857,Denver Nuggets,Boston Celtics,89,75
858,Charlotte Bobcats,Sacramento Kings,110,98
859,Cleveland Cavaliers,New York Knicks,115,109
860,Atlanta Hawks,Golden State Warriors,95,79
861,Utah Jazz,Indiana Pacers,95,84
862,Los Angeles Lakers,Los Angeles Clippers,108,95
863,Miami Heat,Washington Wizards,121,113
864,New Orleans Hornets,Minnesota Timberwolves,95,81
865,Orlando Magic,Oklahoma City Thunder,111,88
866,Philadelphia 76ers,Detroit Pistons,110,94
867,Portland Trail Blazers,Denver Nuggets,107,106
868,San Antonio Spurs,New Jersey Nets,106,96
869,Phoenix Suns,Toronto Raptors,110,92
870,Detroit Pistons,Utah Jazz,120,116
871,Houston Rockets,New Jersey Nets,123,108
872,Boston Celtics,Los Angeles Clippers,99,92
873,Memphis Grizzlies,Sacramento Kings,120,92
874,Chicago Bulls,Milwaukee Bucks,83,75
875,Dallas Mavericks,Washington Wizards,105,99
876,Philadelphia 76ers,Cleveland Cavaliers,95,91
877,Phoenix Suns,Indiana Pacers,110,108
878,New York Knicks,Miami Heat,91,86
879,Minnesota Timberwolves,Golden State Warriors,126,123
880,Houston Rockets,New Orleans Hornets,91,89
881,Los Angeles Lakers,Oklahoma City Thunder,90,87
882,Orlando Magic,Charlotte Bobcats,100,86
883,Atlanta Hawks,Portland Trail Blazers,90,83
884,San Antonio Spurs,Memphis Grizzlies,95,88
885,Dallas Mavericks,Toronto Raptors,114,96
886,Denver Nuggets,Atlanta Hawks,100,90
887,Phoenix Suns,New Jersey Nets,104,103
888,Sacramento Kings,Los Angeles Clippers,105,99
889,Boston Celtics,Utah Jazz,107,102
890,Chicago Bulls,Washington Wizards,105,77
891,Indiana Pacers,Golden State Warriors,109,100
892,Memphis Grizzlies,San Antonio Spurs,109,93
893,Milwaukee Bucks,Detroit Pistons,92,90
894,Los Angeles Lakers,Minnesota Timberwolves,90,79
895,Orlando Magic,New York Knicks,116,110
896,Dallas Mavericks,Philadelphia 76ers,101,93
897,Houston Rockets,Portland Trail Blazers,103,87
898,Toronto Raptors,New Orleans Hornets,96,90
899,Atlanta Hawks,Chicago Bulls,83,80
900,Boston Celtics,Phoenix Suns,115,103
901,San Antonio Spurs,Cleveland Cavaliers,109,99
902,Denver Nuggets,Charlotte Bobcats,120,80
903,Minnesota Timberwolves,Detroit Pistons,116,105
904,Los Angeles Clippers,Houston Rockets,106,103
905,New York Knicks,New Orleans Hornets,107,88
906,Oklahoma City Thunder,Indiana Pacers,113,89
907,Portland Trail Blazers,Sacramento Kings,107,102
908,Golden State Warriors,Washington Wizards,106,102
909,Orlando Magic,Miami Heat,99,96
910,Denver Nuggets,Utah Jazz,103,101
911,Oklahoma City Thunder,Atlanta Hawks,111,104
912,Boston Celtics,Golden State Warriors,107,103
913,Dallas Mavericks,Indiana Pacers,116,108
914,Los Angeles Lakers,Charlotte Bobcats,92,84
915,New Orleans Hornets,Memphis Grizzlies,98,91
916,Phoenix Suns,Milwaukee Bucks,102,88
917,New Jersey Nets,Toronto Raptors,116,103
918,Cleveland Cavaliers,New York Knicks,119,115
919,Chicago Bulls,Orlando Magic,89,81
920,Philadelphia 76ers,Minnesota Timberwolves,111,100
921,San Antonio Spurs,Miami Heat,125,95
922,Houston Rockets,Indiana Pacers,112,95
923,Los Angeles Clippers,Denver Nuggets,100,94
924,New Jersey Nets,Toronto Raptors,137,136
925,Portland Trail Blazers,Charlotte Bobcats,93,69
926,Utah Jazz,Sacramento Kings,109,102
927,Washington Wizards,Minnesota Timberwolves,103,96
928,New York Knicks,Atlanta Hawks,92,79
929,New Orleans Hornets,Cleveland Cavaliers,96,81
930,Memphis Grizzlies,Dallas Mavericks,104,103
931,Detroit Pistons,Washington Wizards,113,102
932,Chicago Bulls,Miami Heat,87,86
933,Boston Celtics,Milwaukee Bucks,89,83
934,Oklahoma City Thunder,Phoenix Suns,122,118
935,Philadelphia 76ers,Golden State Warriors,125,117
936,Los Angeles Lakers,San Antonio Spurs,99,83
937,Los Angeles Clippers,Charlotte Bobcats,92,87
938,Chicago Bulls,New Orleans Hornets,85,77
939,Memphis Grizzlies,Oklahoma City Thunder,107,101
940,Dallas Mavericks,Minnesota Timberwolves,108,105
941,New York Knicks,Utah Jazz,131,109
942,Portland Trail Blazers,Orlando Magic,89,85
943,Houston Rockets,Sacramento Kings,123,101
944,Los Angeles Lakers,Atlanta Hawks,101,87
945,Golden State Warriors,Cleveland Cavaliers,95,85
946,Philadelphia 76ers,Indiana Pacers,110,100
947,Portland Trail Blazers,Miami Heat,105,96
948,Phoenix Suns,Houston Rockets,113,110
949,Milwaukee Bucks,Washington Wizards,95,76
950,Los Angeles Clippers,Boston Celtics,108,103
951,Chicago Bulls,Charlotte Bobcats,101,84
952,New York Knicks,Memphis Grizzlies,110,108
953,Milwaukee Bucks,Cleveland Cavaliers,110,90
954,Minnesota Timberwolves,Indiana Pacers,101,75
955,New Jersey Nets,Golden State Warriors,94,90
956,New Orleans Hornets,Dallas Mavericks,93,92
957,Oklahoma City Thunder,Philadelphia 76ers,110,105
958,Orlando Magic,Sacramento Kings,106,102
959,San Antonio Spurs,Detroit Pistons,111,104
960,Utah Jazz,Toronto Raptors,96,94
961,Dallas Mavericks,New York Knicks,127,109
962,Miami Heat,Los Angeles Lakers,94,88
963,Denver Nuggets,Phoenix Suns,116,97
964,Charlotte Bobcats,Portland Trail Blazers,97,92
965,Chicago Bulls,Atlanta Hawks,94,76
966,Golden State Warriors,Orlando Magic,123,120
967,Minnesota Timberwolves,Utah Jazz,122,101
968,New Jersey Nets,Los Angeles Clippers,102,98
969,Oklahoma City Thunder,Detroit Pistons,104,94
970,Philadelphia 76ers,Boston Celtics,89,86
971,San Antonio Spurs,Sacramento Kings,108,103
972,Toronto Raptors,Indiana Pacers,108,98
973,Atlanta Hawks,Portland Trail Blazers,91,82
974,Chicago Bulls,Utah Jazz,118,100
975,Los Angeles Lakers,Dallas Mavericks,96,91
976,Denver Nuggets,Detroit Pistons,131,101
977,San Antonio Spurs,Houston Rockets,115,107
978,Miami Heat,Memphis Grizzlies,118,85
979,Milwaukee Bucks,Philadelphia 76ers,102,74
980,New Orleans Hornets,Sacramento Kings,115,103
981,Los Angeles Clippers,Washington Wizards,122,101
982,Boston Celtics,Milwaukee Bucks,87,56
983,Oklahoma City Thunder,Cleveland Cavaliers,95,75
984,Golden State Warriors,Minnesota Timberwolves,100,77
985,Indiana Pacers,New York Knicks,106,93
986,Orlando Magic,Phoenix Suns,111,88
987,Charlotte Bobcats,Toronto Raptors,95,90
988,Houston Rockets,Phoenix Suns,95,93
989,Los Angeles Lakers,Orlando Magic,97,84
990,Memphis Grizzlies,Los Angeles Clippers,105,82
991,Miami Heat,San Antonio Spurs,110,80
992,New Jersey Nets,Boston Celtics,88,79
993,Denver Nuggets,New Orleans Hornets,114,103
994,Sacramento Kings,Golden State Warriors,129,119
995,Utah Jazz,Philadelphia 76ers,112,107
996,Oklahoma City Thunder,Washington Wizards,116,89
997,Atlanta Hawks,Milwaukee Bucks,110,85
998,Chicago Bulls,Washington Wizards,98,79
999,Indiana Pacers,New York Knicks,119,117
1000,Portland Trail Blazers,Dallas Mavericks,104,101
1001,Denver Nuggets,Atlanta Hawks,102,87
1002,Boston Celtics,Indiana Pacers,92,80
1003,Detroit Pistons,Toronto Raptors,107,93
1004,Dallas Mavericks,Golden State Warriors,112,106
1005,Houston Rockets,Charlotte Bobcats,94,78
1006,Philadelphia 76ers,Los Angeles Clippers,104,94
1007,Oklahoma City Thunder,Miami Heat,96,85
1008,Orlando Magic,Milwaukee Bucks,93,89
1009,New Orleans Hornets,Phoenix Suns,100,95
1010,Cleveland Cavaliers,Sacramento Kings,97,93
1011,Utah Jazz,Minnesota Timberwolves,119,104
1012,Chicago Bulls,New Jersey Nets,84,73
1013,New York Knicks,Memphis Grizzlies,120,99
1014,Portland Trail Blazers,Cleveland Cavaliers,111,70
1015,Miami Heat,Atlanta Hawks,106,85
1016,San Antonio Spurs,Dallas Mavericks,97,91
1017,Detroit Pistons,New York Knicks,99,95
1018,Houston Rockets,Boston Celtics,93,77
1019,Indiana Pacers,Chicago Bulls,115,108
1020,Los Angeles Lakers,Minnesota Timberwolves,106,98
1021,Milwaukee Bucks,New Jersey Nets,110,95
1022,Oklahoma City Thunder,Charlotte Bobcats,99,82
1023,Orlando Magic,Denver Nuggets,85,82
1024,Phoenix Suns,Golden State Warriors,108,97
1025,Philadelphia 76ers,Sacramento Kings,102,80
1026,Toronto Raptors,Washington Wizards,116,107
1027,Los Angeles Clippers,Cleveland Cavaliers,100,92
1028,Memphis Grizzlies,Indiana Pacers,99,78
1029,Miami Heat,Denver Nuggets,103,98
1030,Boston Celtics,New Orleans Hornets,89,85
1031,Portland Trail Blazers,Philadelphia 76ers,110,101
1032,San Antonio Spurs,Charlotte Bobcats,109,98
1033,Atlanta Hawks,Detroit Pistons,104,96
1034,Dallas Mavericks,Golden State Warriors,101,73
1035,Houston Rockets,Utah Jazz,110,108
1036,Phoenix Suns,Los Angeles Clippers,108,99
1037,Los Angeles Lakers,Portland Trail Blazers,84,80
1038,Milwaukee Bucks,New York Knicks,100,95
1039,Sacramento Kings,Minnesota Timberwolves,127,95
1040,Toronto Raptors,Oklahoma City Thunder,95,93
1041,Washington Wizards,New Jersey Nets,98,92
1042,Chicago Bulls,Sacramento Kings,132,92
1043,Orlando Magic,Cleveland Cavaliers,97,86
1044,Denver Nuggets,Toronto Raptors,123,90
1045,Memphis Grizzlies,Utah Jazz,103,85
1046,Indiana Pacers,New Jersey Nets,102,98
1047,Boston Celtics,New York Knicks,96,86
1048,San Antonio Spurs,Golden State Warriors,111,96
1049,Chicago Bulls,Atlanta Hawks,114,81
1050,Los Angeles Lakers,Phoenix Suns,139,137
1051,Portland Trail Blazers,Washington Wizards,111,76
1052,Memphis Grizzlies,Boston Celtics,90,87
1053,Indiana Pacers,Charlotte Bobcats,111,88
1054,New Jersey Nets,Cleveland Cavaliers,98,94
1055,Denver Nuggets,San Antonio Spurs,115,112
1056,Miami Heat,Detroit Pistons,100,94
1057,Houston Rockets,Golden State Warriors,131,112
1058,Los Angeles Clippers,Washington Wizards,127,119
1059,Sacramento Kings,Milwaukee Bucks,97,90
1060,Orlando Magic,New York Knicks,111,99
1061,Oklahoma City Thunder,Utah Jazz,106,94
1062,Philadelphia 76ers,Atlanta Hawks,105,100
1063,Phoenix Suns,Toronto Raptors,114,106
1064,Dallas Mavericks,Minnesota Timberwolves,104,96
1065,New Orleans Hornets,Utah Jazz,121,117
1066,Charlotte Bobcats,Boston Celtics,83,81
1067,Chicago Bulls,Memphis Grizzlies,99,96
1068,Cleveland Cavaliers,Detroit Pistons,97,91
1069,Denver Nuggets,Washington Wizards,114,94
1070,Golden State Warriors,Toronto Raptors,138,100
1071,Sacramento Kings,Indiana Pacers,110,93
1072,Los Angeles Lakers,Los Angeles Clippers,112,104
1073,Miami Heat,Philadelphia 76ers,111,99
1074,Milwaukee Bucks,New York Knicks,102,96
1075,Oklahoma City Thunder,Minnesota Timberwolves,111,103
1076,Orlando Magic,New Jersey Nets,95,85
1077,New Orleans Hornets,Phoenix Suns,106,100
1078,Portland Trail Blazers,San Antonio Spurs,98,96
1079,Atlanta Hawks,New Jersey Nets,98,87
1080,Charlotte Bobcats,New York Knicks,114,106
1081,Detroit Pistons,Indiana Pacers,100,88
1082,Los Angeles Clippers,Toronto Raptors,94,90
1083,Chicago Bulls,Milwaukee Bucks,95,87
1084,Dallas Mavericks,Utah Jazz,94,77
1085,Atlanta Hawks,Cleveland Cavaliers,99,83
1086,Golden State Warriors,Washington Wizards,114,104
1087,Los Angeles Lakers,New Orleans Hornets,102,84
1088,Memphis Grizzlies,San Antonio Spurs,111,104
1089,Miami Heat,Houston Rockets,125,119
1090,Boston Celtics,Minnesota Timberwolves,85,82
1091,Oklahoma City Thunder,Portland Trail Blazers,99,90
1092,Sacramento Kings,Philadelphia 76ers,114,111
1093,Dallas Mavericks,Phoenix Suns,91,83
1094,Charlotte Bobcats,Milwaukee Bucks,87,86
1095,Philadelphia 76ers,Chicago Bulls,97,85
1096,Indiana Pacers,Boston Celtics,107,100
1097,Portland Trail Blazers,San Antonio Spurs,100,92
1098,Washington Wizards,Utah Jazz,100,95
1099,New York Knicks,Orlando Magic,113,106
1100,Cleveland Cavaliers,Miami Heat,102,90
1101,Houston Rockets,New Jersey Nets,112,87
1102,Oklahoma City Thunder,Golden State Warriors,115,114
1103,Sacramento Kings,Phoenix Suns,116,113
1104,Atlanta Hawks,Orlando Magic,85,82
