,home,away,home_points,away_points
553,Los Angeles Lakers,Cleveland Cavaliers,113,93
554,Washington Wizards,Orlando Magic,120,91
555,Boston Celtics,Charlotte Bobcats,100,89
556,Chicago Bulls,Atlanta Hawks,97,58
557,Los Angeles Clippers,Memphis Grizzlies,99,73
558,Dallas Mavericks,Minnesota Timberwolves,113,98
559,Utah Jazz,Miami Heat,104,97
560,Oklahoma City Thunder,Phoenix Suns,102,90
561,Sacramento Kings,Cleveland Cavaliers,124,118
562,New Orleans Hornets,Philadelphia 76ers,111,99
563,Indiana Pacers,Charlotte Bobcats,103,76
564,Brooklyn Nets,Toronto Raptors,113,106
565,Los Angeles Clippers,Houston Rockets,117,109
566,Denver Nuggets,Portland Trail Blazers,115,111
567,Los Angeles Lakers,Milwaukee Bucks,104,88
568,Chicago Bulls,Toronto Raptors,107,105
569,Orlando Magic,Indiana Pacers,97,86
570,Atlanta Hawks,Brooklyn Nets,109,95
571,New Orleans Hornets,Boston Celtics,90,78
572,Oklahoma City Thunder,Denver Nuggets,117,97
573,Dallas Mavericks,Houston Rockets,105,100
574,San Antonio Spurs,Memphis Grizzlies,103,82
575,Sacramento Kings,Washington Wizards,95,94
576,Cleveland Cavaliers,Portland Trail Blazers,93,88
577,Miami Heat,Golden State Warriors,92,75
578,New York Knicks,Detroit Pistons,102,87
579,Los Angeles Clippers,Minnesota Timberwolves,90,77
580,Milwaukee Bucks,Phoenix Suns,98,94
581,Miami Heat,Los Angeles Lakers,99,90
582,Chicago Bulls,Boston Celtics,100,99
583,Philadelphia 76ers,Toronto Raptors,108,101
584,Charlotte Bobcats,Orlando Magic,106,100
585,Indiana Pacers,Houston Rockets,105,95
586,Brooklyn Nets,Atlanta Hawks,94,89
587,Memphis Grizzlies,Sacramento Kings,85,69
588,San Antonio Spurs,Golden State Warriors,95,88
589,Washington Wizards,Denver Nuggets,112,108
590,Oklahoma City Thunder,Dallas Mavericks,117,114
591,Sacramento Kings,Charlotte Bobcats,97,93
592,San Antonio Spurs,Atlanta Hawks,98,93
593,Memphis Grizzlies,Chicago Bulls,85,82
594,Golden State Warriors,New Orleans Hornets,116,112
595,Minnesota Timberwolves,Houston Rockets,92,79
596,Utah Jazz,Cleveland Cavaliers,109,98
597,Milwaukee Bucks,Portland Trail Blazers,110,104
598,Los Angeles Clippers,Washington Wizards,94,87
599,Toronto Raptors,Los Angeles Lakers,108,103
600,Dallas Mavericks,Orlando Magic,111,105
601,Detroit Pistons,Boston Celtics,103,88
602,Denver Nuggets,Oklahoma City Thunder,121,118
603,Indiana Pacers,Memphis Grizzlies,82,81
604,New Orleans Hornets,Sacramento Kings,114,105
605,Houston Rockets,Charlotte Bobcats,100,94
606,Atlanta Hawks,Minnesota Timberwolves,104,96
607,Brooklyn Nets,New York Knicks,88,85
608,Golden State Warriors,Los Angeles Clippers,106,99
609,San Antonio Spurs,Philadelphia 76ers,90,85
610,Chicago Bulls,Los Angeles Lakers,95,83
611,Washington Wizards,Portland Trail Blazers,98,95
612,Cleveland Cavaliers,Boston Celtics,95,90
613,Detroit Pistons,Orlando Magic,105,90
614,Milwaukee Bucks,Philadelphia 76ers,110,102
615,Oklahoma City Thunder,Los Angeles Clippers,109,97
616,Atlanta Hawks,Charlotte Bobcats,104,92
617,Miami Heat,Toronto Raptors,123,116
618,Chicago Bulls,Detroit Pistons,85,82
619,Memphis Grizzlies,Los Angeles Lakers,106,93
620,Denver Nuggets,Houston Rockets,105,95
621,Brooklyn Nets,Minnesota Timberwolves,91,83
622,San Antonio Spurs,New Orleans Hornets,106,102
623,Utah Jazz,Washington Wizards,92,88
624,Phoenix Suns,Sacramento Kings,106,96
625,Portland Trail Blazers,Indiana Pacers,100,80
626,Golden State Warriors,Oklahoma City Thunder,104,99
627,Toronto Raptors,Orlando Magic,97,95
628,New York Knicks,Boston Celtics,89,86
629,Phoenix Suns,Los Angeles Clippers,93,88
630,Washington Wizards,Minnesota Timberwolves,114,101
631,Atlanta Hawks,Boston Celtics,123,111
632,Miami Heat,Detroit Pistons,110,88
633,Cleveland Cavaliers,Milwaukee Bucks,113,108
634,Chicago Bulls,Golden State Warriors,103,87
635,Memphis Grizzlies,Brooklyn Nets,101,77
636,Houston Rockets,New Orleans Hornets,100,82
637,San Antonio Spurs,Dallas Mavericks,113,107
638,Oklahoma City Thunder,Sacramento Kings,105,95
639,Los Angeles Lakers,Utah Jazz,102,84
640,Cleveland Cavaliers,Toronto Raptors,99,98
641,Philadelphia 76ers,New York Knicks,97,80
642,Washington Wizards,Chicago Bulls,86,73
643,Charlotte Bobcats,Minnesota Timberwolves,102,101
644,Houston Rockets,Brooklyn Nets,119,106
645,Milwaukee Bucks,Golden State Warriors,109,102
646,San Antonio Spurs,Phoenix Suns,108,99
647,Denver Nuggets,Sacramento Kings,121,93
648,Utah Jazz,Indiana Pacers,114,110
649,Portland Trail Blazers,Los Angeles Clippers,101,100
650,Boston Celtics,Miami Heat,100,98
651,Los Angeles Lakers,Oklahoma City Thunder,105,96
652,Detroit Pistons,Orlando Magic,104,102
653,New Orleans Hornets,Memphis Grizzlies,91,83
654,New York Knicks,Atlanta Hawks,106,104
655,Dallas Mavericks,Phoenix Suns,110,95
656,Los Angeles Clippers,Portland Trail Blazers,96,83
657,Golden State Warriors,Toronto Raptors,114,102
658,Memphis Grizzlies,Philadelphia 76ers,103,100
659,Sacramento Kings,Washington Wizards,96,94
660,Brooklyn Nets,Orlando Magic,97,77
661,Chicago Bulls,Charlotte Bobcats,93,85
662,Denver Nuggets,Indiana Pacers,102,101
663,Houston Rockets,Utah Jazz,125,80
664,Golden State Warriors,Cleveland Cavaliers,108,95
665,Milwaukee Bucks,Detroit Pistons,117,90
666,Portland Trail Blazers,Dallas Mavericks,106,104
667,Los Angeles Lakers,New Orleans Hornets,111,106
668,Philadelphia 76ers,Washington Wizards,92,84
669,Indiana Pacers,Detroit Pistons,98,79
670,Boston Celtics,Sacramento Kings,99,81
671,New York Knicks,Orlando Magic,113,97
672,Atlanta Hawks,Toronto Raptors,93,92
673,Miami Heat,Brooklyn Nets,105,85
674,Chicago Bulls,Milwaukee Bucks,104,88
675,Los Angeles Clippers,Minnesota Timberwolves,96,90
676,San Antonio Spurs,Charlotte Bobcats,102,78
677,Denver Nuggets,Houston Rockets,118,110
678,Utah Jazz,New Orleans Hornets,104,99
679,Phoenix Suns,Los Angeles Lakers,92,86
680,Oklahoma City Thunder,Memphis Grizzlies,106,89
681,Golden State Warriors,Dallas Mavericks,100,97
682,Toronto Raptors,Los Angeles Clippers,98,73
683,Indiana Pacers,Miami Heat,102,89
684,Boston Celtics,Orlando Magic,97,84
685,Brooklyn Nets,Chicago Bulls,93,89
686,New York Knicks,Milwaukee Bucks,96,86
687,Philadelphia 76ers,Sacramento Kings,89,80
688,Detroit Pistons,Cleveland Cavaliers,117,99
689,Memphis Grizzlies,Washington Wizards,85,76
690,Denver Nuggets,New Orleans Hornets,113,98
691,Utah Jazz,Portland Trail Blazers,86,77
692,Dallas Mavericks,Phoenix Suns,109,99
693,Los Angeles Lakers,Minnesota Timberwolves,111,100
694,Chicago Bulls,Atlanta Hawks,93,76
695,New York Knicks,Sacramento Kings,120,81
696,Cleveland Cavaliers,Oklahoma City Thunder,115,110
697,Houston Rockets,Charlotte Bobcats,109,95
698,Minnesota Timberwolves,New Orleans Hornets,115,86
699,Milwaukee Bucks,Orlando Magic,107,98
700,San Antonio Spurs,Washington Wizards,96,86
701,Portland Trail Blazers,Utah Jazz,105,99
702,Golden State Warriors,Phoenix Suns,113,93
703,Boston Celtics,Los Angeles Clippers,106,104
704,Los Angeles Lakers,Detroit Pistons,98,97
705,Miami Heat,Toronto Raptors,100,85
706,Indiana Pacers,Chicago Bulls,111,101
707,Philadelphia 76ers,Orlando Magic,78,61
708,Washington Wizards,Los Angeles Clippers,98,90
709,New York Knicks,Detroit Pistons,99,85
710,Miami Heat,Charlotte Bobcats,99,94
711,Oklahoma City Thunder,Dallas Mavericks,112,91
712,Portland Trail Blazers,Minnesota Timberwolves,100,98
713,Utah Jazz,Sacramento Kings,98,91
714,Indiana Pacers,Atlanta Hawks,114,103
715,Los Angeles Lakers,Brooklyn Nets,92,83
716,Phoenix Suns,Memphis Grizzlies,96,90
717,Houston Rockets,Golden State Warriors,140,109
718,Denver Nuggets,Milwaukee Bucks,112,104
719,Boston Celtics,Toronto Raptors,99,95
720,Indiana Pacers,Philadelphia 76ers,88,69
721,Washington Wizards,New York Knicks,106,96
722,Los Angeles Clippers,Orlando Magic,86,76
723,Cleveland Cavaliers,Charlotte Bobcats,122,95
724,Atlanta Hawks,Memphis Grizzlies,103,92
725,Miami Heat,Houston Rockets,114,108
726,Brooklyn Nets,Detroit Pistons,93,90
727,New Orleans Hornets,Phoenix Suns,93,84
728,Oklahoma City Thunder,Golden State Warriors,119,98
729,Dallas Mavericks,Portland Trail Blazers,105,99
730,San Antonio Spurs,Minnesota Timberwolves,104,94
731,Utah Jazz,Milwaukee Bucks,100,86
732,Boston Celtics,Los Angeles Lakers,116,95
733,Denver Nuggets,Chicago Bulls,128,96
734,Washington Wizards,Brooklyn Nets,89,74
735,Los Angeles Lakers,Charlotte Bobcats,100,93
736,Toronto Raptors,Indiana Pacers,100,98
737,New Orleans Hornets,Atlanta Hawks,111,100
738,Detroit Pistons,San Antonio Spurs,119,109
739,Cleveland Cavaliers,Orlando Magic,119,108
740,Miami Heat,Los Angeles Clippers,111,89
741,Memphis Grizzlies,Golden State Warriors,99,93
742,Houston Rockets,Portland Trail Blazers,118,103
743,Oklahoma City Thunder,Phoenix Suns,127,96
744,New York Knicks,Minnesota Timberwolves,100,94
745,Chicago Bulls,Utah Jazz,93,89
746,Denver Nuggets,Cleveland Cavaliers,111,103
747,Philadelphia 76ers,Charlotte Bobcats,87,76
748,Detroit Pistons,Milwaukee Bucks,105,100
749,Dallas Mavericks,Golden State Warriors,116,91
750,Sacramento Kings,Utah Jazz,120,109
751,Los Angeles Clippers,New York Knicks,102,88
752,Miami Heat,Los Angeles Lakers,107,97
753,Boston Celtics,Denver Nuggets,118,114
754,Toronto Raptors,New Orleans Hornets,102,89
755,Orlando Magic,Portland Trail Blazers,110,104
756,Memphis Grizzlies,Minnesota Timberwolves,105,88
757,San Antonio Spurs,Brooklyn Nets,111,86
758,Oklahoma City Thunder,Phoenix Suns,97,69
759,Sacramento Kings,Houston Rockets,117,111
760,Los Angeles Clippers,Philadelphia 76ers,107,90
761,Charlotte Bobcats,Boston Celtics,94,91
762,Minnesota Timberwolves,Cleveland Cavaliers,100,92
763,Brooklyn Nets,Indiana Pacers,89,84
764,New Orleans Hornets,Detroit Pistons,105,86
765,San Antonio Spurs,Chicago Bulls,103,89
766,Washington Wizards,Milwaukee Bucks,102,90
767,Atlanta Hawks,Dallas Mavericks,105,101
768,Toronto Raptors,Denver Nuggets,109,108
769,Miami Heat,Portland Trail Blazers,117,104
770,Memphis Grizzlies,Sacramento Kings,108,101
771,Utah Jazz,Oklahoma City Thunder,109,94
772,Los Angeles Lakers,Phoenix Suns,91,85
773,Houston Rockets,Golden State Warriors,116,107
774,Atlanta Hawks,Orlando Magic,108,76
775,San Antonio Spurs,Cleveland Cavaliers,96,95
776,Indiana Pacers,Charlotte Bobcats,101,77
777,Boston Celtics,Chicago Bulls,71,69
778,Brooklyn Nets,Denver Nuggets,119,108
779,Toronto Raptors,New York Knicks,92,88
780,Detroit Pistons,Washington Wizards,96,85
781,Milwaukee Bucks,Philadelphia 76ers,94,92
782,New Orleans Hornets,Portland Trail Blazers,99,63
783,Utah Jazz,Minnesota Timberwolves,97,93
784,Dallas Mavericks,Sacramento Kings,123,100
785,Los Angeles Clippers,Houston Rockets,106,96
786,Miami Heat,Oklahoma City Thunder,110,100
787,Los Angeles Clippers,Los Angeles Lakers,125,101
788,Toronto Raptors,Washington Wizards,96,88
789,Charlotte Bobcats,Orlando Magic,105,92
790,Brooklyn Nets,Milwaukee Bucks,113,111
791,Memphis Grizzlies,Detroit Pistons,105,91
792,Chicago Bulls,New Orleans Hornets,96,87
793,Denver Nuggets,Boston Celtics,97,90
794,Utah Jazz,Golden State Warriors,115,101
795,San Antonio Spurs,Sacramento Kings,108,102
796,Phoenix Suns,Portland Trail Blazers,102,98
797,Memphis Grizzlies,Toronto Raptors,88,82
798,Detroit Pistons,Charlotte Bobcats,105,99
799,Cleveland Cavaliers,New Orleans Hornets,105,100
800,Indiana Pacers,New York Knicks,125,91
801,Miami Heat,Atlanta Hawks,103,90
802,Brooklyn Nets,Milwaukee Bucks,97,94
803,Houston Rockets,Oklahoma City Thunder,122,119
804,Minnesota Timberwolves,Philadelphia 76ers,94,87
805,Dallas Mavericks,Orlando Magic,111,96
806,Los Angeles Lakers,Boston Celtics,113,99
807,Golden State Warriors,Phoenix Suns,108,98
808,Miami Heat,Chicago Bulls,86,67
809,San Antonio Spurs,Los Angeles Clippers,116,90
810,Toronto Raptors,New York Knicks,100,98
811,Washington Wizards,Denver Nuggets,119,113
812,Chicago Bulls,Charlotte Bobcats,105,75
813,Indiana Pacers,Detroit Pistons,114,82
814,Houston Rockets,Brooklyn Nets,106,96
815,Atlanta Hawks,Sacramento Kings,122,108
816,Memphis Grizzlies,Orlando Magic,88,82
817,Dallas Mavericks,New Orleans Hornets,104,100
818,Oklahoma City Thunder,Minnesota Timberwolves,127,111
819,Boston Celtics,Phoenix Suns,113,88
820,Los Angeles Lakers,Portland Trail Blazers,111,107
821,Golden State Warriors,San Antonio Spurs,107,101
822,Washington Wizards,Houston Rockets,105,103
823,Denver Nuggets,Charlotte Bobcats,113,99
824,Cleveland Cavaliers,Orlando Magic,118,94
825,Miami Heat,Philadelphia 76ers,114,90
826,Indiana Pacers,Detroit Pistons,90,72
827,Atlanta Hawks,Milwaukee Bucks,103,102
828,Los Angeles Clippers,Utah Jazz,107,94
829,Los Angeles Lakers,Dallas Mavericks,103,99
830,Memphis Grizzlies,Brooklyn Nets,76,72
831,Golden State Warriors,Minnesota Timberwolves,100,99
832,Miami Heat,Cleveland Cavaliers,109,105
833,New Orleans Hornets,Sacramento Kings,110,95
834,New York Knicks,Philadelphia 76ers,99,93
835,San Antonio Spurs,Phoenix Suns,97,87
836,Portland Trail Blazers,Boston Celtics,92,86
837,Oklahoma City Thunder,Chicago Bulls,102,72
838,Washington Wizards,Toronto Raptors,90,84
839,Atlanta Hawks,Detroit Pistons,114,103
840,Denver Nuggets,Los Angeles Lakers,119,108
841,Boston Celtics,Utah Jazz,110,107
842,Orlando Magic,Philadelphia 76ers,98,84
843,Indiana Pacers,Golden State Warriors,108,97
844,Miami Heat,Sacramento Kings,141,129
845,Cleveland Cavaliers,Chicago Bulls,101,98
846,Brooklyn Nets,New Orleans Hornets,101,97
847,Milwaukee Bucks,Dallas Mavericks,95,90
848,Phoenix Suns,Minnesota Timberwolves,84,83
849,Los Angeles Clippers,Charlotte Bobcats,106,84
850,Sacramento Kings,Orlando Magic,125,101
851,Cleveland Cavaliers,Toronto Raptors,103,92
852,New York Knicks,Golden State Warriors,109,105
853,Detroit Pistons,Washington Wizards,96,95
854,Memphis Grizzlies,Dallas Mavericks,90,84
855,Milwaukee Bucks,Houston Rockets,110,107
856,Oklahoma City Thunder,New Orleans Hornets,119,74
857,Phoenix Suns,San Antonio Spurs,105,101
858,Atlanta Hawks,Utah Jazz,102,91
859,Denver Nuggets,Portland Trail Blazers,111,109
860,Los Angeles Clippers,Indiana Pacers,99,91
861,Chicago Bulls,Philadelphia 76ers,93,82
862,Los Angeles Lakers,Minnesota Timberwolves,116,94
863,Indiana Pacers,Toronto Raptors,93,81
864,New York Knicks,Washington Wizards,96,88
865,Houston Rockets,Orlando Magic,118,110
866,Boston Celtics,Golden State Warriors,94,86
867,Miami Heat,Memphis Grizzlies,98,91
868,Los Angeles Clippers,Cleveland Cavaliers,105,89
869,Dallas Mavericks,Brooklyn Nets,98,90
870,New Orleans Hornets,Detroit Pistons,100,95
871,San Antonio Spurs,Sacramento Kings,130,102
872,Utah Jazz,Charlotte Bobcats,98,68
873,Phoenix Suns,Atlanta Hawks,92,87
874,Denver Nuggets,Oklahoma City Thunder,105,103
875,Philadelphia 76ers,Golden State Warriors,104,97
876,Chicago Bulls,Brooklyn Nets,96,85
877,Milwaukee Bucks,Toronto Raptors,122,114
878,Portland Trail Blazers,Minnesota Timberwolves,109,94
879,Miami Heat,New York Knicks,99,93
880,Oklahoma City Thunder,Los Angeles Clippers,108,104
881,Washington Wizards,Philadelphia 76ers,90,87
882,Memphis Grizzlies,Orlando Magic,108,82
883,Sacramento Kings,Charlotte Bobcats,119,83
884,Houston Rockets,Dallas Mavericks,136,103
885,San Antonio Spurs,Detroit Pistons,114,75
886,Indiana Pacers,Chicago Bulls,97,92
887,Los Angeles Lakers,Atlanta Hawks,99,98
888,New York Knicks,Cleveland Cavaliers,102,97
889,Milwaukee Bucks,Utah Jazz,109,108
890,Orlando Magic,New Orleans Hornets,105,102
891,Miami Heat,Minnesota Timberwolves,97,81
892,Denver Nuggets,Atlanta Hawks,104,88
893,Portland Trail Blazers,Charlotte Bobcats,122,105
894,Golden State Warriors,Toronto Raptors,125,118
895,Boston Celtics,Philadelphia 76ers,109,101
896,Oklahoma City Thunder,Los Angeles Lakers,122,105
897,Denver Nuggets,Sacramento Kings,120,113
898,Brooklyn Nets,Charlotte Bobcats,99,78
899,Cleveland Cavaliers,Utah Jazz,104,101
900,Boston Celtics,Indiana Pacers,83,81
901,Atlanta Hawks,Philadelphia 76ers,107,96
902,Miami Heat,Orlando Magic,97,96
903,New York Knicks,Detroit Pistons,87,77
904,Memphis Grizzlies,Portland Trail Blazers,91,85
905,Los Angeles Lakers,New Orleans Hornets,108,102
906,Minnesota Timberwolves,Washington Wizards,87,82
907,Dallas Mavericks,Houston Rockets,112,108
908,San Antonio Spurs,Chicago Bulls,101,83
909,Toronto Raptors,Phoenix Suns,98,71
910,Los Angeles Clippers,Milwaukee Bucks,117,101
911,Golden State Warriors,Sacramento Kings,87,83
912,Oklahoma City Thunder,New York Knicks,95,94
913,Denver Nuggets,Los Angeles Clippers,107,92
914,Oklahoma City Thunder,Charlotte Bobcats,116,94
915,Indiana Pacers,Orlando Magic,115,86
916,Boston Celtics,Atlanta Hawks,107,102
917,Brooklyn Nets,Washington Wizards,95,78
918,Dallas Mavericks,Detroit Pistons,102,99
919,Memphis Grizzlies,Cleveland Cavaliers,103,92
920,Miami Heat,Philadelphia 76ers,102,93
921,Chicago Bulls,Utah Jazz,89,88
922,Portland Trail Blazers,San Antonio Spurs,136,106
923,Sacramento Kings,Phoenix Suns,121,112
924,Los Angeles Lakers,Toronto Raptors,118,116
925,Houston Rockets,Golden State Warriors,94,88
926,Brooklyn Nets,Atlanta Hawks,93,80
927,New York Knicks,Utah Jazz,113,84
928,Washington Wizards,Charlotte Bobcats,104,87
929,Memphis Grizzlies,New Orleans Hornets,96,85
930,Denver Nuggets,Minnesota Timberwolves,111,88
931,Phoenix Suns,Houston Rockets,107,105
932,Milwaukee Bucks,Golden State Warriors,103,93
933,Oklahoma City Thunder,Boston Celtics,91,79
934,Los Angeles Lakers,Chicago Bulls,90,81
935,Toronto Raptors,Cleveland Cavaliers,100,96
936,Orlando Magic,Philadelphia 76ers,99,91
937,Miami Heat,Indiana Pacers,105,91
938,New Orleans Hornets,Portland Trail Blazers,98,96
939,Dallas Mavericks,Minnesota Timberwolves,100,77
940,Milwaukee Bucks,Sacramento Kings,115,113
941,Los Angeles Clippers,Detroit Pistons,129,97
942,Philadelphia 76ers,Brooklyn Nets,106,97
943,San Antonio Spurs,Oklahoma City Thunder,105,93
944,Utah Jazz,Detroit Pistons,103,90
945,Denver Nuggets,Phoenix Suns,108,93
946,Golden State Warriors,New York Knicks,92,63
947,Charlotte Bobcats,Boston Celtics,100,74
948,Los Angeles Lakers,Orlando Magic,106,97
949,Cleveland Cavaliers,Washington Wizards,95,90
950,Brooklyn Nets,New Orleans Hornets,108,98
951,Miami Heat,Atlanta Hawks,98,81
952,Dallas Mavericks,Milwaukee Bucks,115,108
953,Minnesota Timberwolves,San Antonio Spurs,107,83
954,Memphis Grizzlies,Portland Trail Blazers,102,97
955,Miami Heat,Philadelphia 76ers,98,94
956,Washington Wizards,Milwaukee Bucks,106,93
957,Indiana Pacers,Minnesota Timberwolves,107,91
958,Boston Celtics,Toronto Raptors,112,88
959,Atlanta Hawks,Los Angeles Lakers,96,92
960,Houston Rockets,Phoenix Suns,111,81
961,Oklahoma City Thunder,Utah Jazz,110,87
962,Sacramento Kings,Chicago Bulls,121,79
963,Denver Nuggets,New York Knicks,117,94
964,Memphis Grizzlies,Los Angeles Clippers,96,85
965,Golden State Warriors,Detroit Pistons,105,97
966,San Antonio Spurs,Dallas Mavericks,92,91
967,Portland Trail Blazers,New York Knicks,105,90
968,Toronto Raptors,Charlotte Bobcats,92,78
969,Washington Wizards,New Orleans Hornets,96,87
970,Los Angeles Lakers,Indiana Pacers,99,93
971,Atlanta Hawks,Phoenix Suns,107,94
972,Houston Rockets,Minnesota Timberwolves,108,100
973,Oklahoma City Thunder,Orlando Magic,117,104
974,Miami Heat,Milwaukee Bucks,107,94
975,Dallas Mavericks,Cleveland Cavaliers,96,86
976,Denver Nuggets,Memphis Grizzlies,87,80
977,Chicago Bulls,Golden State Warriors,113,95
978,Washington Wizards,Phoenix Suns,127,105
979,Boston Celtics,Charlotte Bobcats,105,88
980,Philadelphia 76ers,Indiana Pacers,98,91
981,San Antonio Spurs,Cleveland Cavaliers,119,113
982,Utah Jazz,Memphis Grizzlies,90,84
983,Portland Trail Blazers,Detroit Pistons,112,101
984,Miami Heat,Toronto Raptors,108,91
985,Milwaukee Bucks,Orlando Magic,115,109
986,Los Angeles Clippers,New York Knicks,93,80
987,Golden State Warriors,Houston Rockets,108,78
988,Minnesota Timberwolves,New Orleans Hornets,97,95
989,Oklahoma City Thunder,Dallas Mavericks,107,101
990,Atlanta Hawks,Brooklyn Nets,105,93
991,Los Angeles Lakers,Sacramento Kings,113,102
992,Philadelphia 76ers,Portland Trail Blazers,101,100
993,Charlotte Bobcats,Washington Wizards,119,114
994,Indiana Pacers,Cleveland Cavaliers,111,90
995,Dallas Mavericks,Atlanta Hawks,127,113
996,Brooklyn Nets,Detroit Pistons,119,82
997,Miami Heat,Boston Celtics,105,103
998,Denver Nuggets,Chicago Bulls,119,118
999,Memphis Grizzlies,Minnesota Timberwolves,92,77
1000,Golden State Warriors,New Orleans Hornets,93,72
1001,Phoenix Suns,Los Angeles Lakers,99,76
1002,New York Knicks,Utah Jazz,90,83
1003,Indiana Pacers,Orlando Magic,95,73
1004,Milwaukee Bucks,Portland Trail Blazers,102,95
1005,Denver Nuggets,Oklahoma City Thunder,114,104
1006,Sacramento Kings,Los Angeles Clippers,116,101
1007,Charlotte Bobcats,Toronto Raptors,107,101
1008,Miami Heat,Cleveland Cavaliers,98,95
1009,New York Knicks,Orlando Magic,106,94
1010,Atlanta Hawks,Milwaukee Bucks,98,90
1011,Memphis Grizzlies,Oklahoma City Thunder,90,89
1012,New Orleans Hornets,Boston Celtics,87,86
1013,Houston Rockets,Utah Jazz,100,93
1014,Brooklyn Nets,Dallas Mavericks,113,96
1015,San Antonio Spurs,Golden State Warriors,104,93
1016,Washington Wizards,Phoenix Suns,88,79
1017,Los Angeles Clippers,Philadelphia 76ers,101,72
1018,Portland Trail Blazers,Chicago Bulls,99,89
1019,Denver Nuggets,Philadelphia 76ers,101,100
1020,Sacramento Kings,Minnesota Timberwolves,101,98
1021,New York Knicks,Toronto Raptors,99,94
1022,Oklahoma City Thunder,Orlando Magic,97,89
1023,Indiana Pacers,Milwaukee Bucks,102,78
1024,Portland Trail Blazers,Atlanta Hawks,104,93
1025,Miami Heat,Detroit Pistons,103,89
1026,New Orleans Hornets,Memphis Grizzlies,90,83
1027,Houston Rockets,Cleveland Cavaliers,116,78
1028,Dallas Mavericks,Boston Celtics,104,94
1029,San Antonio Spurs,Utah Jazz,104,97
1030,Minnesota Timberwolves,Phoenix Suns,117,86
1031,Washington Wizards,Los Angeles Lakers,103,100
1032,Detroit Pistons,Charlotte Bobcats,92,91
1033,New York Knicks,Toronto Raptors,110,84
1034,Chicago Bulls,Indiana Pacers,87,84
1035,Memphis Grizzlies,Boston Celtics,110,106
1036,Denver Nuggets,Sacramento Kings,101,95
1037,Los Angeles Clippers,Brooklyn Nets,101,95
1038,Golden State Warriors,Washington Wizards,101,92
1039,Atlanta Hawks,Milwaukee Bucks,104,99
1040,Miami Heat,Charlotte Bobcats,109,77
1041,Houston Rockets,San Antonio Spurs,96,95
1042,Oklahoma City Thunder,Portland Trail Blazers,103,83
1043,Chicago Bulls,Minnesota Timberwolves,104,97
1044,Dallas Mavericks,Utah Jazz,113,108
1045,Brooklyn Nets,Phoenix Suns,102,100
1046,Philadelphia 76ers,Sacramento Kings,117,103
1047,Washington Wizards,Memphis Grizzlies,107,94
1048,Miami Heat,Orlando Magic,108,94
1049,Indiana Pacers,Atlanta Hawks,100,94
1050,New Orleans Hornets,Denver Nuggets,110,86
1051,Utah Jazz,Philadelphia 76ers,107,91
1052,Golden State Warriors,Los Angeles Lakers,109,103
1053,New York Knicks,Boston Celtics,100,85
1054,Minnesota Timberwolves,Detroit Pistons,105,82
1055,Dallas Mavericks,Los Angeles Clippers,109,102
1056,Atlanta Hawks,Toronto Raptors,107,88
1057,Philadelphia 76ers,Milwaukee Bucks,100,92
1058,Charlotte Bobcats,Orlando Magic,114,108
1059,Boston Celtics,Cleveland Cavaliers,93,92
1060,New York Knicks,Memphis Grizzlies,108,101
1061,Chicago Bulls,Miami Heat,101,97
1062,Los Angeles Clippers,New Orleans Hornets,105,91
1063,Indiana Pacers,Houston Rockets,100,91
1064,Oklahoma City Thunder,Washington Wizards,103,80
1065,Los Angeles Lakers,Minnesota Timberwolves,120,117
1066,San Antonio Spurs,Denver Nuggets,100,99
1067,Utah Jazz,Phoenix Suns,103,88
1068,Sacramento Kings,Golden State Warriors,105,98
1069,Brooklyn Nets,Portland Trail Blazers,111,93
1070,Milwaukee Bucks,Los Angeles Lakers,113,103
1071,Indiana Pacers,Dallas Mavericks,103,78
1072,Sacramento Kings,Phoenix Suns,117,103
1073,Orlando Magic,Washington Wizards,97,92
1074,Boston Celtics,Atlanta Hawks,118,107
1075,New York Knicks,Charlotte Bobcats,111,102
1076,Toronto Raptors,Detroit Pistons,99,82
1077,Philadelphia 76ers,Cleveland Cavaliers,97,87
1078,Memphis Grizzlies,Houston Rockets,103,94
1079,Miami Heat,New Orleans Hornets,108,89
1080,Minnesota Timberwolves,Oklahoma City Thunder,101,93
1081,San Antonio Spurs,Los Angeles Clippers,104,102
1082,Denver Nuggets,Brooklyn Nets,109,87
1083,Utah Jazz,Portland Trail Blazers,105,95
1084,Dallas Mavericks,Chicago Bulls,100,98
1085,Atlanta Hawks,Orlando Magic,97,88
1086,Philadelphia 76ers,Charlotte Bobcats,100,92
1087,Houston Rockets,Los Angeles Clippers,98,81
1088,Memphis Grizzlies,Minnesota Timberwolves,99,86
1089,Oklahoma City Thunder,Milwaukee Bucks,109,99
1090,Utah Jazz,Brooklyn Nets,116,107
1091,Indiana Pacers,Phoenix Suns,112,104
1092,Los Angeles Lakers,Sacramento Kings,103,98
1093,Golden State Warriors,Portland Trail Blazers,125,98
1094,Washington Wizards,Toronto Raptors,109,92
1095,New Orleans Hornets,Cleveland Cavaliers,112,92
1096,Chicago Bulls,Detroit Pistons,95,94
1097,Miami Heat,San Antonio Spurs,88,86
1098,New York Knicks,Boston Celtics,108,89
1099,Detroit Pistons,Toronto Raptors,108,98
1100,Atlanta Hawks,Cleveland Cavaliers,102,94
1101,Milwaukee Bucks,Charlotte Bobcats,131,102
