,home,away,home_points,away_points
90,Memphis Grizzlies,Miami Heat,104,86
91,Oklahoma City Thunder,Cleveland Cavaliers,106,91
92,Los Angeles Lakers,Sacramento Kings,103,90
93,Utah Jazz,Toronto Raptors,140,133
94,Milwaukee Bucks,Philadelphia 76ers,105,96
95,Oklahoma City Thunder,Detroit Pistons,92,90
96,Boston Celtics,Chicago Bulls,101,95
97,Miami Heat,Houston Rockets,113,110
98,Minnesota Timberwolves,Dallas Mavericks,90,82
99,Phoenix Suns,Denver Nuggets,110,100
100,Atlanta Hawks,Portland Trail Blazers,95,87
101,Charlotte Bobcats,Washington Wizards,92,76
102,New York Knicks,Orlando Magic,99,89
103,Toronto Raptors,Indiana Pacers,74,72
104,Brooklyn Nets,Cleveland Cavaliers,114,101
105,Portland Trail Blazers,Sacramento Kings,103,86
106,San Antonio Spurs,Los Angeles Lakers,84,82
107,Detroit Pistons,Philadelphia 76ers,94,76
108,Boston Celtics,Utah Jazz,98,93
109,Milwaukee Bucks,Indiana Pacers,99,85
110,Houston Rockets,New Orleans Hornets,100,96
111,Memphis Grizzlies,Oklahoma City Thunder,107,97
112,Charlotte Bobcats,Minnesota Timberwolves,89,87
113,Dallas Mavericks,Washington Wizards,107,101
114,Chicago Bulls,Phoenix Suns,112,106
115,Los Angeles Clippers,Miami Heat,107,100
116,Golden State Warriors,Atlanta Hawks,92,88
117,Brooklyn Nets,Boston Celtics,102,97
118,New York Knicks,San Antonio Spurs,104,100
119,Miami Heat,Denver Nuggets,98,93
120,Philadelphia 76ers,Utah Jazz,99,93
121,Orlando Magic,Detroit Pistons,110,106
122,Indiana Pacers,Dallas Mavericks,103,83
123,Oklahoma City Thunder,New Orleans Hornets,110,95
124,Golden State Warriors,Minnesota Timberwolves,106,98
125,Memphis Grizzlies,New York Knicks,105,95
126,Atlanta Hawks,Sacramento Kings,112,96
127,Portland Trail Blazers,Houston Rockets,119,117
128,Los Angeles Lakers,Phoenix Suns,114,102
129,Boston Celtics,Toronto Raptors,107,89
130,Los Angeles Clippers,Chicago Bulls,101,80
131,Utah Jazz,Washington Wizards,83,76
132,Memphis Grizzlies,Charlotte Bobcats,94,87
133,Dallas Mavericks,Cleveland Cavaliers,103,95
134,Milwaukee Bucks,New Orleans Hornets,117,113
135,San Antonio Spurs,Denver Nuggets,126,100
136,Miami Heat,Phoenix Suns,97,88
137,New York Knicks,Indiana Pacers,88,76
138,Toronto Raptors,Orlando Magic,97,86
139,Philadelphia 76ers,Cleveland Cavaliers,86,79
140,Brooklyn Nets,Sacramento Kings,99,90
141,Oklahoma City Thunder,Golden State Warriors,119,109
142,Detroit Pistons,Boston Celtics,103,83
143,Portland Trail Blazers,Chicago Bulls,102,94
144,Los Angeles Lakers,Houston Rockets,119,108
145,Indiana Pacers,Washington Wizards,96,89
146,Charlotte Bobcats,Milwaukee Bucks,102,98
147,Atlanta Hawks,Orlando Magic,81,72
148,Denver Nuggets,Memphis Grizzlies,97,92
149,Golden State Warriors,Dallas Mavericks,105,101
150,Los Angeles Clippers,San Antonio Spurs,92,87
151,Utah Jazz,Houston Rockets,102,91
152,Philadelphia 76ers,Toronto Raptors,106,98
153,New York Knicks,New Orleans Hornets,102,80
154,Los Angeles Lakers,Brooklyn Nets,95,90
155,Charlotte Bobcats,Toronto Raptors,98,97
156,Orlando Magic,Detroit Pistons,90,74
157,Cleveland Cavaliers,Philadelphia 76ers,92,83
158,Indiana Pacers,New Orleans Hornets,115,107
159,San Antonio Spurs,Boston Celtics,112,100
160,Atlanta Hawks,Washington Wizards,101,100
161,Miami Heat,Milwaukee Bucks,113,106
162,Oklahoma City Thunder,Los Angeles Clippers,117,111
163,Houston Rockets,Chicago Bulls,93,89
164,Denver Nuggets,Minnesota Timberwolves,101,94
165,Dallas Mavericks,New York Knicks,114,111
166,Phoenix Suns,Portland Trail Blazers,114,87
167,Sacramento Kings,Los Angeles Lakers,113,97
168,Golden State Warriors,Brooklyn Nets,102,93
169,Atlanta Hawks,Charlotte Bobcats,101,91
170,Orlando Magic,Cleveland Cavaliers,108,104
171,Boston Celtics,Oklahoma City Thunder,108,100
172,Brooklyn Nets,Los Angeles Clippers,86,76
173,Detroit Pistons,Toronto Raptors,91,90
174,San Antonio Spurs,Indiana Pacers,104,97
175,Memphis Grizzlies,Los Angeles Lakers,106,98
176,Houston Rockets,New York Knicks,131,103
177,Denver Nuggets,Golden State Warriors,102,91
178,Utah Jazz,Sacramento Kings,104,102
179,Phoenix Suns,New Orleans Hornets,111,108
180,Portland Trail Blazers,Minnesota Timberwolves,103,95
181,Oklahoma City Thunder,Philadelphia 76ers,116,109
182,Charlotte Bobcats,Washington Wizards,108,106
183,Atlanta Hawks,Los Angeles Clippers,104,93
184,Miami Heat,Cleveland Cavaliers,110,108
185,Los Angeles Lakers,Dallas Mavericks,115,89
186,Chicago Bulls,Milwaukee Bucks,93,86
187,Sacramento Kings,Utah Jazz,108,97
188,Golden State Warriors,Minnesota Timberwolves,96,85
189,San Antonio Spurs,Toronto Raptors,111,106
190,New York Knicks,Detroit Pistons,121,100
191,Brooklyn Nets,Portland Trail Blazers,98,85
192,Philadelphia 76ers,Phoenix Suns,104,101
193,Boston Celtics,Orlando Magic,116,110
194,Denver Nuggets,New Orleans Hornets,102,84
195,Brooklyn Nets,New York Knicks,96,89
196,San Antonio Spurs,Washington Wizards,118,92
197,Detroit Pistons,Portland Trail Blazers,108,101
198,Milwaukee Bucks,Chicago Bulls,93,92
199,Memphis Grizzlies,Cleveland Cavaliers,84,78
200,Oklahoma City Thunder,Charlotte Bobcats,114,69
201,Utah Jazz,Denver Nuggets,105,103
202,New Orleans Hornets,Los Angeles Clippers,105,98
203,Philadelphia 76ers,Dallas Mavericks,100,98
204,Phoenix Suns,Cleveland Cavaliers,91,78
205,Houston Rockets,Toronto Raptors,117,101
206,Minnesota Timberwolves,Sacramento Kings,97,89
207,Indiana Pacers,Los Angeles Lakers,79,77
208,Washington Wizards,Portland Trail Blazers,84,82
209,San Antonio Spurs,Orlando Magic,110,89
210,Brooklyn Nets,Boston Celtics,95,83
211,Atlanta Hawks,Charlotte Bobcats,94,91
212,Detroit Pistons,Phoenix Suns,117,77
213,Chicago Bulls,Dallas Mavericks,101,78
214,New York Knicks,Milwaukee Bucks,102,88
215,Memphis Grizzlies,Toronto Raptors,103,82
216,Utah Jazz,New Orleans Hornets,96,84
217,Oklahoma City Thunder,Houston Rockets,120,98
218,Los Angeles Clippers,Minnesota Timberwolves,101,95
219,Miami Heat,San Antonio Spurs,105,100
220,Golden State Warriors,Denver Nuggets,106,105
221,Toronto Raptors,Phoenix Suns,101,97
222,Philadelphia 76ers,Charlotte Bobcats,104,98
223,Brooklyn Nets,Orlando Magic,98,86
224,Boston Celtics,Portland Trail Blazers,96,78
225,New York Knicks,Washington Wizards,108,87
226,Cleveland Cavaliers,Atlanta Hawks,113,111
227,Memphis Grizzlies,Detroit Pistons,90,78
228,Oklahoma City Thunder,Utah Jazz,106,94
229,Minnesota Timberwolves,Milwaukee Bucks,95,85
230,Indiana Pacers,Sacramento Kings,97,92
231,Los Angeles Lakers,Denver Nuggets,122,103
232,Miami Heat,Brooklyn Nets,102,89
233,Portland Trail Blazers,Cleveland Cavaliers,118,117
234,Chicago Bulls,Philadelphia 76ers,93,88
235,Oklahoma City Thunder,New Orleans Hornets,100,79
236,Houston Rockets,Utah Jazz,124,116
237,Milwaukee Bucks,Boston Celtics,91,88
238,San Antonio Spurs,Memphis Grizzlies,99,95
239,Dallas Mavericks,Detroit Pistons,92,77
240,Los Angeles Clippers,Sacramento Kings,116,81
241,Golden State Warriors,Indiana Pacers,103,92
242,New York Knicks,Phoenix Suns,106,99
243,Orlando Magic,Los Angeles Lakers,113,103
244,Portland Trail Blazers,Charlotte Bobcats,118,112
245,Detroit Pistons,Cleveland Cavaliers,89,79
246,New Orleans Hornets,Milwaukee Bucks,102,81
247,Denver Nuggets,Toronto Raptors,113,110
248,Los Angeles Clippers,Utah Jazz,105,104
249,Orlando Magic,Golden State Warriors,102,94
250,Minnesota Timberwolves,Philadelphia 76ers,105,88
251,Washington Wizards,Miami Heat,105,101
252,Oklahoma City Thunder,Brooklyn Nets,117,111
253,Indiana Pacers,Chicago Bulls,80,76
254,Memphis Grizzlies,Phoenix Suns,108,98
255,Houston Rockets,Los Angeles Lakers,107,105
256,New York Knicks,Charlotte Bobcats,100,98
257,Indiana Pacers,Portland Trail Blazers,99,92
258,Boston Celtics,Minnesota Timberwolves,104,94
259,Atlanta Hawks,Denver Nuggets,108,104
260,Golden State Warriors,Detroit Pistons,104,97
261,Chicago Bulls,Cleveland Cavaliers,95,85
262,Los Angeles Lakers,New Orleans Hornets,103,87
263,San Antonio Spurs,Milwaukee Bucks,110,99
264,Utah Jazz,Orlando Magic,87,81
265,Sacramento Kings,Toronto Raptors,107,100
266,Los Angeles Clippers,Dallas Mavericks,112,90
267,New York Knicks,Miami Heat,112,92
268,Dallas Mavericks,Phoenix Suns,97,94
269,Philadelphia 76ers,Boston Celtics,95,94
270,Denver Nuggets,Indiana Pacers,92,89
271,Golden State Warriors,Brooklyn Nets,109,102
272,Atlanta Hawks,Washington Wizards,104,95
273,Chicago Bulls,Detroit Pistons,108,104
274,Memphis Grizzlies,New Orleans Hornets,96,89
275,Minnesota Timberwolves,Cleveland Cavaliers,91,73
276,Milwaukee Bucks,Charlotte Bobcats,108,93
277,San Antonio Spurs,Houston Rockets,114,92
278,Utah Jazz,Toronto Raptors,131,99
279,Oklahoma City Thunder,Los Angeles Lakers,114,108
280,Sacramento Kings,Orlando Magic,91,82
281,Los Angeles Clippers,Phoenix Suns,117,99
282,Golden State Warriors,Washington Wizards,101,97
283,San Antonio Spurs,Charlotte Bobcats,132,102
284,Boston Celtics,Philadelphia 76ers,92,79
285,Miami Heat,New Orleans Hornets,106,90
286,Detroit Pistons,Cleveland Cavaliers,104,97
287,Chicago Bulls,New York Knicks,93,85
288,Atlanta Hawks,Memphis Grizzlies,93,83
289,Dallas Mavericks,Houston Rockets,116,109
290,Sacramento Kings,Portland Trail Blazers,99,80
291,Los Angeles Clippers,Toronto Raptors,102,83
292,Milwaukee Bucks,Brooklyn Nets,97,88
293,Oklahoma City Thunder,Indiana Pacers,104,93
294,New York Knicks,Denver Nuggets,112,106
295,Orlando Magic,Phoenix Suns,98,90
296,Utah Jazz,Los Angeles Lakers,117,110
297,Philadelphia 76ers,Detroit Pistons,104,97
298,Golden State Warriors,Charlotte Bobcats,104,96
299,Miami Heat,Atlanta Hawks,101,92
300,San Antonio Spurs,Houston Rockets,134,126
301,Dallas Mavericks,Sacramento Kings,119,96
302,Portland Trail Blazers,Toronto Raptors,92,74
303,New York Knicks,Brooklyn Nets,100,97
304,Cleveland Cavaliers,Los Angeles Lakers,100,94
305,Denver Nuggets,Detroit Pistons,101,94
306,Washington Wizards,New Orleans Hornets,77,70
307,Los Angeles Clippers,Chicago Bulls,94,89
308,Brooklyn Nets,Toronto Raptors,94,88
309,Atlanta Hawks,Orlando Magic,86,80
310,Indiana Pacers,Cleveland Cavaliers,96,81
311,Chicago Bulls,Philadelphia 76ers,96,89
312,Los Angeles Clippers,Charlotte Bobcats,100,94
313,Golden State Warriors,Miami Heat,97,95
314,Boston Celtics,Dallas Mavericks,117,115
315,Milwaukee Bucks,Sacramento Kings,98,85
316,Houston Rockets,Washington Wizards,99,93
317,Oklahoma City Thunder,New Orleans Hornets,92,88
318,Minnesota Timberwolves,Denver Nuggets,108,105
319,Phoenix Suns,Memphis Grizzlies,82,80
320,Utah Jazz,San Antonio Spurs,99,96
321,Atlanta Hawks,Charlotte Bobcats,113,90
322,New York Knicks,Los Angeles Lakers,116,107
323,Portland Trail Blazers,San Antonio Spurs,98,90
324,Toronto Raptors,Dallas Mavericks,95,74
325,Los Angeles Lakers,Washington Wizards,102,96
326,Indiana Pacers,Philadelphia 76ers,95,85
327,Brooklyn Nets,Detroit Pistons,107,105
328,Milwaukee Bucks,Cleveland Cavaliers,90,86
329,Orlando Magic,Golden State Warriors,99,85
330,Minnesota Timberwolves,New Orleans Hornets,113,102
331,Houston Rockets,Boston Celtics,101,89
332,Oklahoma City Thunder,Sacramento Kings,113,103
333,Phoenix Suns,Utah Jazz,99,84
334,Denver Nuggets,Memphis Grizzlies,99,94
335,Orlando Magic,Charlotte Bobcats,107,98
336,Golden State Warriors,Atlanta Hawks,115,93
337,New York Knicks,Cleveland Cavaliers,103,102
338,Miami Heat,Washington Wizards,102,72
339,Indiana Pacers,Detroit Pistons,88,77
340,Chicago Bulls,Brooklyn Nets,83,82
341,Minnesota Timberwolves,Dallas Mavericks,114,106
342,Los Angeles Clippers,Milwaukee Bucks,111,85
343,San Antonio Spurs,Boston Celtics,103,88
344,Memphis Grizzlies,Utah Jazz,99,86
345,Toronto Raptors,Houston Rockets,103,96
346,Los Angeles Lakers,Philadelphia 76ers,111,98
347,Denver Nuggets,Sacramento Kings,122,97
348,Portland Trail Blazers,New Orleans Hornets,95,94
349,Orlando Magic,Minnesota Timberwolves,102,93
350,Houston Rockets,New York Knicks,109,96
351,Los Angeles Clippers,Detroit Pistons,88,76
352,Memphis Grizzlies,Chicago Bulls,80,71
353,Oklahoma City Thunder,San Antonio Spurs,107,93
354,Phoenix Suns,Sacramento Kings,101,90
355,Atlanta Hawks,Washington Wizards,100,95
356,Toronto Raptors,Cleveland Cavaliers,113,99
357,Utah Jazz,Brooklyn Nets,92,90
358,Miami Heat,Minnesota Timberwolves,103,92
359,Chicago Bulls,Boston Celtics,100,89
360,Milwaukee Bucks,Indiana Pacers,98,93
361,Dallas Mavericks,Philadelphia 76ers,107,100
362,Denver Nuggets,San Antonio Spurs,112,106
363,Los Angeles Lakers,Charlotte Bobcats,101,100
364,Golden State Warriors,New Orleans Hornets,103,96
365,Toronto Raptors,Detroit Pistons,97,91
366,New York Knicks,Brooklyn Nets,100,86
367,Orlando Magic,Washington Wizards,90,83
368,Indiana Pacers,Utah Jazz,104,84
369,Boston Celtics,Cleveland Cavaliers,103,91
370,Oklahoma City Thunder,Atlanta Hawks,100,92
371,Houston Rockets,Philadelphia 76ers,125,103
372,Phoenix Suns,Charlotte Bobcats,121,104
373,Memphis Grizzlies,Milwaukee Bucks,90,80
374,Sacramento Kings,Golden State Warriors,131,127
375,Los Angeles Clippers,New Orleans Hornets,93,77
376,Minnesota Timberwolves,Oklahoma City Thunder,99,93
377,Miami Heat,Dallas Mavericks,110,95
378,Portland Trail Blazers,Denver Nuggets,101,93
379,Toronto Raptors,Orlando Magic,93,90
380,Philadelphia 76ers,Atlanta Hawks,99,80
381,Milwaukee Bucks,Boston Celtics,99,94
382,Chicago Bulls,New York Knicks,110,106
383,Detroit Pistons,Washington Wizards,100,68
384,Indiana Pacers,Cleveland Cavaliers,99,89
385,Memphis Grizzlies,Dallas Mavericks,92,82
386,San Antonio Spurs,New Orleans Hornets,99,94
387,Los Angeles Clippers,Sacramento Kings,97,85
388,Golden State Warriors,Charlotte Bobcats,115,100
389,Detroit Pistons,Washington Wizards,96,87
390,Atlanta Hawks,Chicago Bulls,92,75
391,Miami Heat,Utah Jazz,105,89
392,Indiana Pacers,New Orleans Hornets,81,75
393,Houston Rockets,Memphis Grizzlies,121,96
394,Cleveland Cavaliers,Milwaukee Bucks,94,82
395,Denver Nuggets,Charlotte Bobcats,110,88
396,Portland Trail Blazers,Phoenix Suns,96,93
397,Los Angeles Lakers,Golden State Warriors,118,115
398,Brooklyn Nets,Philadelphia 76ers,95,92
399,New York Knicks,Minnesota Timberwolves,94,91
400,Utah Jazz,Orlando Magic,97,93
401,San Antonio Spurs,Dallas Mavericks,129,91
402,Los Angeles Clippers,Phoenix Suns,103,77
403,Sacramento Kings,Portland Trail Blazers,108,96
404,Boston Celtics,Brooklyn Nets,93,76
405,Los Angeles Lakers,New York Knicks,100,94
406,Miami Heat,Oklahoma City Thunder,103,97
407,Houston Rockets,Chicago Bulls,120,97
408,Los Angeles Clippers,Denver Nuggets,112,100
409,Cleveland Cavaliers,Washington Wizards,87,84
410,Miami Heat,Charlotte Bobcats,105,92
411,New Orleans Hornets,Orlando Magic,97,94
412,Atlanta Hawks,Detroit Pistons,126,119
413,Milwaukee Bucks,Brooklyn Nets,108,93
414,Philadelphia 76ers,Memphis Grizzlies,99,89
415,Houston Rockets,Minnesota Timberwolves,87,84
416,San Antonio Spurs,Toronto Raptors,100,80
417,Denver Nuggets,Los Angeles Lakers,126,114
418,Golden State Warriors,Utah Jazz,94,83
419,New York Knicks,Phoenix Suns,99,97
420,Portland Trail Blazers,Sacramento Kings,109,91
421,Oklahoma City Thunder,Dallas Mavericks,111,105
422,Los Angeles Clippers,Boston Celtics,106,77
423,Washington Wizards,Orlando Magic,105,97
424,Indiana Pacers,Phoenix Suns,97,91
425,Brooklyn Nets,Charlotte Bobcats,97,81
426,Detroit Pistons,Miami Heat,109,99
427,Atlanta Hawks,Cleveland Cavaliers,102,94
428,Toronto Raptors,New Orleans Hornets,104,97
429,Denver Nuggets,Dallas Mavericks,106,85
430,San Antonio Spurs,Houston Rockets,122,116
431,Los Angeles Clippers,Utah Jazz,116,114
432,Sacramento Kings,New York Knicks,106,105
433,Los Angeles Lakers,Portland Trail Blazers,104,87
434,Golden State Warriors,Philadelphia 76ers,96,89
435,New Orleans Hornets,Charlotte Bobcats,98,95
436,Atlanta Hawks,Indiana Pacers,109,100
437,Toronto Raptors,Orlando Magic,123,88
438,Brooklyn Nets,Cleveland Cavaliers,103,100
439,Chicago Bulls,Washington Wizards,87,77
440,Memphis Grizzlies,Denver Nuggets,81,72
441,Oklahoma City Thunder,Houston Rockets,124,94
442,Minnesota Timberwolves,Phoenix Suns,111,107
443,Milwaukee Bucks,Miami Heat,104,85
444,Portland Trail Blazers,Philadelphia 76ers,89,85
445,Golden State Warriors,Boston Celtics,101,83
446,Detroit Pistons,Milwaukee Bucks,96,94
447,San Antonio Spurs,Dallas Mavericks,111,86
448,Sacramento Kings,Boston Celtics,118,96
449,Los Angeles Clippers,Utah Jazz,107,96
450,Indiana Pacers,Memphis Grizzlies,88,83
451,Charlotte Bobcats,Chicago Bulls,91,81
452,Miami Heat,Orlando Magic,112,110
453,Houston Rockets,Atlanta Hawks,123,104
454,Oklahoma City Thunder,Phoenix Suns,114,96
455,San Antonio Spurs,Brooklyn Nets,104,73
456,Dallas Mavericks,Washington Wizards,103,94
457,Portland Trail Blazers,New York Knicks,105,100
458,Detroit Pistons,Sacramento Kings,103,97
459,Atlanta Hawks,New Orleans Hornets,95,86
460,Denver Nuggets,Los Angeles Clippers,92,78
461,Philadelphia 76ers,Los Angeles Lakers,103,99
462,Toronto Raptors,Portland Trail Blazers,102,79
463,Chicago Bulls,Orlando Magic,96,94
464,Sacramento Kings,Cleveland Cavaliers,97,94
465,Indiana Pacers,Washington Wizards,89,81
466,Memphis Grizzlies,Boston Celtics,93,83
467,Miami Heat,Dallas Mavericks,119,109
468,San Antonio Spurs,Milwaukee Bucks,117,110
469,Houston Rockets,New Orleans Hornets,104,92
470,Brooklyn Nets,Oklahoma City Thunder,110,93
471,Utah Jazz,Minnesota Timberwolves,106,84
472,Phoenix Suns,Philadelphia 76ers,95,89
473,Golden State Warriors,Los Angeles Clippers,115,94
474,New York Knicks,San Antonio Spurs,100,83
475,Minnesota Timberwolves,Denver Nuggets,101,97
476,Sacramento Kings,Toronto Raptors,105,96
477,Brooklyn Nets,Washington Wizards,115,113
478,Cleveland Cavaliers,Charlotte Bobcats,106,104
479,Chicago Bulls,Miami Heat,96,89
480,Detroit Pistons,Atlanta Hawks,85,84
481,Boston Celtics,Indiana Pacers,94,75
482,Portland Trail Blazers,Memphis Grizzlies,86,84
483,Oklahoma City Thunder,Philadelphia 76ers,109,85
484,Houston Rockets,Milwaukee Bucks,115,101
485,Utah Jazz,Phoenix Suns,87,80
486,Los Angeles Clippers,Los Angeles Lakers,107,102
487,Boston Celtics,Atlanta Hawks,89,81
488,New York Knicks,Orlando Magic,114,106
489,Indiana Pacers,Milwaukee Bucks,95,80
490,Brooklyn Nets,Sacramento Kings,113,93
491,Houston Rockets,Cleveland Cavaliers,112,104
492,Portland Trail Blazers,Minnesota Timberwolves,102,97
493,New Orleans Hornets,Dallas Mavericks,99,96
494,San Antonio Spurs,Philadelphia 76ers,109,86
495,Denver Nuggets,Utah Jazz,110,91
496,Los Angeles Clippers,Golden State Warriors,115,89
497,Oklahoma City Thunder,Toronto Raptors,104,92
498,Miami Heat,Washington Wizards,99,71
499,Charlotte Bobcats,Detroit Pistons,108,101
500,Memphis Grizzlies,Phoenix Suns,92,81
501,Denver Nuggets,Los Angeles Lakers,112,105
502,Washington Wizards,Oklahoma City Thunder,101,99
503,Boston Celtics,New York Knicks,102,96
504,Chicago Bulls,Cleveland Cavaliers,118,92
505,New Orleans Hornets,San Antonio Spurs,95,88
506,Utah Jazz,Dallas Mavericks,100,94
507,Memphis Grizzlies,Sacramento Kings,113,81
508,Portland Trail Blazers,Orlando Magic,125,119
509,Brooklyn Nets,Philadelphia 76ers,109,89
510,Indiana Pacers,Miami Heat,87,77
511,Milwaukee Bucks,Phoenix Suns,108,99
512,Houston Rockets,Los Angeles Lakers,125,112
513,Minnesota Timberwolves,Atlanta Hawks,108,103
514,Toronto Raptors,Philadelphia 76ers,90,72
515,Utah Jazz,Charlotte Bobcats,112,102
516,Cleveland Cavaliers,Atlanta Hawks,99,83
517,Boston Celtics,Phoenix Suns,87,79
518,Milwaukee Bucks,Chicago Bulls,104,96
519,New Orleans Hornets,Houston Rockets,88,79
520,San Antonio Spurs,Los Angeles Lakers,108,105
521,Oklahoma City Thunder,Minnesota Timberwolves,106,84
522,Denver Nuggets,Orlando Magic,108,105
523,Los Angeles Clippers,Dallas Mavericks,99,93
524,Memphis Grizzlies,Golden State Warriors,94,87
525,Indiana Pacers,New York Knicks,81,76
526,Dallas Mavericks,Sacramento Kings,117,112
527,Portland Trail Blazers,Miami Heat,92,90
528,Toronto Raptors,Charlotte Bobcats,99,78
529,Boston Celtics,Houston Rockets,103,91
530,Brooklyn Nets,Phoenix Suns,99,79
531,Atlanta Hawks,Utah Jazz,103,95
532,Chicago Bulls,New York Knicks,108,101
533,Memphis Grizzlies,San Antonio Spurs,101,98
534,New Orleans Hornets,Minnesota Timberwolves,104,92
535,Detroit Pistons,Milwaukee Bucks,103,87
536,Denver Nuggets,Cleveland Cavaliers,98,91
537,Oklahoma City Thunder,Los Angeles Lakers,116,101
538,Golden State Warriors,Portland Trail Blazers,103,97
539,Orlando Magic,Los Angeles Clippers,104,101
540,Washington Wizards,Atlanta Hawks,93,83
541,Indiana Pacers,Charlotte Bobcats,96,88
542,Philadelphia 76ers,Houston Rockets,107,100
543,Utah Jazz,Detroit Pistons,90,87
544,Phoenix Suns,Chicago Bulls,97,81
545,Dallas Mavericks,Memphis Grizzlies,104,83
546,Miami Heat,Sacramento Kings,128,99
547,New York Knicks,New Orleans Hornets,100,87
548,Milwaukee Bucks,Toronto Raptors,107,96
549,Brooklyn Nets,Indiana Pacers,97,86
550,San Antonio Spurs,Minnesota Timberwolves,106,88
551,Denver Nuggets,Golden State Warriors,116,105
552,Oklahoma City Thunder,Portland Trail Blazers,87,83
