,home,away,home_points,away_points
550,Sacramento Kings,Cleveland Cavaliers,124,80
551,Memphis Grizzlies,Atlanta Hawks,108,101
552,San Antonio Spurs,Minnesota Timberwolves,104,86
553,Toronto Raptors,Milwaukee Bucks,116,94
554,Houston Rockets,Boston Celtics,104,92
555,New York Knicks,Phoenix Suns,98,96
556,Washington Wizards,Chicago Bulls,102,88
557,San Antonio Spurs,New Orleans Pelicans,101,95
558,Dallas Mavericks,Orlando Magic,107,88
559,Utah Jazz,Denver Nuggets,118,103
560,Charlotte Bobcats,New York Knicks,108,98
561,Indiana Pacers,Sacramento Kings,116,92
562,Memphis Grizzlies,Oklahoma City Thunder,90,87
563,Cleveland Cavaliers,Los Angeles Lakers,120,118
564,Chicago Bulls,Orlando Magic,128,125
565,Philadelphia 76ers,Charlotte Bobcats,95,92
566,Washington Wizards,Miami Heat,114,97
567,Boston Celtics,Toronto Raptors,88,83
568,Memphis Grizzlies,Milwaukee Bucks,82,77
569,Sacramento Kings,Minnesota Timberwolves,111,108
570,Houston Rockets,New Orleans Pelicans,103,100
571,San Antonio Spurs,Utah Jazz,109,105
572,Phoenix Suns,Los Angeles Lakers,121,114
573,Portland Trail Blazers,Cleveland Cavaliers,108,96
574,Denver Nuggets,Golden State Warriors,123,116
575,Los Angeles Clippers,Dallas Mavericks,129,127
576,Indiana Pacers,New York Knicks,117,89
577,Brooklyn Nets,Atlanta Hawks,127,110
578,Oklahoma City Thunder,Houston Rockets,104,92
579,Los Angeles Clippers,New York Knicks,109,95
580,Charlotte Bobcats,Orlando Magic,111,101
581,Miami Heat,Philadelphia 76ers,101,86
582,Toronto Raptors,Minnesota Timberwolves,94,89
583,Washington Wizards,Chicago Bulls,96,93
584,Los Angeles Lakers,Boston Celtics,107,104
585,Utah Jazz,Detroit Pistons,110,89
586,Memphis Grizzlies,Sacramento Kings,91,90
587,Portland Trail Blazers,San Antonio Spurs,109,100
588,Cleveland Cavaliers,Denver Nuggets,117,109
589,Dallas Mavericks,Phoenix Suns,110,107
590,Oklahoma City Thunder,Golden State Warriors,127,121
591,Miami Heat,Charlotte Bobcats,104,96
592,Indiana Pacers,Los Angeles Clippers,106,92
593,Detroit Pistons,Washington Wizards,104,98
594,Chicago Bulls,Philadelphia 76ers,103,78
595,Houston Rockets,Milwaukee Bucks,114,104
596,Minnesota Timberwolves,Utah Jazz,98,72
597,Golden State Warriors,New Orleans Pelicans,97,87
598,Portland Trail Blazers,Dallas Mavericks,127,111
599,Los Angeles Lakers,Toronto Raptors,112,106
600,Orlando Magic,Boston Celtics,93,91
601,Oklahoma City Thunder,Sacramento Kings,108,93
602,San Antonio Spurs,Milwaukee Bucks,110,82
603,Phoenix Suns,Denver Nuggets,117,103
604,Dallas Mavericks,Cleveland Cavaliers,102,97
605,Los Angeles Clippers,Detroit Pistons,112,103
606,Charlotte Bobcats,Toronto Raptors,100,95
607,Washington Wizards,Philadelphia 76ers,107,99
608,Brooklyn Nets,New York Knicks,103,80
609,New Orleans Pelicans,Memphis Grizzlies,95,92
610,Atlanta Hawks,Miami Heat,121,114
611,Chicago Bulls,Los Angeles Lakers,102,100
612,Houston Rockets,Portland Trail Blazers,126,113
613,Indiana Pacers,Golden State Warriors,102,94
614,Brooklyn Nets,Orlando Magic,101,90
615,Miami Heat,Boston Celtics,93,86
616,Sacramento Kings,New Orleans Pelicans,114,97
617,Oklahoma City Thunder,Portland Trail Blazers,105,97
618,Minnesota Timberwolves,Utah Jazz,112,97
619,Charlotte Bobcats,Los Angeles Clippers,95,91
620,Chicago Bulls,Cleveland Cavaliers,98,87
621,Atlanta Hawks,Orlando Magic,112,109
622,Toronto Raptors,Dallas Mavericks,93,85
623,Boston Celtics,Washington Wizards,113,111
624,Philadelphia 76ers,New York Knicks,110,106
625,Houston Rockets,Sacramento Kings,119,98
626,Milwaukee Bucks,Detroit Pistons,104,101
627,Phoenix Suns,Indiana Pacers,124,100
628,Oklahoma City Thunder,San Antonio Spurs,111,105
629,Miami Heat,Los Angeles Lakers,109,102
630,Portland Trail Blazers,Denver Nuggets,110,105
631,Orlando Magic,Los Angeles Lakers,114,105
632,Toronto Raptors,Philadelphia 76ers,104,95
633,San Antonio Spurs,Atlanta Hawks,105,79
634,Oklahoma City Thunder,Boston Celtics,101,83
635,Brooklyn Nets,Dallas Mavericks,107,106
636,Cleveland Cavaliers,Milwaukee Bucks,93,78
637,New Orleans Pelicans,Detroit Pistons,103,101
638,New York Knicks,Charlotte Bobcats,125,96
639,Los Angeles Clippers,Chicago Bulls,112,95
640,Memphis Grizzlies,Houston Rockets,88,87
641,Washington Wizards,Phoenix Suns,101,95
642,Indiana Pacers,Sacramento Kings,116,111
643,Minnesota Timberwolves,Golden State Warriors,121,120
644,Chicago Bulls,Charlotte Bobcats,89,87
645,Los Angeles Clippers,Toronto Raptors,126,118
646,Oklahoma City Thunder,Philadelphia 76ers,103,91
647,Memphis Grizzlies,Houston Rockets,99,81
648,Atlanta Hawks,Milwaukee Bucks,112,87
649,Denver Nuggets,Indiana Pacers,109,96
650,Utah Jazz,Washington Wizards,104,101
651,Portland Trail Blazers,Minnesota Timberwolves,115,104
652,Miami Heat,San Antonio Spurs,113,101
653,New York Knicks,Los Angeles Lakers,110,103
654,New Orleans Pelicans,Orlando Magic,100,92
655,Phoenix Suns,Cleveland Cavaliers,99,90
656,Brooklyn Nets,Boston Celtics,85,79
657,Dallas Mavericks,Detroit Pistons,116,106
658,Golden State Warriors,Portland Trail Blazers,103,88
659,Denver Nuggets,Sacramento Kings,125,117
660,Phoenix Suns,Philadelphia 76ers,124,113
661,Toronto Raptors,Brooklyn Nets,104,103
662,Minnesota Timberwolves,Chicago Bulls,95,86
663,Los Angeles Clippers,Milwaukee Bucks,114,86
664,Oklahoma City Thunder,Atlanta Hawks,111,109
665,Utah Jazz,Sacramento Kings,106,99
666,New Orleans Pelicans,Cleveland Cavaliers,100,89
667,Detroit Pistons,Orlando Magic,103,87
668,New York Knicks,Boston Celtics,114,88
669,Houston Rockets,San Antonio Spurs,97,90
670,Memphis Grizzlies,Portland Trail Blazers,98,81
671,Washington Wizards,Golden State Warriors,88,85
672,Indiana Pacers,Los Angeles Lakers,104,92
673,Oklahoma City Thunder,Miami Heat,112,95
674,Toronto Raptors,Orlando Magic,98,83
675,Philadelphia 76ers,Boston Celtics,95,94
676,Phoenix Suns,Milwaukee Bucks,126,117
677,Minnesota Timberwolves,New Orleans Pelicans,88,77
678,Houston Rockets,Dallas Mavericks,117,115
679,Charlotte Bobcats,Denver Nuggets,101,98
680,Chicago Bulls,San Antonio Spurs,96,86
681,Memphis Grizzlies,Sacramento Kings,99,89
682,Los Angeles Clippers,Washington Wizards,110,103
683,Phoenix Suns,Indiana Pacers,102,94
684,New York Knicks,Cleveland Cavaliers,117,86
685,Golden State Warriors,Los Angeles Clippers,111,92
686,Orlando Magic,Milwaukee Bucks,113,102
687,Atlanta Hawks,Philadelphia 76ers,125,99
688,Memphis Grizzlies,Minnesota Timberwolves,94,90
689,Oklahoma City Thunder,Brooklyn Nets,120,95
690,Dallas Mavericks,Sacramento Kings,107,103
691,Toronto Raptors,Denver Nuggets,100,90
692,Charlotte Bobcats,Los Angeles Lakers,110,100
693,Golden State Warriors,Utah Jazz,95,90
694,Indiana Pacers,Brooklyn Nets,97,96
695,Washington Wizards,Oklahoma City Thunder,96,81
696,Atlanta Hawks,Minnesota Timberwolves,120,113
697,Detroit Pistons,Philadelphia 76ers,113,96
698,Houston Rockets,Cleveland Cavaliers,106,92
699,Memphis Grizzlies,Milwaukee Bucks,99,90
700,New Orleans Pelicans,Chicago Bulls,88,79
701,San Antonio Spurs,Sacramento Kings,95,93
702,Miami Heat,New York Knicks,106,91
703,Phoenix Suns,Charlotte Bobcats,105,95
704,Portland Trail Blazers,Toronto Raptors,106,103
705,Los Angeles Clippers,Utah Jazz,102,87
706,Boston Celtics,Orlando Magic,96,89
707,Indiana Pacers,Orlando Magic,98,79
708,Washington Wizards,Portland Trail Blazers,100,90
709,Brooklyn Nets,Philadelphia 76ers,108,102
710,Miami Heat,Detroit Pistons,102,96
711,Milwaukee Bucks,New York Knicks,101,98
712,San Antonio Spurs,New Orleans Pelicans,102,95
713,Oklahoma City Thunder,Memphis Grizzlies,86,77
714,Dallas Mavericks,Cleveland Cavaliers,124,107
715,Denver Nuggets,Los Angeles Clippers,116,115
716,Toronto Raptors,Utah Jazz,94,79
717,Sacramento Kings,Chicago Bulls,99,70
718,Indiana Pacers,Atlanta Hawks,89,85
719,Minnesota Timberwolves,Los Angeles Lakers,109,99
720,Chicago Bulls,Phoenix Suns,101,92
721,Charlotte Bobcats,Golden State Warriors,91,75
722,Los Angeles Lakers,Cleveland Cavaliers,119,108
723,Boston Celtics,Philadelphia 76ers,114,108
724,San Antonio Spurs,Washington Wizards,125,118
725,Portland Trail Blazers,New York Knicks,94,90
726,Houston Rockets,Phoenix Suns,122,108
727,Dallas Mavericks,Memphis Grizzlies,110,96
728,New Orleans Pelicans,Atlanta Hawks,105,100
729,Oklahoma City Thunder,Minnesota Timberwolves,106,97
730,Orlando Magic,Detroit Pistons,112,98
731,Denver Nuggets,Milwaukee Bucks,110,100
732,Sacramento Kings,Toronto Raptors,109,101
733,Miami Heat,Los Angeles Clippers,116,112
734,Brooklyn Nets,San Antonio Spurs,103,89
735,Golden State Warriors,Chicago Bulls,102,87
736,Indiana Pacers,Portland Trail Blazers,118,113
737,Orlando Magic,Oklahoma City Thunder,103,102
738,Los Angeles Lakers,Philadelphia 76ers,112,98
739,Cleveland Cavaliers,Washington Wizards,115,113
740,Boston Celtics,Sacramento Kings,99,89
741,Detroit Pistons,Brooklyn Nets,111,95
742,New York Knicks,Denver Nuggets,117,90
743,Dallas Mavericks,Utah Jazz,103,81
744,New Orleans Pelicans,Minnesota Timberwolves,98,91
745,Los Angeles Clippers,Toronto Raptors,118,105
746,San Antonio Spurs,Charlotte Bobcats,104,100
747,Memphis Grizzlies,Atlanta Hawks,79,76
748,Detroit Pistons,Denver Nuggets,126,109
749,Portland Trail Blazers,Minnesota Timberwolves,117,110
750,Houston Rockets,Milwaukee Bucks,101,95
751,Phoenix Suns,Golden State Warriors,122,109
752,Utah Jazz,Miami Heat,94,89
753,Oklahoma City Thunder,New York Knicks,112,100
754,Chicago Bulls,Los Angeles Lakers,92,86
755,Dallas Mavericks,Boston Celtics,102,91
756,Brooklyn Nets,New Orleans Pelicans,93,81
757,Cleveland Cavaliers,Memphis Grizzlies,91,83
758,Orlando Magic,Indiana Pacers,93,92
759,Washington Wizards,Sacramento Kings,93,84
760,Los Angeles Clippers,Philadelphia 76ers,123,78
761,Indiana Pacers,Denver Nuggets,119,80
762,Toronto Raptors,New Orleans Pelicans,108,101
763,Detroit Pistons,San Antonio Spurs,109,100
764,Boston Celtics,Milwaukee Bucks,102,86
765,Houston Rockets,Minnesota Timberwolves,107,89
766,Golden State Warriors,Philadelphia 76ers,123,80
767,Charlotte Bobcats,Dallas Mavericks,114,89
768,Cleveland Cavaliers,Sacramento Kings,109,99
769,Chicago Bulls,Atlanta Hawks,100,85
770,Memphis Grizzlies,Washington Wizards,92,89
771,Miami Heat,Phoenix Suns,103,97
772,Oklahoma City Thunder,Portland Trail Blazers,98,95
773,Utah Jazz,Los Angeles Lakers,96,79
774,Dallas Mavericks,Indiana Pacers,81,73
775,Memphis Grizzlies,Orlando Magic,86,81
776,Toronto Raptors,Atlanta Hawks,104,83
777,San Antonio Spurs,Boston Celtics,104,92
778,Brooklyn Nets,Charlotte Bobcats,105,89
779,Cleveland Cavaliers,Detroit Pistons,93,89
780,Sacramento Kings,New York Knicks,106,101
781,Houston Rockets,Washington Wizards,113,112
782,New Orleans Pelicans,Milwaukee Bucks,102,98
783,Minnesota Timberwolves,Denver Nuggets,117,90
784,Utah Jazz,Philadelphia 76ers,105,100
785,Miami Heat,Golden State Warriors,111,110
786,Los Angeles Clippers,Portland Trail Blazers,122,117
787,Chicago Bulls,Brooklyn Nets,92,76
788,Oklahoma City Thunder,Los Angeles Lakers,107,103
789,Indiana Pacers,Atlanta Hawks,108,98
790,Cleveland Cavaliers,Philadelphia 76ers,114,85
791,Toronto Raptors,Washington Wizards,103,93
792,Charlotte Bobcats,Detroit Pistons,108,96
793,Memphis Grizzlies,New York Knicks,98,93
794,Milwaukee Bucks,Orlando Magic,104,100
795,Miami Heat,Dallas Mavericks,117,106
796,Phoenix Suns,Denver Nuggets,112,107
797,San Antonio Spurs,Los Angeles Clippers,113,103
798,Charlotte Bobcats,Detroit Pistons,116,98
799,Cleveland Cavaliers,Orlando Magic,101,93
800,Chicago Bulls,Toronto Raptors,94,92
801,Washington Wizards,Atlanta Hawks,114,97
802,Minnesota Timberwolves,Indiana Pacers,104,91
803,New York Knicks,New Orleans Pelicans,98,91
804,Phoenix Suns,Boston Celtics,100,94
805,Brooklyn Nets,Utah Jazz,105,99
806,San Antonio Spurs,Portland Trail Blazers,111,109
807,Golden State Warriors,Sacramento Kings,101,92
808,Houston Rockets,Los Angeles Lakers,134,108
809,Denver Nuggets,Milwaukee Bucks,101,90
810,Miami Heat,Oklahoma City Thunder,103,81
811,Golden State Warriors,Houston Rockets,102,99
812,Charlotte Bobcats,New Orleans Pelicans,90,87
813,Orlando Magic,New York Knicks,129,121
814,Dallas Mavericks,Philadelphia 76ers,124,112
815,Toronto Raptors,Cleveland Cavaliers,98,91
816,Detroit Pistons,Atlanta Hawks,115,107
817,Chicago Bulls,Denver Nuggets,117,89
818,Memphis Grizzlies,Los Angeles Clippers,102,96
819,Phoenix Suns,San Antonio Spurs,106,85
820,Portland Trail Blazers,Utah Jazz,102,94
821,Los Angeles Lakers,Boston Celtics,101,92
822,Charlotte Bobcats,Memphis Grizzlies,92,89
823,Washington Wizards,New Orleans Pelicans,94,93
824,Atlanta Hawks,New York Knicks,107,98
825,Dallas Mavericks,Detroit Pistons,113,102
826,Indiana Pacers,Milwaukee Bucks,110,100
827,Minnesota Timberwolves,Utah Jazz,121,104
828,Sacramento Kings,Boston Celtics,105,98
829,Golden State Warriors,Brooklyn Nets,93,86
830,Los Angeles Clippers,Oklahoma City Thunder,125,117
831,Miami Heat,Chicago Bulls,93,79
832,Washington Wizards,Cleveland Cavaliers,96,83
833,Toronto Raptors,Orlando Magic,105,90
834,Sacramento Kings,Denver Nuggets,109,95
835,Houston Rockets,Phoenix Suns,115,112
836,Brooklyn Nets,Los Angeles Lakers,108,102
837,Portland Trail Blazers,Minnesota Timberwolves,108,97
838,Milwaukee Bucks,Philadelphia 76ers,130,110
839,Golden State Warriors,Detroit Pistons,104,96
840,Dallas Mavericks,New York Knicks,110,108
841,Los Angeles Clippers,New Orleans Pelicans,123,110
842,Utah Jazz,Boston Celtics,110,98
843,Toronto Raptors,Cleveland Cavaliers,99,93
844,Indiana Pacers,Los Angeles Lakers,118,98
845,Washington Wizards,Orlando Magic,115,106
846,Chicago Bulls,Atlanta Hawks,107,103
847,Portland Trail Blazers,Denver Nuggets,100,95
848,Minnesota Timberwolves,Phoenix Suns,110,101
849,Houston Rockets,Sacramento Kings,129,103
850,Orlando Magic,Philadelphia 76ers,101,90
851,Boston Celtics,Atlanta Hawks,115,104
852,Chicago Bulls,Golden State Warriors,103,83
853,Dallas Mavericks,New Orleans Pelicans,108,89
854,Memphis Grizzlies,Los Angeles Lakers,108,103
855,Cleveland Cavaliers,Oklahoma City Thunder,114,104
856,San Antonio Spurs,Detroit Pistons,120,110
857,Utah Jazz,Phoenix Suns,109,86
858,Portland Trail Blazers,Brooklyn Nets,124,80
859,Los Angeles Clippers,Houston Rockets,101,93
860,Indiana Pacers,Milwaukee Bucks,101,96
861,Washington Wizards,Toronto Raptors,134,129
862,Miami Heat,New York Knicks,108,82
863,Brooklyn Nets,Denver Nuggets,112,89
864,Cleveland Cavaliers,Utah Jazz,99,79
865,Oklahoma City Thunder,Memphis Grizzlies,113,107
866,Golden State Warriors,New York Knicks,126,103
867,Chicago Bulls,Dallas Mavericks,100,91
868,San Antonio Spurs,Charlotte Bobcats,92,82
869,Los Angeles Lakers,Sacramento Kings,126,122
870,Phoenix Suns,New Orleans Pelicans,116,104
871,Miami Heat,Orlando Magic,112,98
872,Washington Wizards,Philadelphia 76ers,122,103
873,Houston Rockets,Detroit Pistons,118,110
874,Indiana Pacers,Boston Celtics,102,97
875,Brooklyn Nets,Milwaukee Bucks,107,98
876,Memphis Grizzlies,Cleveland Cavaliers,110,96
877,Portland Trail Blazers,Denver Nuggets,102,96
878,Minnesota Timberwolves,Sacramento Kings,108,97
879,Los Angeles Clippers,New Orleans Pelicans,108,76
880,Chicago Bulls,New York Knicks,109,90
881,Toronto Raptors,Golden State Warriors,104,98
882,Indiana Pacers,Utah Jazz,94,91
883,Orlando Magic,Philadelphia 76ers,92,81
884,Oklahoma City Thunder,Charlotte Bobcats,116,99
885,San Antonio Spurs,Dallas Mavericks,112,106
886,Phoenix Suns,Atlanta Hawks,129,120
887,Memphis Grizzlies,Washington Wizards,110,104
888,Brooklyn Nets,Chicago Bulls,96,80
889,Detroit Pistons,New York Knicks,96,85
890,Miami Heat,Charlotte Bobcats,124,107
891,Milwaukee Bucks,Utah Jazz,114,88
892,Minnesota Timberwolves,Denver Nuggets,132,128
893,Los Angeles Lakers,Portland Trail Blazers,107,106
894,Sacramento Kings,New Orleans Pelicans,96,89
895,San Antonio Spurs,Cleveland Cavaliers,122,101
896,Golden State Warriors,Indiana Pacers,98,96
897,Houston Rockets,Miami Heat,106,103
898,Oklahoma City Thunder,Philadelphia 76ers,125,92
899,Los Angeles Clippers,Phoenix Suns,104,96
900,New Orleans Pelicans,Los Angeles Lakers,132,125
901,Charlotte Bobcats,Indiana Pacers,109,87
902,Houston Rockets,Orlando Magic,101,89
903,Washington Wizards,Utah Jazz,104,91
904,Golden State Warriors,Boston Celtics,108,88
905,Brooklyn Nets,Memphis Grizzlies,103,94
906,Chicago Bulls,Detroit Pistons,105,94
907,Sacramento Kings,Milwaukee Bucks,116,102
908,New York Knicks,Minnesota Timberwolves,118,106
909,Denver Nuggets,Dallas Mavericks,115,110
910,Portland Trail Blazers,Atlanta Hawks,102,78
911,San Antonio Spurs,Miami Heat,111,87
912,Phoenix Suns,Oklahoma City Thunder,128,122
913,Los Angeles Clippers,Los Angeles Lakers,142,94
914,Memphis Grizzlies,Chicago Bulls,85,77
915,Charlotte Bobcats,Cleveland Cavaliers,101,92
916,Toronto Raptors,Sacramento Kings,99,87
917,Boston Celtics,Brooklyn Nets,91,84
918,New York Knicks,Utah Jazz,108,81
919,Minnesota Timberwolves,Detroit Pistons,114,101
920,New Orleans Pelicans,Milwaukee Bucks,112,104
921,Dallas Mavericks,Portland Trail Blazers,103,98
922,Denver Nuggets,Los Angeles Lakers,134,126
923,Houston Rockets,Indiana Pacers,112,86
924,Golden State Warriors,Atlanta Hawks,111,97
925,New York Knicks,Cleveland Cavaliers,107,97
926,Utah Jazz,Philadelphia 76ers,104,92
927,Memphis Grizzlies,Charlotte Bobcats,111,89
928,Washington Wizards,Milwaukee Bucks,114,107
929,San Antonio Spurs,Orlando Magic,121,112
930,Los Angeles Clippers,Atlanta Hawks,109,108
931,Chicago Bulls,Miami Heat,95,88
932,Los Angeles Lakers,Oklahoma City Thunder,114,110
933,New Orleans Pelicans,Denver Nuggets,111,107
934,Boston Celtics,Detroit Pistons,118,111
935,Brooklyn Nets,Sacramento Kings,104,89
936,Houston Rockets,Portland Trail Blazers,118,113
937,Toronto Raptors,Minnesota Timberwolves,111,104
938,Dallas Mavericks,Indiana Pacers,105,94
939,Golden State Warriors,Phoenix Suns,113,107
940,Charlotte Bobcats,Denver Nuggets,105,98
941,Brooklyn Nets,Toronto Raptors,101,97
942,Miami Heat,Washington Wizards,99,90
943,New York Knicks,Philadelphia 76ers,123,110
944,Milwaukee Bucks,Orlando Magic,105,98
945,Atlanta Hawks,Utah Jazz,112,110
946,Los Angeles Clippers,Phoenix Suns,112,105
947,Indiana Pacers,Boston Celtics,94,83
948,Detroit Pistons,Sacramento Kings,99,89
949,San Antonio Spurs,Chicago Bulls,104,96
950,Memphis Grizzlies,Portland Trail Blazers,109,99
951,Minnesota Timberwolves,Milwaukee Bucks,112,101
952,Oklahoma City Thunder,Houston Rockets,106,98
953,Golden State Warriors,Dallas Mavericks,108,85
954,Brooklyn Nets,Miami Heat,96,95
955,Denver Nuggets,Orlando Magic,120,112
956,Sacramento Kings,Philadelphia 76ers,115,98
957,Toronto Raptors,Detroit Pistons,101,87
958,Charlotte Bobcats,Washington Wizards,98,85
959,New York Knicks,Boston Celtics,116,92
960,Memphis Grizzlies,New Orleans Pelicans,90,88
961,Dallas Mavericks,Utah Jazz,108,101
962,San Antonio Spurs,Portland Trail Blazers,103,90
963,Cleveland Cavaliers,Phoenix Suns,110,101
964,Los Angeles Clippers,Golden State Warriors,111,98
965,Chicago Bulls,Houston Rockets,111,87
966,Atlanta Hawks,Milwaukee Bucks,102,97
967,Oklahoma City Thunder,Los Angeles Lakers,131,102
968,Charlotte Bobcats,Minnesota Timberwolves,105,93
969,Washington Wizards,Orlando Magic,105,101
970,Indiana Pacers,Philadelphia 76ers,101,94
971,Toronto Raptors,Memphis Grizzlies,99,86
972,Phoenix Suns,Boston Celtics,87,80
973,Denver Nuggets,Miami Heat,111,107
974,Portland Trail Blazers,New Orleans Pelicans,111,103
975,San Antonio Spurs,Los Angeles Lakers,119,85
976,Los Angeles Clippers,Utah Jazz,96,87
977,Cleveland Cavaliers,Golden State Warriors,103,94
978,New York Knicks,Milwaukee Bucks,115,94
979,Washington Wizards,Brooklyn Nets,101,94
980,Atlanta Hawks,Denver Nuggets,97,92
981,Indiana Pacers,Detroit Pistons,112,104
982,Memphis Grizzlies,Philadelphia 76ers,103,77
983,Chicago Bulls,Sacramento Kings,94,87
984,Charlotte Bobcats,Milwaukee Bucks,101,92
985,Phoenix Suns,Toronto Raptors,121,113
986,Miami Heat,Houston Rockets,113,104
987,New Orleans Pelicans,Boston Celtics,121,120
988,Minnesota Timberwolves,Sacramento Kings,104,102
989,Dallas Mavericks,Oklahoma City Thunder,109,86
990,San Antonio Spurs,Utah Jazz,122,104
991,Golden State Warriors,Portland Trail Blazers,113,112
992,Los Angeles Clippers,Cleveland Cavaliers,102,80
993,Atlanta Hawks,Charlotte Bobcats,97,83
994,Indiana Pacers,Philadelphia 76ers,99,90
995,Brooklyn Nets,Phoenix Suns,108,95
996,Oklahoma City Thunder,Chicago Bulls,97,85
997,Houston Rockets,Utah Jazz,124,86
998,Dallas Mavericks,Boston Celtics,94,89
999,Denver Nuggets,Los Angeles Clippers,110,100
1000,Miami Heat,Cleveland Cavaliers,100,96
1001,Atlanta Hawks,Toronto Raptors,118,113
1002,Portland Trail Blazers,Milwaukee Bucks,120,115
1003,Sacramento Kings,Washington Wizards,117,111
1004,Golden State Warriors,Orlando Magic,103,89
1005,Chicago Bulls,Philadelphia 76ers,102,94
1006,Boston Celtics,Miami Heat,101,96
1007,Brooklyn Nets,Charlotte Bobcats,104,99
1008,Memphis Grizzlies,Utah Jazz,96,86
1009,Toronto Raptors,New Orleans Pelicans,107,100
1010,New York Knicks,Indiana Pacers,92,86
1011,Minnesota Timberwolves,Dallas Mavericks,123,122
1012,Denver Nuggets,Detroit Pistons,118,109
1013,Phoenix Suns,Orlando Magic,109,93
1014,San Antonio Spurs,Los Angeles Lakers,125,109
1015,Oklahoma City Thunder,Cleveland Cavaliers,102,95
1016,Houston Rockets,Minnesota Timberwolves,129,106
1017,Portland Trail Blazers,Washington Wizards,116,103
1018,Golden State Warriors,Milwaukee Bucks,115,110
1019,Indiana Pacers,Chicago Bulls,91,79
1020,New York Knicks,Philadelphia 76ers,93,92
1021,Oklahoma City Thunder,Toronto Raptors,119,118
1022,New Orleans Pelicans,Atlanta Hawks,111,105
1023,Brooklyn Nets,Boston Celtics,114,98
1024,Miami Heat,Memphis Grizzlies,91,86
1025,Dallas Mavericks,Denver Nuggets,122,106
1026,Phoenix Suns,Detroit Pistons,98,92
1027,San Antonio Spurs,Sacramento Kings,99,79
1028,Washington Wizards,Los Angeles Lakers,117,107
1029,Charlotte Bobcats,Portland Trail Blazers,124,94
1030,Houston Rockets,Cleveland Cavaliers,118,111
1031,Chicago Bulls,Philadelphia 76ers,91,81
1032,Memphis Grizzlies,Indiana Pacers,82,71
1033,New Orleans Pelicans,Miami Heat,105,95
1034,Utah Jazz,Orlando Magic,89,88
1035,San Antonio Spurs,Golden State Warriors,99,90
1036,Los Angeles Clippers,Detroit Pistons,112,103
1037,Toronto Raptors,Atlanta Hawks,96,86
1038,Phoenix Suns,Minnesota Timberwolves,127,120
1039,Denver Nuggets,Washington Wizards,105,102
1040,Sacramento Kings,Milwaukee Bucks,124,107
1041,Brooklyn Nets,Dallas Mavericks,107,104
1042,Cleveland Cavaliers,New York Knicks,106,100
1043,Los Angeles Lakers,Orlando Magic,103,94
1044,Houston Rockets,Charlotte Bobcats,100,89
1045,Phoenix Suns,Atlanta Hawks,102,95
1046,Miami Heat,Portland Trail Blazers,93,91
1047,Chicago Bulls,Indiana Pacers,89,77
1048,Memphis Grizzlies,Minnesota Timberwolves,109,92
1049,New Orleans Pelicans,Brooklyn Nets,109,104
1050,Oklahoma City Thunder,Denver Nuggets,117,96
1051,San Antonio Spurs,Philadelphia 76ers,113,91
1052,Detroit Pistons,Utah Jazz,114,94
1053,Los Angeles Clippers,Milwaukee Bucks,106,98
1054,Cleveland Cavaliers,Toronto Raptors,102,100
1055,Orlando Magic,Portland Trail Blazers,95,85
1056,Dallas Mavericks,Oklahoma City Thunder,128,119
1057,Los Angeles Lakers,New York Knicks,127,96
1058,Charlotte Bobcats,Brooklyn Nets,116,111
1059,Phoenix Suns,Washington Wizards,99,93
1060,Toronto Raptors,Boston Celtics,99,90
1061,Cleveland Cavaliers,Detroit Pistons,97,96
1062,Minnesota Timberwolves,Atlanta Hawks,107,83
1063,New Orleans Pelicans,Los Angeles Clippers,98,96
1064,Indiana Pacers,Miami Heat,84,83
1065,San Antonio Spurs,Denver Nuggets,108,103
1066,New York Knicks,Sacramento Kings,107,99
1067,Memphis Grizzlies,Utah Jazz,91,87
1068,Portland Trail Blazers,Atlanta Hawks,100,85
1069,Houston Rockets,Philadelphia 76ers,120,98
1070,Milwaukee Bucks,Los Angeles Lakers,108,105
1071,Los Angeles Clippers,Dallas Mavericks,109,103
1072,Orlando Magic,Charlotte Bobcats,110,105
1073,Toronto Raptors,Boston Celtics,105,103
1074,Washington Wizards,Indiana Pacers,91,78
1075,Brooklyn Nets,Cleveland Cavaliers,108,97
1076,Miami Heat,Detroit Pistons,110,78
1077,Portland Trail Blazers,Chicago Bulls,91,74
1078,Minnesota Timberwolves,Los Angeles Lakers,143,107
1079,New Orleans Pelicans,Utah Jazz,102,95
1080,Oklahoma City Thunder,Sacramento Kings,94,81
1081,San Antonio Spurs,Denver Nuggets,133,102
1082,Phoenix Suns,New York Knicks,112,88
1083,Golden State Warriors,Memphis Grizzlies,100,93
1084,Philadelphia 76ers,Detroit Pistons,123,98
1085,Los Angeles Clippers,Houston Rockets,118,107
1086,Washington Wizards,Atlanta Hawks,101,97
1087,Dallas Mavericks,Sacramento Kings,103,100
1088,Miami Heat,Milwaukee Bucks,88,67
1089,San Antonio Spurs,New Orleans Pelicans,96,80
1090,Oklahoma City Thunder,Utah Jazz,116,96
1091,Cleveland Cavaliers,Indiana Pacers,90,76
1092,Brooklyn Nets,Minnesota Timberwolves,114,99
1093,Toronto Raptors,Orlando Magic,98,93
1094,Chicago Bulls,Boston Celtics,107,102
1095,New York Knicks,Golden State Warriors,89,84
1096,Portland Trail Blazers,Memphis Grizzlies,105,98
1097,Los Angeles Lakers,Phoenix Suns,115,99
