,home,away,home_points,away_points
47,Indiana Pacers,Los Angeles Lakers,115,108
48,Miami Heat,Sacramento Kings,108,96
49,Detroit Pistons,New York Knicks,102,89
50,Milwaukee Bucks,New Orleans Pelicans,117,113
51,Minnesota Timberwolves,Memphis Grizzlies,116,80
52,Utah Jazz,San Antonio Spurs,106,91
53,Golden State Warriors,Portland Trail Blazers,127,104
54,Toronto Raptors,Washington Wizards,113,103
55,Charlotte Hornets,Philadelphia 76ers,109,93
56,Brooklyn Nets,Detroit Pistons,109,101
57,Houston Rockets,New York Knicks,118,99
58,Los Angeles Lakers,Atlanta Hawks,123,116
59,Memphis Grizzlies,New Orleans Pelicans,89,83
60,Boston Celtics,Chicago Bulls,107,100
61,Utah Jazz,Dallas Mavericks,97,81
62,Phoenix Suns,Portland Trail Blazers,118,115
63,Oklahoma City Thunder,Los Angeles Clippers,85,83
64,Orlando Magic,Sacramento Kings,102,94
65,Milwaukee Bucks,Indiana Pacers,125,107
66,Denver Nuggets,Minnesota Timberwolves,102,99
67,Cleveland Cavaliers,Boston Celtics,128,122
68,Golden State Warriors,Oklahoma City Thunder,122,96
69,Washington Wizards,Atlanta Hawks,95,92
70,Toronto Raptors,Miami Heat,96,87
71,Charlotte Hornets,Brooklyn Nets,99,95
72,New York Knicks,Chicago Bulls,117,104
73,Los Angeles Clippers,Memphis Grizzlies,99,88
74,Phoenix Suns,New Orleans Pelicans,112,111
75,Portland Trail Blazers,Dallas Mavericks,105,95
76,San Antonio Spurs,Utah Jazz,100,86
77,Los Angeles Lakers,Golden State Warriors,117,97
78,Oklahoma City Thunder,Minnesota Timberwolves,112,92
79,Cleveland Cavaliers,Philadelphia 76ers,102,101
80,Orlando Magic,Washington Wizards,88,86
81,Detroit Pistons,Denver Nuggets,103,86
82,Indiana Pacers,Chicago Bulls,111,94
83,Atlanta Hawks,Houston Rockets,112,97
84,Milwaukee Bucks,Sacramento Kings,117,91
85,Los Angeles Clippers,San Antonio Spurs,116,92
86,Utah Jazz,New York Knicks,114,109
87,Portland Trail Blazers,Memphis Grizzlies,100,94
88,Sacramento Kings,Toronto Raptors,96,91
89,Dallas Mavericks,Milwaukee Bucks,86,75
90,Denver Nuggets,Boston Celtics,123,107
91,Los Angeles Lakers,Phoenix Suns,119,108
92,Utah Jazz,Philadelphia 76ers,109,84
93,Houston Rockets,Washington Wizards,114,106
94,Charlotte Hornets,Indiana Pacers,122,100
95,Chicago Bulls,Orlando Magic,112,80
96,Oklahoma City Thunder,Miami Heat,97,85
97,Los Angeles Clippers,Detroit Pistons,114,82
98,Golden State Warriors,New Orleans Pelicans,116,106
99,Atlanta Hawks,Cleveland Cavaliers,110,106
100,Brooklyn Nets,Minnesota Timberwolves,119,110
101,Memphis Grizzlies,Denver Nuggets,108,107
102,Portland Trail Blazers,Phoenix Suns,124,121
103,Dallas Mavericks,Los Angeles Lakers,109,97
104,Sacramento Kings,New Orleans Pelicans,102,94
105,New York Knicks,Brooklyn Nets,110,96
106,Washington Wizards,Boston Celtics,118,93
107,Charlotte Hornets,Utah Jazz,104,98
108,Minnesota Timberwolves,Orlando Magic,123,107
109,Indiana Pacers,Philadelphia 76ers,122,115
110,Atlanta Hawks,Chicago Bulls,115,107
111,Toronto Raptors,Oklahoma City Thunder,112,102
112,Phoenix Suns,Detroit Pistons,107,100
113,Houston Rockets,San Antonio Spurs,101,99
114,Los Angeles Clippers,Portland Trail Blazers,111,80
115,Golden State Warriors,Dallas Mavericks,116,95
116,New Orleans Pelicans,Milwaukee Bucks,112,106
117,Chicago Bulls,Miami Heat,98,95
118,Golden State Warriors,Denver Nuggets,125,101
119,Los Angeles Lakers,Sacramento Kings,101,91
120,Philadelphia 76ers,Indiana Pacers,109,105
121,Cleveland Cavaliers,Washington Wizards,105,94
122,Toronto Raptors,Charlotte Hornets,113,111
123,Utah Jazz,Orlando Magic,87,74
124,Boston Celtics,New York Knicks,115,87
125,Los Angeles Clippers,Oklahoma City Thunder,110,108
126,San Antonio Spurs,Detroit Pistons,96,86
127,Portland Trail Blazers,Sacramento Kings,122,120
128,Los Angeles Lakers,New Orleans Pelicans,126,99
129,Boston Celtics,Indiana Pacers,105,99
130,Toronto Raptors,New York Knicks,118,107
131,Atlanta Hawks,Philadelphia 76ers,117,96
132,Chicago Bulls,Washington Wizards,106,95
133,San Antonio Spurs,Houston Rockets,106,100
134,Los Angeles Clippers,Minnesota Timberwolves,119,105
135,Utah Jazz,Miami Heat,102,91
136,Milwaukee Bucks,Memphis Grizzlies,106,96
137,Detroit Pistons,Denver Nuggets,106,95
138,Brooklyn Nets,Phoenix Suns,122,104
139,Cleveland Cavaliers,Charlotte Hornets,100,93
140,Orlando Magic,Oklahoma City Thunder,119,117
141,Minnesota Timberwolves,Los Angeles Lakers,125,99
142,Golden State Warriors,Phoenix Suns,133,120
143,Portland Trail Blazers,Denver Nuggets,112,105
144,Indiana Pacers,Orlando Magic,88,69
145,New York Knicks,Dallas Mavericks,93,77
146,Detroit Pistons,Oklahoma City Thunder,104,88
147,New Orleans Pelicans,Boston Celtics,106,105
148,Houston Rockets,Philadelphia 76ers,115,88
149,San Antonio Spurs,Miami Heat,94,90
150,Memphis Grizzlies,Utah Jazz,102,96
151,Los Angeles Clippers,Brooklyn Nets,127,95
152,Cleveland Cavaliers,Toronto Raptors,121,117
153,Atlanta Hawks,Miami Heat,93,90
154,Charlotte Hornets,Minnesota Timberwolves,115,108
155,Chicago Bulls,Portland Trail Blazers,113,88
156,Los Angeles Lakers,Brooklyn Nets,125,118
157,Philadelphia 76ers,Washington Wizards,109,102
158,Orlando Magic,New Orleans Pelicans,89,82
159,Indiana Pacers,Cleveland Cavaliers,103,93
160,Boston Celtics,Dallas Mavericks,90,83
161,New York Knicks,Detroit Pistons,105,102
162,Atlanta Hawks,Milwaukee Bucks,107,100
163,Oklahoma City Thunder,Houston Rockets,105,103
164,Golden State Warriors,Toronto Raptors,127,121
165,Denver Nuggets,Phoenix Suns,120,104
166,Memphis Grizzlies,Los Angeles Clippers,111,107
167,San Antonio Spurs,Sacramento Kings,110,105
168,Washington Wizards,New York Knicks,119,112
169,Miami Heat,Milwaukee Bucks,96,73
170,Houston Rockets,Portland Trail Blazers,126,109
171,Minnesota Timberwolves,Philadelphia 76ers,110,86
172,Chicago Bulls,Utah Jazz,85,77
173,Charlotte Hornets,Atlanta Hawks,100,96
174,Phoenix Suns,Indiana Pacers,116,96
175,Cleveland Cavaliers,Detroit Pistons,104,81
176,New Orleans Pelicans,Portland Trail Blazers,113,101
177,Oklahoma City Thunder,Brooklyn Nets,124,105
178,Golden State Warriors,Boston Celtics,104,88
179,Memphis Grizzlies,Dallas Mavericks,80,64
180,Toronto Raptors,Denver Nuggets,113,111
181,San Antonio Spurs,Los Angeles Lakers,116,107
182,Los Angeles Clippers,Sacramento Kings,121,115
183,Houston Rockets,Utah Jazz,111,102
184,New Orleans Pelicans,Charlotte Hornets,121,116
185,Miami Heat,Washington Wizards,114,111
186,Orlando Magic,Dallas Mavericks,95,87
187,Boston Celtics,Detroit Pistons,94,92
188,Philadelphia 76ers,Phoenix Suns,120,105
189,Memphis Grizzlies,Minnesota Timberwolves,93,71
190,Golden State Warriors,Milwaukee Bucks,124,121
191,Los Angeles Clippers,Chicago Bulls,102,95
192,New York Knicks,Atlanta Hawks,104,94
193,Portland Trail Blazers,Brooklyn Nets,129,109
194,Indiana Pacers,Oklahoma City Thunder,115,111
195,Sacramento Kings,Toronto Raptors,102,99
196,Denver Nuggets,Utah Jazz,105,91
197,Chicago Bulls,Los Angeles Lakers,118,110
198,Philadelphia 76ers,Miami Heat,101,94
199,Washington Wizards,Phoenix Suns,106,101
200,Memphis Grizzlies,Charlotte Hornets,105,90
201,Golden State Warriors,Indiana Pacers,120,83
202,Houston Rockets,Detroit Pistons,99,96
203,Milwaukee Bucks,Orlando Magic,93,89
204,Boston Celtics,Minnesota Timberwolves,99,93
205,San Antonio Spurs,Dallas Mavericks,96,91
206,Los Angeles Clippers,Toronto Raptors,123,115
207,New York Knicks,Portland Trail Blazers,107,103
208,New Orleans Pelicans,Atlanta Hawks,112,94
209,Denver Nuggets,Chicago Bulls,110,107
210,Los Angeles Lakers,Oklahoma City Thunder,111,109
211,Memphis Grizzlies,Philadelphia 76ers,104,99
212,San Antonio Spurs,Charlotte Hornets,119,114
213,Phoenix Suns,Orlando Magic,92,87
214,Cleveland Cavaliers,Portland Trail Blazers,137,125
215,Atlanta Hawks,Indiana Pacers,96,85
216,Boston Celtics,Brooklyn Nets,111,92
217,Detroit Pistons,Miami Heat,107,84
218,Toronto Raptors,Houston Rockets,115,102
219,Los Angeles Clippers,Dallas Mavericks,124,104
220,Utah Jazz,Denver Nuggets,108,83
221,New Orleans Pelicans,Minnesota Timberwolves,117,96
222,Golden State Warriors,Los Angeles Lakers,149,106
223,Sacramento Kings,Oklahoma City Thunder,116,101
224,San Antonio Spurs,Boston Celtics,109,103
225,Washington Wizards,Orlando Magic,94,91
226,Cleveland Cavaliers,Dallas Mavericks,128,90
227,New York Knicks,Charlotte Hornets,113,111
228,Chicago Bulls,Philadelphia 76ers,105,89
229,Detroit Pistons,Los Angeles Clippers,108,97
230,Utah Jazz,Atlanta Hawks,95,68
231,Toronto Raptors,Milwaukee Bucks,105,99
232,Miami Heat,Memphis Grizzlies,90,81
233,Indiana Pacers,Brooklyn Nets,118,97
234,Oklahoma City Thunder,Denver Nuggets,132,129
235,Minnesota Timberwolves,Phoenix Suns,98,85
236,Portland Trail Blazers,New Orleans Pelicans,119,104
237,Golden State Warriors,Los Angeles Lakers,109,85
238,Houston Rockets,Sacramento Kings,117,104
239,San Antonio Spurs,Washington Wizards,112,100
240,Charlotte Hornets,New York Knicks,107,102
241,Oklahoma City Thunder,Detroit Pistons,106,88
242,Memphis Grizzlies,Miami Heat,110,107
243,Golden State Warriors,Minnesota Timberwolves,115,102
244,Cleveland Cavaliers,Philadelphia 76ers,112,108
245,Denver Nuggets,Phoenix Suns,120,114
246,Sacramento Kings,Brooklyn Nets,122,105
247,Milwaukee Bucks,Orlando Magic,104,96
248,Indiana Pacers,Los Angeles Clippers,91,70
249,Dallas Mavericks,New Orleans Pelicans,91,81
250,Houston Rockets,Portland Trail Blazers,130,114
251,Los Angeles Lakers,Atlanta Hawks,109,94
252,Washington Wizards,Sacramento Kings,101,95
253,Toronto Raptors,Philadelphia 76ers,122,95
254,Oklahoma City Thunder,New York Knicks,112,103
255,Boston Celtics,Miami Heat,112,104
256,Charlotte Hornets,Memphis Grizzlies,104,85
257,Utah Jazz,Minnesota Timberwolves,112,103
258,Golden State Warriors,Atlanta Hawks,105,100
259,Detroit Pistons,Charlotte Hornets,112,89
260,Brooklyn Nets,Los Angeles Clippers,127,122
261,Milwaukee Bucks,Cleveland Cavaliers,118,101
262,New Orleans Pelicans,Los Angeles Lakers,105,88
263,Orlando Magic,San Antonio Spurs,95,83
264,Utah Jazz,Houston Rockets,120,101
265,Detroit Pistons,Boston Celtics,121,114
266,Toronto Raptors,Memphis Grizzlies,120,105
267,Los Angeles Lakers,Chicago Bulls,96,90
268,Oklahoma City Thunder,Washington Wizards,126,115
269,New York Knicks,Minnesota Timberwolves,106,104
270,San Antonio Spurs,Dallas Mavericks,94,87
271,Miami Heat,Denver Nuggets,106,98
272,Phoenix Suns,Atlanta Hawks,109,107
273,Portland Trail Blazers,Indiana Pacers,131,109
274,Charlotte Hornets,Dallas Mavericks,97,87
275,Milwaukee Bucks,Brooklyn Nets,111,93
276,Memphis Grizzlies,Orlando Magic,95,94
277,Los Angeles Clippers,Cleveland Cavaliers,113,94
278,Miami Heat,Utah Jazz,111,110
279,Houston Rockets,Golden State Warriors,132,127
280,Orlando Magic,Philadelphia 76ers,105,88
281,Boston Celtics,Sacramento Kings,97,92
282,Toronto Raptors,Los Angeles Lakers,113,80
283,New York Knicks,Minnesota Timberwolves,118,114
284,Chicago Bulls,Cleveland Cavaliers,111,105
285,Los Angeles Clippers,New Orleans Pelicans,114,96
286,Detroit Pistons,Atlanta Hawks,121,85
287,San Antonio Spurs,Washington Wizards,107,105
288,Houston Rockets,Denver Nuggets,128,110
289,Milwaukee Bucks,Brooklyn Nets,112,103
290,Minnesota Timberwolves,Charlotte Hornets,125,120
291,Toronto Raptors,Atlanta Hawks,128,84
292,Boston Celtics,Philadelphia 76ers,107,106
293,Memphis Grizzlies,Los Angeles Lakers,103,100
294,Dallas Mavericks,Chicago Bulls,107,82
295,Utah Jazz,Denver Nuggets,105,98
296,Portland Trail Blazers,Miami Heat,99,92
297,Golden State Warriors,Phoenix Suns,138,109
298,Orlando Magic,Detroit Pistons,98,92
299,Oklahoma City Thunder,New Orleans Pelicans,101,92
300,New York Knicks,Sacramento Kings,106,98
301,Indiana Pacers,Los Angeles Clippers,111,102
302,Denver Nuggets,Philadelphia 76ers,106,98
303,Cleveland Cavaliers,Toronto Raptors,116,112
304,Washington Wizards,Brooklyn Nets,118,113
305,Oklahoma City Thunder,Atlanta Hawks,102,99
306,Portland Trail Blazers,Chicago Bulls,112,110
307,San Antonio Spurs,Milwaukee Bucks,97,96
308,Memphis Grizzlies,New Orleans Pelicans,110,108
309,Houston Rockets,Boston Celtics,107,106
310,Charlotte Hornets,Dallas Mavericks,109,101
311,Utah Jazz,Los Angeles Lakers,107,101
312,Golden State Warriors,Indiana Pacers,142,106
313,Orlando Magic,Washington Wizards,124,116
314,New York Knicks,Miami Heat,114,103
315,Detroit Pistons,Chicago Bulls,102,91
316,Memphis Grizzlies,Philadelphia 76ers,96,91
317,San Antonio Spurs,Minnesota Timberwolves,105,91
318,Utah Jazz,Phoenix Suns,112,105
319,Charlotte Hornets,Detroit Pistons,87,77
320,Boston Celtics,Orlando Magic,117,87
321,Brooklyn Nets,Denver Nuggets,116,111
322,Atlanta Hawks,Miami Heat,103,95
323,Milwaukee Bucks,Portland Trail Blazers,115,107
324,Houston Rockets,Los Angeles Lakers,134,95
325,Cleveland Cavaliers,New York Knicks,126,94
326,Sacramento Kings,Dallas Mavericks,120,89
327,Indiana Pacers,Phoenix Suns,109,94
328,Golden State Warriors,Los Angeles Clippers,115,98
329,Toronto Raptors,Minnesota Timberwolves,124,110
330,Washington Wizards,Denver Nuggets,92,85
331,Memphis Grizzlies,Portland Trail Blazers,88,86
332,Philadelphia 76ers,New Orleans Pelicans,99,88
333,Golden State Warriors,Utah Jazz,106,99
334,Chicago Bulls,San Antonio Spurs,95,91
335,Charlotte Hornets,Orlando Magic,109,88
336,Cleveland Cavaliers,Miami Heat,114,84
337,Toronto Raptors,Boston Celtics,101,94
338,Atlanta Hawks,Milwaukee Bucks,114,110
339,Houston Rockets,Oklahoma City Thunder,102,99
340,Detroit Pistons,Minnesota Timberwolves,117,90
341,Dallas Mavericks,Indiana Pacers,111,103
342,Phoenix Suns,Los Angeles Lakers,119,115
343,New York Knicks,Sacramento Kings,103,100
344,Washington Wizards,Milwaukee Bucks,110,105
345,Denver Nuggets,Orlando Magic,121,113
346,Indiana Pacers,Portland Trail Blazers,118,111
347,Cleveland Cavaliers,Charlotte Hornets,116,105
348,Chicago Bulls,Miami Heat,105,100
349,Memphis Grizzlies,Golden State Warriors,110,89
350,Houston Rockets,Dallas Mavericks,109,87
351,San Antonio Spurs,Brooklyn Nets,130,101
352,Utah Jazz,Sacramento Kings,104,84
353,Los Angeles Clippers,New Orleans Pelicans,133,105
354,Philadelphia 76ers,Detroit Pistons,97,79
355,Oklahoma City Thunder,Boston Celtics,99,96
356,Golden State Warriors,Minnesota Timberwolves,116,108
357,New Orleans Pelicans,Phoenix Suns,120,119
358,New York Knicks,Los Angeles Lakers,118,112
359,Indiana Pacers,Charlotte Hornets,110,94
360,Toronto Raptors,Milwaukee Bucks,122,100
361,Miami Heat,Washington Wizards,112,101
362,Houston Rockets,Brooklyn Nets,122,118
363,Dallas Mavericks,Denver Nuggets,112,92
364,Los Angeles Clippers,Portland Trail Blazers,121,120
365,Sacramento Kings,Los Angeles Lakers,116,92
366,Cleveland Cavaliers,Memphis Grizzlies,103,86
367,Orlando Magic,Atlanta Hawks,131,120
368,Minnesota Timberwolves,Chicago Bulls,99,94
369,Golden State Warriors,New Orleans Pelicans,113,109
370,Phoenix Suns,New York Knicks,113,111
371,Portland Trail Blazers,Oklahoma City Thunder,114,95
372,Toronto Raptors,Philadelphia 76ers,123,114
373,Washington Wizards,Charlotte Hornets,109,106
374,Los Angeles Clippers,Orlando Magic,113,108
375,Miami Heat,Indiana Pacers,95,89
376,Brooklyn Nets,Los Angeles Lakers,107,97
377,Memphis Grizzlies,Cleveland Cavaliers,93,85
378,Houston Rockets,Sacramento Kings,132,98
379,Detroit Pistons,Dallas Mavericks,95,85
380,Utah Jazz,Oklahoma City Thunder,109,89
381,San Antonio Spurs,Boston Celtics,108,101
382,Milwaukee Bucks,Chicago Bulls,108,97
383,New Orleans Pelicans,Indiana Pacers,102,95
384,Denver Nuggets,Portland Trail Blazers,132,120
385,San Antonio Spurs,Phoenix Suns,107,92
386,Golden State Warriors,New York Knicks,103,90
387,Washington Wizards,Detroit Pistons,122,108
388,Orlando Magic,Brooklyn Nets,118,111
389,Boston Celtics,Charlotte Hornets,96,88
390,Atlanta Hawks,Toronto Raptors,125,121
391,Milwaukee Bucks,Chicago Bulls,95,69
392,Sacramento Kings,Memphis Grizzlies,96,92
393,Houston Rockets,New Orleans Pelicans,122,100
394,Los Angeles Lakers,Philadelphia 76ers,100,89
395,Los Angeles Clippers,Miami Heat,102,98
396,Utah Jazz,Dallas Mavericks,103,100
397,Oklahoma City Thunder,Phoenix Suns,114,101
398,Indiana Pacers,Detroit Pistons,105,90
399,Charlotte Hornets,Atlanta Hawks,107,99
400,Cleveland Cavaliers,Los Angeles Lakers,119,108
401,Houston Rockets,Minnesota Timberwolves,111,109
402,Denver Nuggets,New York Knicks,127,114
403,Golden State Warriors,Portland Trail Blazers,135,90
404,Washington Wizards,Los Angeles Clippers,117,110
405,Utah Jazz,Memphis Grizzlies,82,73
406,Philadelphia 76ers,Brooklyn Nets,108,107
407,Toronto Raptors,Orlando Magic,109,79
408,Boston Celtics,Miami Heat,105,95
409,Dallas Mavericks,Sacramento Kings,99,79
410,San Antonio Spurs,New Orleans Pelicans,113,100
411,Indiana Pacers,Washington Wizards,107,105
412,Chicago Bulls,Detroit Pistons,113,82
413,Atlanta Hawks,Oklahoma City Thunder,110,108
414,Minnesota Timberwolves,Phoenix Suns,115,108
415,Denver Nuggets,Dallas Mavericks,117,107
416,New Orleans Pelicans,Philadelphia 76ers,108,93
417,Charlotte Hornets,Los Angeles Lakers,117,113
418,Toronto Raptors,Brooklyn Nets,116,104
419,New York Knicks,Indiana Pacers,118,111
420,Orlando Magic,Miami Heat,136,130
421,Cleveland Cavaliers,Milwaukee Bucks,114,108
422,Boston Celtics,Memphis Grizzlies,112,109
423,San Antonio Spurs,Houston Rockets,102,100
424,Los Angeles Clippers,Denver Nuggets,119,102
425,Golden State Warriors,Utah Jazz,104,74
426,Sacramento Kings,Portland Trail Blazers,126,121
427,Cleveland Cavaliers,Milwaukee Bucks,113,102
428,Minnesota Timberwolves,Atlanta Hawks,92,84
429,Memphis Grizzlies,Detroit Pistons,98,86
430,Washington Wizards,Chicago Bulls,107,97
431,Oklahoma City Thunder,New Orleans Pelicans,121,110
432,Sacramento Kings,Utah Jazz,94,93
433,Houston Rockets,Phoenix Suns,125,111
434,Dallas Mavericks,Portland Trail Blazers,96,95
435,Golden State Warriors,Brooklyn Nets,117,101
436,New York Knicks,Orlando Magic,106,95
437,Miami Heat,Los Angeles Lakers,115,107
438,Boston Celtics,Indiana Pacers,109,102
439,Los Angeles Clippers,San Antonio Spurs,106,101
440,Charlotte Hornets,Chicago Bulls,103,91
441,Orlando Magic,Los Angeles Lakers,109,90
442,Cleveland Cavaliers,Brooklyn Nets,119,99
443,Oklahoma City Thunder,Boston Celtics,117,112
444,Golden State Warriors,Detroit Pistons,119,113
445,Milwaukee Bucks,Washington Wizards,123,96
446,Memphis Grizzlies,Houston Rockets,115,109
447,New Orleans Pelicans,Miami Heat,91,87
448,Sacramento Kings,Minnesota Timberwolves,109,105
449,Atlanta Hawks,Denver Nuggets,109,108
450,Toronto Raptors,Utah Jazz,104,98
451,Phoenix Suns,Philadelphia 76ers,123,116
452,San Antonio Spurs,Portland Trail Blazers,110,90
453,Dallas Mavericks,Los Angeles Clippers,90,88
454,Boston Celtics,New York Knicks,119,114
455,Cleveland Cavaliers,Golden State Warriors,109,108
456,San Antonio Spurs,Chicago Bulls,119,100
457,Oklahoma City Thunder,Minnesota Timberwolves,112,100
458,Los Angeles Lakers,Los Angeles Clippers,111,102
459,Washington Wizards,Milwaukee Bucks,107,102
460,Orlando Magic,Memphis Grizzlies,112,102
461,Brooklyn Nets,Charlotte Hornets,120,118
462,Detroit Pistons,Cleveland Cavaliers,106,90
463,Chicago Bulls,Indiana Pacers,90,85
464,New Orleans Pelicans,Dallas Mavericks,111,104
465,Houston Rockets,Phoenix Suns,131,115
466,Minnesota Timberwolves,Atlanta Hawks,104,90
467,Toronto Raptors,Portland Trail Blazers,95,91
468,Denver Nuggets,Los Angeles Clippers,106,102
469,Sacramento Kings,Philadelphia 76ers,102,100
470,Boston Celtics,Memphis Grizzlies,113,103
471,Oklahoma City Thunder,Miami Heat,106,94
472,Houston Rockets,Dallas Mavericks,123,107
473,Utah Jazz,Los Angeles Lakers,102,100
474,Washington Wizards,Indiana Pacers,111,105
475,Charlotte Hornets,Orlando Magic,120,101
476,Atlanta Hawks,New York Knicks,102,98
477,Milwaukee Bucks,Detroit Pistons,119,94
478,Chicago Bulls,Brooklyn Nets,101,99
479,New Orleans Pelicans,Los Angeles Clippers,102,98
480,San Antonio Spurs,Phoenix Suns,119,98
481,Denver Nuggets,Minnesota Timberwolves,105,103
482,Portland Trail Blazers,Sacramento Kings,102,89
483,Golden State Warriors,Toronto Raptors,121,111
484,Charlotte Hornets,Miami Heat,91,82
485,Memphis Grizzlies,Oklahoma City Thunder,114,80
486,Cleveland Cavaliers,Boston Celtics,124,118
487,Utah Jazz,Philadelphia 76ers,100,83
488,Phoenix Suns,Toronto Raptors,99,91
489,Dallas Mavericks,Los Angeles Lakers,101,89
490,Indiana Pacers,Chicago Bulls,111,101
491,Washington Wizards,Brooklyn Nets,118,95
492,Boston Celtics,Miami Heat,117,114
493,New Orleans Pelicans,New York Knicks,104,92
494,Houston Rockets,Los Angeles Clippers,140,116
495,Minnesota Timberwolves,Milwaukee Bucks,116,99
496,Atlanta Hawks,Detroit Pistons,105,98
497,San Antonio Spurs,Portland Trail Blazers,110,94
498,Philadelphia 76ers,Denver Nuggets,124,122
499,Golden State Warriors,Dallas Mavericks,108,99
500,Memphis Grizzlies,Sacramento Kings,112,98
501,Milwaukee Bucks,Chicago Bulls,116,96
502,Cleveland Cavaliers,Charlotte Hornets,121,109
503,Houston Rockets,New York Knicks,129,122
504,Utah Jazz,Phoenix Suns,91,86
505,Oklahoma City Thunder,Los Angeles Clippers,114,88
506,Atlanta Hawks,San Antonio Spurs,114,112
507,Detroit Pistons,Miami Heat,107,98
508,Indiana Pacers,Orlando Magic,117,104
509,Portland Trail Blazers,Minnesota Timberwolves,95,89
510,Toronto Raptors,Los Angeles Lakers,123,114
511,Milwaukee Bucks,Oklahoma City Thunder,98,94
512,Cleveland Cavaliers,New Orleans Pelicans,90,82
513,Utah Jazz,Brooklyn Nets,101,89
514,Orlando Magic,New York Knicks,115,103
515,Chicago Bulls,Charlotte Hornets,118,111
516,Houston Rockets,Washington Wizards,101,91
517,Los Angeles Clippers,Phoenix Suns,109,98
518,Golden State Warriors,Denver Nuggets,127,119
519,Philadelphia 76ers,Minnesota Timberwolves,93,91
520,Boston Celtics,Utah Jazz,115,104
521,Indiana Pacers,Detroit Pistons,121,116
522,Dallas Mavericks,Washington Wizards,113,105
523,San Antonio Spurs,Toronto Raptors,110,82
524,Sacramento Kings,Denver Nuggets,120,113
525,Phoenix Suns,Miami Heat,99,90
526,Los Angeles Lakers,Memphis Grizzlies,116,102
527,Charlotte Hornets,Oklahoma City Thunder,123,112
528,Atlanta Hawks,Orlando Magic,111,92
529,Milwaukee Bucks,New York Knicks,105,104
530,Chicago Bulls,Cleveland Cavaliers,106,94
531,Los Angeles Clippers,Memphis Grizzlies,115,106
532,Golden State Warriors,Portland Trail Blazers,125,117
533,Miami Heat,Sacramento Kings,107,102
534,Indiana Pacers,Brooklyn Nets,121,109
535,Toronto Raptors,Utah Jazz,101,93
536,Detroit Pistons,Charlotte Hornets,115,114
537,Atlanta Hawks,New Orleans Pelicans,99,94
538,Houston Rockets,Oklahoma City Thunder,118,116
539,Phoenix Suns,Dallas Mavericks,102,95
540,Portland Trail Blazers,Los Angeles Lakers,118,109
541,San Antonio Spurs,Denver Nuggets,127,99
542,Washington Wizards,Minnesota Timberwolves,112,105
543,Houston Rockets,Orlando Magic,100,93
544,Boston Celtics,Philadelphia 76ers,110,106
545,Cleveland Cavaliers,Brooklyn Nets,116,108
546,New York Knicks,Milwaukee Bucks,116,111
547,Los Angeles Lakers,Miami Heat,127,100
548,Memphis Grizzlies,Golden State Warriors,128,119
549,Los Angeles Clippers,Sacramento Kings,106,98
550,Indiana Pacers,New York Knicks,123,109
551,Boston Celtics,New Orleans Pelicans,117,108
552,Chicago Bulls,Toronto Raptors,123,118
